filename type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
string enum enum numeric numeric numeric enum enum
VELA02MRP_0.253309_0003875__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 253309 2.210 2.95256916996 8 F160W 19.6124 0.1553 19.6126 0.1348 26.6283 0.0448 2.1204 0.2526 1.00400261946 0.119605292244 0.9472 0.5059 0.5628 0.1081 68.8965 11.3539 0.614341337326 2.657e-05
VELA02MRP_0.254401_0003334__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 254401 2.223 2.93700787402 0 F160W 19.6385 0.0862 19.1349 0.1219 26.4562 0.0396 1.7832 0.2151 0.845612045773 0.102002664337 1.5191 0.6455 0.7547 0.0832 -12.8021 19.9871 0.330177746603 1.464e-05
VELA02MRP_0.254401_0003334__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 254401 2.223 2.93700787402 1 F160W 19.0216 0.1366 19.6871 0.0951 26.4719 0.0409 1.7942 0.1956 0.850828360546 0.0927555608755 1.2359 0.6651 0.5594 0.0748 -85.9638 11.1804 0.31218625247 1.531e-05
VELA02MRP_0.254401_0003334__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 254401 2.223 2.93700787402 5 F160W 19.6995 0.1294 19.6117 0.0954 26.5363 0.0433 1.8172 0.2805 0.861735200527 0.133016026716 1.8872 0.8608 0.6417 0.1005 -46.9100 13.1389 0.403307522822 -4.325e-06
VELA02MRP_0.254401_0003334__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 254401 2.223 2.93700787402 6 F160W 19.7548 0.1201 19.7067 0.0948 26.4534 0.0484 1.7844 0.2575 0.846181098294 0.122109186735 2.3189 1.0192 0.6440 0.0984 54.9042 13.8281 0.360658687127 -9.676e-06
VELA02MRP_0.254401_0003334__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 254401 2.223 2.93700787402 7 F160W 19.5865 0.1128 19.7263 0.0972 26.4494 0.0501 1.8150 0.2979 0.860691937572 0.141267288266 2.9510 1.3891 0.5145 0.1130 -75.2133 9.0293 0.471505611976 -1.629e-05
VELA02MRP_0.254401_0003334__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 254401 2.223 2.93700787402 8 F160W 19.8190 0.1380 19.6969 0.1158 26.5075 0.0456 1.8549 0.2397 0.879612933886 0.113668241012 2.0947 0.9698 0.5642 0.1025 -83.9333 10.6831 0.536289885307 2.514e-07
VELA02MRP_0.255550_0003687__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 255550 2.249 2.90625 0 F160W 19.4140 0.1527 20.0410 0.1751 26.6562 0.0520 2.0698 0.3028 0.984434173629 0.144017135846 1.4902 0.7106 0.6681 0.1210 -3.8694 16.0255 0.794249958051 2.065e-05
VELA02MRP_0.255550_0003687__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 255550 2.249 2.90625 1 F160W 19.8661 0.1721 19.4875 0.1156 26.5770 0.0504 2.2737 0.2589 1.0814126875 0.123137504857 1.1273 0.5780 0.5094 0.0842 84.7270 8.2197 0.566947868013 1.971e-05
VELA02MRP_0.255550_0003687__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 255550 2.249 2.90625 5 F160W 19.3335 0.1286 19.7186 0.1254 26.6438 0.0415 1.8949 0.2652 0.901248582283 0.12613389837 1.3906 0.6752 0.7594 0.1100 -69.4770 21.3042 0.408097862754 7.837e-06
VELA02MRP_0.255550_0003687__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 255550 2.249 2.90625 6 F160W 19.0168 0.1512 19.5340 0.1234 26.6195 0.0456 2.0353 0.2719 0.968025352008 0.129320539091 1.2965 0.6554 0.8006 0.1146 44.6414 23.3846 0.528258356802 -1.348e-06
VELA02MRP_0.255550_0003687__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 255550 2.249 2.90625 7 F160W 19.4521 0.1459 19.4864 0.1234 26.6790 0.0438 1.7690 0.2827 0.841368273818 0.134457213685 1.8572 0.9166 0.8166 0.1163 75.3289 32.9974 0.447289641629 -4.819e-06
VELA02MRP_0.255550_0003687__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 255550 2.249 2.90625 8 F160W 19.4307 0.1541 19.5193 0.1193 26.6653 0.0467 1.9246 0.2745 0.915374437417 0.130557145937 1.4825 0.6998 0.6843 0.1026 -82.5930 16.2913 0.513660428418 -1.961e-06
VELA02MRP_0.256744_0003336__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 256744 2.262 2.89105058366 0 F160W 19.4751 0.1607 19.7449 0.1970 26.7861 0.0522 2.6486 0.2760 1.26155997697 0.131462113435 0.9782 0.4523 0.7089 0.1066 -28.1968 14.3165 0.750680320228 1.072e-05
VELA02MRP_0.256744_0003336__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 256744 2.262 2.89105058366 1 F160W 20.2533 0.1689 19.3323 0.1364 26.7357 0.0575 2.5699 0.3726 1.22407422216 0.177473853137 1.6142 0.7660 0.5217 0.1075 71.6337 8.7063 0.982784699502 1.033e-05
VELA02MRP_0.256744_0003336__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 256744 2.262 2.89105058366 5 F160W 19.4358 0.1547 19.7701 0.1427 26.8066 0.0535 1.4969 0.2828 0.712991440583 0.13470103507 1.9695 1.1977 0.8752 0.2247 -89.8413 57.4594 0.753152909162 9.103e-06
VELA02MRP_0.256744_0003336__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 256744 2.262 2.89105058366 6 F160W 18.9512 0.1994 19.4998 0.1576 26.7778 0.0525 2.4828 0.3182 1.18258744651 0.151562480054 1.1492 0.5005 0.7873 0.1094 80.6094 25.0662 0.822163468975 6.695e-06
VELA02MRP_0.256744_0003336__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 256744 2.262 2.89105058366 7 F160W 19.3740 0.1786 19.4581 0.1253 26.8000 0.0486 2.0093 0.2984 0.957053712047 0.142131502351 1.4198 0.7590 0.6936 0.1230 89.0404 17.7327 0.520797058247 4.336e-06
VELA02MRP_0.256744_0003336__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 256744 2.262 2.89105058366 8 F160W 19.4547 0.1803 19.5233 0.1336 26.8129 0.0540 2.1894 0.3457 1.04283750418 0.164661060197 1.4509 0.8039 0.6545 0.1217 -63.4158 14.3182 0.634771173296 -1.037e-06
VELA02MRP_0.258330_0004074__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 258330 2.275 2.87596899225 0 F160W 19.5191 0.1818 19.6635 0.1950 26.8656 0.0485 2.5179 0.2677 1.20103698815 0.127692760526 0.8156 0.4119 0.7751 0.1067 0.8629 22.7773 0.7869781698 4.955e-06
VELA02MRP_0.258330_0004074__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 258330 2.275 2.87596899225 1 F160W 19.7420 0.2199 19.6501 0.1721 26.7492 0.0665 2.6490 0.4164 1.26357161984 0.198622583051 2.3775 1.2135 0.5462 0.1188 -86.9192 10.6558 0.86758424054 -1.385e-05
VELA02MRP_0.258330_0004074__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 258330 2.275 2.87596899225 5 F160W 19.8144 0.1455 19.7288 0.1270 26.7731 0.0526 2.1454 0.2459 1.02335468222 0.117294171884 1.1822 0.5897 0.6639 0.1271 -68.9357 13.8131 0.701200563353 6.093e-06
VELA02MRP_0.258330_0004074__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 258330 2.275 2.87596899225 7 F160W 19.3274 0.1874 19.5393 0.1810 26.9016 0.0603 1.8562 0.3142 0.885406432901 0.149873236299 1.3459 0.8265 0.7791 0.1268 -77.2845 29.7277 0.851821923628 1.794e-05
VELA02MRP_0.258330_0004074__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 258330 2.275 2.87596899225 8 F160W 19.5553 0.1722 19.6010 0.1282 26.8449 0.0512 2.0933 0.3073 0.998503009369 0.146581939894 1.3336 0.7156 0.7383 0.1236 -67.0535 20.1012 0.604697643191 1.771e-06
VELA02MRP_0.259692_0002605__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 259692 2.301 2.84615384615 0 F160W 19.0681 0.1514 19.6058 0.1716 26.8158 0.0487 2.1622 0.2714 1.03429908436 0.12982553487 1.2179 0.5828 0.7876 0.1202 -4.1751 25.6131 0.633063787819 8.258e-06
VELA02MRP_0.259692_0002605__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 259692 2.301 2.84615384615 5 F160W 19.1255 0.1788 19.9259 0.1514 26.7564 0.0522 1.9378 0.2807 0.926956232394 0.134274235955 1.4592 0.7965 0.7766 0.1233 87.8780 26.3526 0.660540682469 -1.582e-06
VELA02MRP_0.259692_0002605__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 259692 2.301 2.84615384615 6 F160W 19.1682 0.1854 19.2916 0.1583 26.7500 0.0520 2.3106 0.2988 1.10528695973 0.142932460646 1.4887 0.7133 0.6721 0.1332 -76.6831 14.4071 0.534172867388 5.609e-06
VELA02MRP_0.259692_0002605__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 259692 2.301 2.84615384615 7 F160W 19.4121 0.1371 19.4108 0.1721 26.7932 0.0591 1.6518 0.3526 0.790146715176 0.168667957241 2.5019 1.5259 0.6998 0.1389 67.1859 21.8371 0.664248116721 1.042e-06
VELA02MRP_0.261147_0003027__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 261147 2.315 2.83141762452 0 F160W 19.3432 0.1657 20.2734 0.1512 26.6436 0.0484 2.5565 0.2136 1.22462227952 0.10231931113 0.7352 0.3144 0.8139 0.0894 -64.1827 20.8128 0.743853338715 1.006e-05
VELA02MRP_0.261147_0003027__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 261147 2.315 2.83141762452 1 F160W 20.4137 0.1244 20.0963 0.1058 26.6250 0.0456 1.7643 0.2677 0.845140265109 0.128234455008 1.6443 0.8070 0.6653 0.0941 65.7845 15.5370 0.420440706812 6.341e-07
VELA02MRP_0.261147_0003027__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 261147 2.315 2.83141762452 5 F160W 19.2885 0.1314 19.8989 0.0944 26.6166 0.0484 1.7801 0.2611 0.852708828386 0.125072903259 1.9231 0.9915 0.7090 0.1037 86.1850 17.1836 0.634963468558 5.792e-06
VELA02MRP_0.261147_0003027__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 261147 2.315 2.83141762452 6 F160W 19.6597 0.1520 19.4076 0.1606 26.6896 0.0560 2.2696 0.2389 1.08719058306 0.114438592833 0.9867 0.4982 0.7354 0.1097 16.8412 18.3514 0.870948629304 1.830e-05
VELA02MRP_0.261147_0003027__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 261147 2.315 2.83141762452 7 F160W 19.2478 0.1577 20.1319 0.1334 26.6809 0.0512 2.1521 0.2088 1.03090538148 0.100020000768 0.6224 0.4462 0.6157 0.1041 81.4014 10.8757 0.529201890332 2.869e-05
VELA02MRP_0.261147_0003027__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 261147 2.315 2.83141762452 8 F160W 19.1036 0.1354 20.1156 0.1300 26.6315 0.0461 2.1360 0.2677 1.0231931113 0.128234455008 1.5540 0.7433 0.6395 0.0996 87.3292 11.5935 0.507222083242 1.375e-05
VELA02MRP_0.262643_0002794__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 262643 2.341 2.80228136882 0 F160W 19.8935 0.1195 19.6890 0.1398 26.5649 0.0428 2.2192 0.2085 1.06596997055 0.100150837626 0.8742 0.4136 0.7235 0.0857 -30.0757 14.6599 0.513432751648 2.395e-05
VELA02MRP_0.262643_0002794__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 262643 2.341 2.80228136882 1 F160W 19.7595 0.1441 20.0557 0.1670 26.4669 0.0726 1.8326 0.3245 0.880270623659 0.155870248487 3.0467 1.6161 0.6189 0.1306 86.3686 12.1635 0.451952699471 -1.170e-05
VELA02MRP_0.262643_0002794__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 262643 2.341 2.80228136882 5 F160W 19.8921 0.1199 20.0601 0.1015 26.5167 0.0461 1.9803 0.2189 0.951216804557 0.105146371013 1.1026 0.4969 0.8114 0.1122 -76.0861 22.1855 0.483538537865 1.553e-08
VELA02MRP_0.262643_0002794__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 262643 2.341 2.80228136882 6 F160W 20.2570 0.1129 19.7766 0.1036 26.4822 0.0421 1.8456 0.2590 0.886515040393 0.12440799494 1.5084 0.7498 0.7082 0.0780 61.4632 15.5779 0.357481217629 6.757e-06
VELA02MRP_0.262643_0002794__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 262643 2.341 2.80228136882 7 F160W 19.6911 0.1071 19.7582 0.1150 26.5904 0.0462 1.8810 0.2139 0.903519067501 0.102744672269 1.1342 0.6186 0.6907 0.0943 -67.1283 15.7334 0.4715421849 4.916e-06
VELA02MRP_0.262643_0002794__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 262643 2.341 2.80228136882 8 F160W 19.5340 0.1610 19.9916 0.1079 26.6377 0.0517 1.9572 0.2064 0.94012095636 0.0991421241532 0.6889 0.4888 0.6283 0.1077 -89.3875 13.7291 0.555630909321 2.344e-05
VELA02MRP_0.264077_0002388__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 264077 2.354 2.78787878788 0 F160W 19.7803 0.1305 19.5667 0.1395 26.4374 0.0482 1.3408 0.2316 0.644909384213 0.11139693719 2.8238 1.5794 0.6719 0.1290 -31.6549 16.5726 0.210218008853 9.955e-06
VELA02MRP_0.264077_0002388__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 264077 2.354 2.78787878788 1 F160W 19.6462 0.0928 20.0855 0.0923 26.4355 0.0388 1.6695 0.2003 0.803010305 0.0963419970599 1.9543 0.8248 0.7443 0.1140 81.6254 16.8770 0.322648451631 9.335e-07
VELA02MRP_0.264077_0002388__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 264077 2.354 2.78787878788 5 F160W 19.7363 0.1113 19.7759 0.0937 26.3632 0.0397 1.5202 0.1841 0.73119872157 0.0885499833187 2.0377 1.0083 0.6384 0.1131 -74.0257 12.1939 0.386170723678 -3.974e-06
VELA02MRP_0.264077_0002388__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 264077 2.354 2.78787878788 6 F160W 20.5044 0.1209 19.7503 0.1457 26.3998 0.0576 1.6214 0.2554 0.779874758028 0.12284446355 2.9169 1.5317 0.7672 0.1061 69.0071 22.0971 0.399997283747 -1.692e-05
VELA02MRP_0.264077_0002388__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 264077 2.354 2.78787878788 7 F160W 19.6405 0.0922 20.1431 0.1050 26.3916 0.0397 1.5469 0.2053 0.744041114588 0.0987469395726 1.9172 0.8860 0.6786 0.1051 80.0793 15.2740 0.369526220388 -3.494e-06
VELA02MRP_0.264077_0002388__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 264077 2.354 2.78787878788 8 F160W 19.5367 0.0755 19.8632 0.0719 26.3491 0.0366 1.5484 0.1890 0.744762597342 0.0909068269811 1.3266 0.6179 0.7987 0.0934 72.1665 23.4634 0.24488165384 1.440e-06
VELA02MRP_0.265962_0002526__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 265962 2.380 2.75939849624 0 F160W 19.9879 0.0966 20.0221 0.1034 26.3873 0.0417 1.5806 0.2032 0.762270975924 0.0979966229962 1.6857 0.7513 0.8418 0.1267 -18.4228 29.1562 0.401605117634 4.093e-06
VELA02MRP_0.265962_0002526__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 265962 2.380 2.75939849624 1 F160W 20.0423 5774.7144 20.2238 1163.3575 26.4078 278.6082 7.770e-03 2.952e+00 0.00374721338917 1.42365172778 2.8070 867.4089 0.9516 881.5621 -28.2417 20757076.0000 0 6.376e-05
VELA02MRP_0.265962_0002526__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 265962 2.380 2.75939849624 5 F160W 19.8106 0.0000 20.0505 0.0000 26.4659 0.0000 9.874e-03 7.646e-08 0.00476190283201 3.68741230034e-08 2.0324 0.0000 0.7701 0.0000 -19.0077 0.0000 0 7.192e-05
VELA02MRP_0.265962_0002526__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 265962 2.380 2.75939849624 6 F160W 19.8836 0.0935 19.9669 0.0834 26.3454 0.0366 1.6169 0.1978 0.779777262414 0.0953923820307 1.8957 0.7371 0.8585 0.1019 -63.9118 31.2504 0.347694918159 7.528e-06
VELA02MRP_0.265962_0002526__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 265962 2.380 2.75939849624 7 F160W 20.4348 0.0000 19.9546 0.0000 26.4388 0.0000 0.0100 0.0000 0.00482266845454 0.0 2.5239 0.0000 0.8916 0.0000 16.0091 0.0000 0 3.161e-05
VELA02MRP_0.265962_0002526__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 265962 2.380 2.75939849624 8 F160W 20.1071 0.1213 20.0105 0.1030 26.3610 0.0441 1.4112 0.1823 0.680574972304 0.0879172459262 1.8625 0.8381 0.9829 0.1737 45.6339 297.1467 0.514181177908 -2.659e-06
VELA02MRP_0.267248_0002349__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 267248 2.394 2.74531835206 0 F160W 19.7999 0.0838 20.1643 0.0926 26.2540 0.0359 1.7633 0.1540 0.851491342511 0.0743660561145 0.9819 0.4318 0.8303 0.1020 75.5599 24.8736 0.334693164872 6.879e-06
VELA02MRP_0.267248_0002349__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 267248 2.394 2.74531835206 1 F160W 19.9635 0.0927 19.8011 0.0936 26.2184 0.0307 1.7555 0.1545 0.847724750059 0.0746075043487 0.8053 0.3717 0.8111 0.0956 71.8585 20.2436 0.263198574956 8.539e-06
VELA02MRP_0.267248_0002349__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 267248 2.394 2.74531835206 5 F160W 19.8947 0.1239 19.7599 0.0977 26.2889 0.0408 1.9225 0.1868 0.928368460261 0.090205060274 1.0051 0.4578 0.7385 0.0751 -79.8857 16.2894 0.37488342892 9.825e-06
VELA02MRP_0.267248_0002349__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 267248 2.394 2.74531835206 6 F160W 19.9952 0.1224 19.9372 0.1188 26.3166 0.0400 1.8684 0.1809 0.902243761327 0.0873559711112 0.9943 0.4108 0.8788 0.1031 59.1291 34.1367 0.447462751375 2.613e-05
VELA02MRP_0.267248_0002349__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 267248 2.394 2.74531835206 7 F160W 19.9162 0.1033 19.7790 0.1000 26.3011 0.0347 2.0278 0.1604 0.97921745837 0.0774565935115 1.0936 0.3964 0.5866 0.0773 -72.2947 8.1239 0.345692939331 1.070e-05
VELA02MRP_0.267248_0002349__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 267248 2.394 2.74531835206 8 F160W 19.9340 0.1004 19.9487 0.0902 26.3060 0.0347 1.8333 0.1589 0.885294095291 0.0767322488091 1.1873 0.4521 0.7469 0.0847 -74.5685 14.8627 0.358804982639 4.698e-06
VELA02MRP_0.268368_0002526__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 268368 2.407 2.73134328358 0 F160W 19.7667 0.0957 19.8904 0.1066 26.1326 0.0354 2.0200 0.1583 0.976709890332 0.0765411760592 0.9424 0.3477 0.7924 0.0724 -32.7854 15.9052 0.352549412816 2.844e-06
VELA02MRP_0.268368_0002526__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 268368 2.407 2.73134328358 1 F160W 19.9167 0.1203 19.9273 0.1122 26.1878 0.0423 1.8750 0.1842 0.906599526917 0.0890643375244 1.4506 0.5979 0.7561 0.0872 53.3311 14.4887 0.47293400793 -5.515e-06
VELA02MRP_0.268368_0002526__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 268368 2.407 2.73134328358 5 F160W 19.6966 0.0893 19.9488 0.0825 26.1399 0.0329 2.1308 0.1384 1.03028387838 0.0669191330802 0.7093 0.2957 0.6350 0.0625 -68.5958 8.3224 0.35735426735 -1.366e-06
VELA02MRP_0.268368_0002526__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 268368 2.407 2.73134328358 6 F160W 20.2379 0.0770 19.9827 0.0908 26.0970 0.0293 2.2925 0.1363 1.10846902158 0.06590374161 0.7941 0.2479 0.7665 0.0647 -36.2744 12.0982 0.322748112893 2.230e-06
VELA02MRP_0.268368_0002526__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 268368 2.407 2.73134328358 7 F160W 19.8230 0.1184 19.7507 0.1012 26.2306 0.0384 2.0995 0.1640 1.01514971027 0.079297238621 0.7771 0.3116 0.7011 0.0747 -85.4366 11.7252 0.331495735272 2.350e-05
VELA02MRP_0.268368_0002526__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 268368 2.407 2.73134328358 8 F160W 19.7316 0.1010 20.0121 0.0918 26.2088 0.0375 2.1959 0.1436 1.06176101395 0.0694334357682 0.7251 0.3309 0.6426 0.0697 -68.7548 8.4597 0.349189930312 2.119e-05
VELA02MRP_0.269677_0002950__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 269677 2.434 2.7037037037 0 F160W 20.0020 0.0898 19.8411 0.1206 26.0806 0.0302 2.5123 0.1530 1.2178307498 0.074166343478 0.8816 0.2511 0.6801 0.0554 -14.8854 8.5536 0.439881641391 8.890e-06
VELA02MRP_0.269677_0002950__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 269677 2.434 2.7037037037 1 F160W 19.8597 0.1252 19.9687 0.0893 26.1524 0.0335 2.6497 0.1515 1.28443503473 0.0734392224635 0.8349 0.2598 0.5555 0.0593 78.5539 5.4801 0.487378606202 4.758e-06
VELA02MRP_0.269677_0002950__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 269677 2.434 2.7037037037 5 F160W 19.9118 0.0783 19.7646 0.1091 26.1734 0.0357 1.7051 0.1583 0.826542694539 0.0767355043959 1.1774 0.4467 0.8642 0.0969 -34.9513 30.3279 0.390912394519 -7.133e-06
VELA02MRP_0.269677_0002950__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 269677 2.434 2.7037037037 6 F160W 19.8809 0.1205 20.2646 0.0998 26.1074 0.0394 2.8957 0.1841 1.40368288111 0.0892419858451 0.6794 0.2349 0.5824 0.0572 53.7283 5.2524 0.523577348006 1.546e-07
VELA02MRP_0.269677_0002950__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 269677 2.434 2.7037037037 7 F160W 19.8801 0.0925 19.8878 0.0660 26.1300 0.0332 1.7280 0.1643 0.837643408693 0.0796439884539 1.6147 0.5888 0.6000 0.0792 -75.6998 9.2648 0.244183426443 -8.757e-06
VELA02MRP_0.269677_0002950__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 269677 2.434 2.7037037037 8 F160W 19.9433 0.0851 19.8366 0.0770 26.1610 0.0317 1.8634 0.1446 0.903278198934 0.0700944657969 1.1454 0.4065 0.6866 0.0682 -59.5199 10.1613 0.291529599746 4.485e-07
VELA02MRP_0.271111_0002983__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 271111 2.447 2.69003690037 0 F160W 19.9583 0.1083 20.7725 0.1179 26.0709 0.0342 2.3167 0.1730 1.1244142651 0.0839658427339 0.9460 0.2750 0.9481 0.0775 62.6190 55.4638 0.496354600722 -4.593e-06
VELA02MRP_0.271111_0002983__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02MRP 271111 2.447 2.69003690037 1 F160W 20.5681 0.1302 20.6008 0.0958 26.1393 0.0404 2.6052 0.1726 1.26443822827 0.0837717020571 0.8464 0.2594 0.6404 0.0691 70.4058 7.1986 0.523004221706 -1.398e-05
