galfit result file run on 11-14-2014
type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
bulge VELA02MRP 314043 3.039 2.1847133758 8 F160W 23.0981 17.5963 24.7901 43.1052 25.9481 9.5738 84.6360 995.9036 42.7930162062 503.541269609 1.4105 20.2850 1.640e-03 1.738e-02 -22.3375 0.3375 1.02769452768 -3.423e-05
disk VELA02MRP 315877 3.067 2.16455696203 0 F160W 18.5513 8.2240 28.7215 7.9048 26.5789 0.7316 28.4251 60.9010 14.3914329616 30.8337581502 1.0000 0.0 0.0816 0.1536 -46.1340 6.3172 0.706445419017 5.197e-05
bulge VELA02MRP 315877 3.067 2.16455696203 0 F160W 21.7119 0.7004 23.3307 0.6204 24.9661 0.1647 5.1158 1.0460 2.59009441462 0.529582618104 0.8542 0.4599 0.7904 0.1462 -89.0673 34.2198 0.285764489378 5.197e-05
disk VELA02MRP 315877 3.067 2.16455696203 1 F160W 20.3322 1.1020 22.7792 0.5115 24.8781 0.2423 5.5009 0.8404 2.7850679005 0.425488749765 1.0000 0.0 0.3948 0.1194 -76.4721 7.7109 0.277078443381 5.057e-05
bulge VELA02MRP 315877 3.067 2.16455696203 1 F160W 27.1079 9.6082 22.2716 11.4172 27.3420 67.2664 21.2484 5050.7148 10.7579190273 2557.14222474 19.8949 1930.9135 0.3761 3.0475 -70.7095 201.1118 1.10815828576 5.057e-05
disk VELA02MRP 315877 3.067 2.16455696203 5 F160W 20.7485 0.8373 23.2168 0.6667 25.2480 0.2171 5.4961 1.1728 2.78263769346 0.593780587488 1.0000 0.0 0.2259 0.1332 -50.9822 7.2809 0.283215093889 2.359e-04
bulge VELA02MRP 315877 3.067 2.16455696203 5 F160W 23.5917 1.6149 18.7813 2.1520 26.7110 3.3908 3.5133 165.4852 1.77875966748 83.7840205291 0.0471 5.5819 0.0465 0.4103 -40.1748 25.1485 0.082424321841 2.359e-04
disk VELA02MRP 315877 3.067 2.16455696203 6 F160W 23.0949 0.7989 22.0356 0.7229 25.4319 0.2805 5.3578 1.2492 2.71261735304 0.632461382921 1.0000 0.0 0.2258 0.1785 -48.0620 7.9411 0.234455771061 5.486e-05
bulge VELA02MRP 315877 3.067 2.16455696203 6 F160W 23.0002 0.8925 24.0536 1.1745 25.9594 0.4902 7.3457 3.1345 3.719077474 1.58697582834 0.1163 0.5422 0.4031 0.2167 42.5708 14.2981 0.301987761871 5.486e-05
disk VELA02MRP 315877 3.067 2.16455696203 7 F160W 20.1345 0.5748 21.8665 1.1375 25.5217 0.2754 6.1134 1.5416 3.09517244504 0.780501495286 1.0000 0.0 0.2503 0.1706 -14.0631 8.8802 0.270905954642 7.922e-05
bulge VELA02MRP 315877 3.067 2.16455696203 7 F160W 24.3179 1.0774 21.5722 1.4507 25.9888 0.3815 4.0570 2.1468 2.0540312444 1.08691009995 1.6473 2.4608 0.1835 0.2408 31.2808 12.8581 0.567836177943 7.922e-05
disk VELA02MRP 315877 3.067 2.16455696203 8 F160W 22.0762 0.6940 21.8709 0.7628 25.1755 0.1701 4.4926 0.7886 2.27457253355 0.399262765427 1.0000 0.0 0.6707 0.1826 21.6381 28.1012 0.275138634659 3.493e-05
bulge VELA02MRP 315877 3.067 2.16455696203 8 F160W 20.6109 2.1735 25.8954 1.2215 26.4843 0.5677 10.8145 6.4927 5.47530709702 3.28720943075 0.0578 0.5477 0.1455 0.1519 -53.5406 9.1393 0.385978987399 3.493e-05
disk VELA02MRP 317811 3.096 2.14465408805 0 F160W 21.7216 0.6603 23.5967 0.5484 24.9432 0.1349 4.6872 0.9859 2.37618301592 0.499803472307 1.0000 0.0 0.5406 0.1228 -58.3008 13.4829 0.284317486063 -3.701e-03
bulge VELA02MRP 317811 3.096 2.14465408805 0 F160W 18.5916 3.5585 24.6218 7.1279 22.5378 43.6959 45.9504 527.7835 23.2946236676 267.560630821 0.3828 1.5098 0.6551 0.2066 23.0063 28.0822 1.86210867992 -3.701e-03
disk VELA02MRP 317811 3.096 2.14465408805 1 F160W 21.6485 0.8040 22.1929 0.4568 24.8600 0.1623 4.7983 0.8517 2.43250532627 0.431770582579 1.0000 0.0 0.2736 0.1187 -81.7031 7.1052 0.169120882875 -7.493e-04
bulge VELA02MRP 317811 3.096 2.14465408805 1 F160W 13.5868 7.0055 37.7049 23.4272 23.9915 33.8055 66.2832 1068.8363 33.6023668888 541.848153026 0.8798 5.5566 0.4441 0.3513 14.8800 24.8984 1.72126252008 -7.493e-04
disk VELA02MRP 317811 3.096 2.14465408805 5 F160W 22.0296 0.5545 21.6797 0.6114 24.8679 0.1339 4.3326 0.8850 2.19641801818 0.448652067139 1.0000 0.0 0.7950 0.1454 39.0300 30.9248 0.285994855314 -2.174e-04
bulge VELA02MRP 317811 3.096 2.14465408805 5 F160W 16.4382 13.7277 27.2016 28.8607 25.7138 2.7776 35.2556 136.4227 17.8728788906 69.1596908019 0.0528 0.5188 0.2089 0.6904 -25.5797 8.6430 0.894310952847 -2.174e-04
disk VELA02MRP 317811 3.096 2.14465408805 6 F160W 22.7333 0.6927 23.2527 0.6395 24.8231 0.1501 4.7367 0.9491 2.40127711459 0.481147657538 1.0000 0.0 0.7229 0.1299 14.0431 26.4775 0.212385626787 2.687e-05
bulge VELA02MRP 317811 3.096 2.14465408805 6 F160W 29.3988 1.5296 22.6781 1.9952 26.7077 1.2665 4.6055 249.1947 2.33476507933 126.32962404 0.0405 5.0479 0.1378 1.1167 -28.8732 33.6837 0.402802890388 2.687e-05
disk VELA02MRP 317811 3.096 2.14465408805 7 F160W 19.0169 2.1836 25.8483 1.8818 26.1837 0.8378 7.9229 4.3195 4.01652594659 2.18977695368 1.0000 0.0 0.1588 0.1732 -52.9884 7.8340 0.301706788017 3.370e-05
bulge VELA02MRP 317811 3.096 2.14465408805 7 F160W 21.6701 0.7359 20.8224 0.9581 24.9594 0.2941 4.8529 0.8350 2.46018487753 0.423304492724 0.5086 0.3379 0.7410 0.1529 -80.4523 33.2889 0.288543507764 3.370e-05
disk VELA02MRP 317811 3.096 2.14465408805 8 F160W 21.0313 1.5400 23.3774 1.1629 25.6765 0.5504 4.7592 1.4361 2.41268352308 0.728033032337 1.0000 0.0 0.1743 0.2694 -59.2775 12.9202 0.214705773386 2.050e-04
bulge VELA02MRP 317811 3.096 2.14465408805 8 F160W 21.1012 0.9227 19.6354 1.5483 25.3532 6680.2266 7.5627 23265.5566 3.83392202051 11794.5085443 0.0163 0.0307 0.7279 0.2592 -85.3879 39.0877 0.279904334168 2.050e-04
disk VELA02MRP 319626 3.124 2.125 0 F160W 22.4374 1.3954 22.1218 1.7311 26.4222 0.9058 1.9262 3.4022 0.977715312661 1.72691466968 1.0000 0.0 0.3945 1.6686 2.5447 97.8975 0.0915464133127 2.078e-04
bulge VELA02MRP 319626 3.124 2.125 0 F160W 21.7453 0.7616 21.6102 0.6963 24.9313 0.9214 8.2956 6.7385 4.21074402851 3.42037931386 0.0223 0.0408 0.8317 0.1706 -57.0479 41.3164 0.308741841121 2.078e-04
disk VELA02MRP 319626 3.124 2.125 1 F160W 18.5627 1.8527 20.5249 0.7629 25.4191 0.5908 3.9404 1.5446 2.00009833766 0.784019869139 1.0000 0.0 0.4727 0.2564 -62.5192 25.3229 0.175942679307 2.350e-05
bulge VELA02MRP 319626 3.124 2.125 1 F160W 23.7514 0.8168 22.4523 0.7988 25.4565 0.5702 3.0028 1.2393 1.52418416616 0.629053362569 2.1679 3.0349 0.4168 0.3140 -32.7657 26.6746 0.217904240026 2.350e-05
disk VELA02MRP 319626 3.124 2.125 5 F160W 21.8442 0.7337 19.7368 1.1930 24.9798 0.2561 6.4706 0.8919 3.28439658504 0.452717416344 1.0000 0.0 0.6387 0.1401 -12.7694 18.6362 0.273801849709 1.048e-04
bulge VELA02MRP 319626 3.124 2.125 5 F160W 23.2517 1.4989 23.5541 1.1039 26.0469 1.4259 4.3099 2.7269 2.18765197074 1.38414073621 0.1012 1.3424 0.4464 0.4304 78.1141 33.8854 0.244597080665 1.048e-04
disk VELA02MRP 319626 3.124 2.125 6 F160W 18.8177 6.5884 28.2791 2.9152 26.0362 0.8276 5.3183 3.0634 2.69950334717 1.55494397716 1.0000 0.0 0.0168 0.0116 65.6502 1.7399 0.263813528963 1.312e-04
bulge VELA02MRP 319626 3.124 2.125 6 F160W 24.0848 0.7662 23.1116 0.4595 24.8401 0.1905 5.6370 39.6433 2.86127152812 20.122449099 0.0414 0.6780 0.6165 0.1659 -84.4780 20.3213 0.226481052207 1.312e-04
disk VELA02MRP 319626 3.124 2.125 7 F160W 18.5467 1.3149 17.8814 1.5853 25.8693 0.3764 5.6116 1.8220 2.84837880206 0.924824680546 1.0000 0.0 0.2599 0.1518 43.0365 10.6460 0.293813796353 2.715e-04
bulge VELA02MRP 319626 3.124 2.125 7 F160W 23.3143 0.7125 22.4090 0.5499 25.1416 0.1778 4.3369 1.1265 2.20135683703 0.571797476748 0.4861 0.4276 0.4326 0.1616 60.3679 15.6955 0.22319734368 2.715e-04
disk VELA02MRP 319626 3.124 2.125 8 F160W 19.7620 1.4404 20.5056 0.7558 25.2797 0.4121 4.2642 0.8792 2.16445521558 0.446271053313 1.0000 0.0 0.5851 0.2111 -55.3269 29.9676 0.294845897004 1.952e-04
bulge VELA02MRP 319626 3.124 2.125 8 F160W 24.8793 0.9026 21.0825 1.1148 25.6252 0.4328 5.4946 1.7596 2.78899104815 0.893151211794 1.9286 2.0718 0.3022 0.2006 14.5287 12.3543 0.270001324859 1.952e-04
disk VELA02MRP 321448 3.139 2.11526479751 0 F160W 28.2301 17.1007 24.9932 9.6889 26.3586 0.7796 31.8143 82.8945 16.1584011014 42.1019032352 1.0000 0.0 1.461e-03 2.247e-03 60.4807 0.0713 4.21544385003 2.273e-04
bulge VELA02MRP 321448 3.139 2.11526479751 0 F160W 23.8117 0.7101 23.2462 0.5807 24.8417 0.1704 5.2043 0.9494 2.64325057763 0.482197816882 0.4226 0.2752 0.8380 0.1362 -67.2906 39.9415 0.323342942424 2.273e-04
disk VELA02MRP 321448 3.139 2.11526479751 1 F160W 22.4390 nan 22.5964 nan 25.1164 nan 3.7011 nan 1.87977916585 nan 1.0000 0.0 0.0501 nan -89.5510 nan 0.363740089905 2.596e-04
bulge VELA02MRP 321448 3.139 2.11526479751 1 F160W 18.6481 nan -176.5869 nan 25.5875 nan 0.0114 nan 0.00579003066406 nan 5.6729 nan 0.1402 nan -78.0738 nan 0 2.596e-04
disk VELA02MRP 321448 3.139 2.11526479751 6 F160W 21.2873 1.3601 24.4865 0.8516 25.4103 0.7803 3.8251 1.1660 1.94275844676 0.592208399499 1.0000 0.0 0.4186 0.2121 -38.9529 18.1311 0.209997034762 6.657e-05
bulge VELA02MRP 321448 3.139 2.11526479751 6 F160W 25.4976 2.3147 22.0281 1.5191 25.7330 1.0359 5.4440 89.6061 2.7649935908 45.5107076041 0.0343 1.8451 0.5249 0.4745 -39.6022 35.4658 0.30237787836 6.657e-05
disk VELA02MRP 321448 3.139 2.11526479751 7 F160W 23.4997 1.3053 21.1479 2.2526 25.1865 1.1099 5.1321 1.1190 2.60658038342 0.568337220446 1.0000 0.0 0.5309 0.2358 -21.9756 22.4365 0.21827770644 1.848e-04
bulge VELA02MRP 321448 3.139 2.11526479751 7 F160W 22.0150 1.8035 23.8310 1.5904 26.2397 2.9944 1.3860 3.9350 0.703945833367 1.99857637395 2.8289 13.9569 0.9551 1.6304 -78.6455 2413.9541 0.165316141338 1.848e-04
disk VELA02MRP 321448 3.139 2.11526479751 8 F160W 23.3835 0.0001 20.6332 0.0002 24.8750 0.0001 6.2208 0.0000 3.15952831184 0.0 1.0000 0.0 0.5654 0.0000 -11.0267 0.0009 0.274693733655 1.082e-04
bulge VELA02MRP 321448 3.139 2.11526479751 8 F160W 22.2135 10193866.0000 24.0134 28073014.0000 26.6936 1600.2396 9.851e-03 1.461e+02 0.00500329755014 74.2038140367 0.1186 8470.8047 0.9493 47585.0273 -76.2672 140366320.0000 0 1.082e-04
disk VELA02MRP 323316 3.167 2.0959752322 1 F160W 22.8851 0.9872 23.0905 0.5359 24.7828 0.3032 7.0162 1.1136 3.5677411572 0.566266148721 1.0000 0.0 0.3040 0.0976 89.9925 5.2000 0.216758279453 1.654e-04
bulge VELA02MRP 323316 3.167 2.0959752322 1 F160W 24.2063 4.5054 21.6987 5.6355 26.0525 48.0788 45.2827 7421.4502 23.0262752628 3773.81108358 19.5750 955.6257 0.6442 1.9252 13.6924 168.7061 1.79269568198 1.654e-04
disk VELA02MRP 323316 3.167 2.0959752322 5 F160W 24.0963 0.5828 23.1064 0.9244 24.9907 0.3172 7.2753 1.3897 3.69949363487 0.706663134767 1.0000 0.0 0.3604 0.1095 19.5662 6.9310 0.276829188912 3.040e-04
bulge VELA02MRP 323316 3.167 2.0959752322 5 F160W 18.7667 3.6697 21.8949 1.3359 26.2605 1.0868 3.3587 2.8880 1.70790060498 1.46854942305 0.1857 0.9173 0.9038 0.5610 79.5905 326.3999 0.233748097355 3.040e-04
disk VELA02MRP 323316 3.167 2.0959752322 6 F160W 22.6826 0.0456 23.1709 0.0040 24.8348 0.0306 4.3271 0.0934 2.20033248216 0.0474939460224 1.0000 0.0 0.8647 0.0047 -50.2180 0.0584 0.263741339811 1.428e-04
bulge VELA02MRP 323316 3.167 2.0959752322 6 F160W 20.7916 0.2173 24.3372 0.7232 26.8598 0.1264 24.2474 0.0113 12.3298148478 0.00574605556802 0.0127 0.0417 0.1492 0.1072 19.7458 4.1796 0.654368802265 1.428e-04
disk VELA02MRP 323316 3.167 2.0959752322 7 F160W 23.9315 0.6408 23.3100 0.8202 25.1740 0.1939 5.4273 1.3265 2.75978472427 0.674525903626 1.0000 0.0 0.4915 0.1587 -17.4855 13.0609 0.2028456202 1.552e-04
bulge VELA02MRP 323316 3.167 2.0959752322 7 F160W 20.8421 2.8546 23.8013 1.1458 24.9465 8.3372 80.9734 2336.9751 41.1750137992 1188.35298988 19.9651 186.1254 0.0893 0.0923 62.2927 6.1961 0.955856951755 1.552e-04
disk VELA02MRP 323316 3.167 2.0959752322 8 F160W 23.6893 1.6752 21.9076 1.6556 25.5998 0.3858 7.3151 2.2647 3.71973195448 1.15160106592 1.0000 0.0 0.0257 0.0135 43.0174 0.9121 0.230520724375 2.576e-04
bulge VELA02MRP 323316 3.167 2.0959752322 8 F160W 23.0823 0.7701 24.7182 0.6282 25.2458 6973.4546 7.8733 25284.2656 4.00357692953 12857.0615163 0.0209 0.0238 0.6417 0.1289 -39.4422 22.5458 0.351130248034 2.576e-04
disk VELA02MRP 325300 3.196 2.07692307692 1 F160W 25.4852 0.6588 22.8088 0.5761 25.1273 0.1456 4.0328 0.8423 2.05302446171 0.428799470367 1.0000 0.0 0.4332 0.1750 81.8940 13.6762 0.25095178289 3.387e-05
bulge VELA02MRP 325300 3.196 2.07692307692 1 F160W 16.4606 2.2460 23.3767 1.1943 25.3615 2.3049 16.2739 63.0339 8.2847437977 32.0894015614 3.5312 10.1027 0.4254 0.1544 -53.5423 17.1538 0.797852696802 3.387e-05
disk VELA02MRP 325300 3.196 2.07692307692 5 F160W 22.0401 0.9695 23.2296 1.3768 25.5474 0.4665 6.7116 1.6749 3.41675237482 0.852660848768 1.0000 0.0 0.2384 0.1832 35.8493 9.0594 0.22900750713 4.259e-04
bulge VELA02MRP 325300 3.196 2.07692307692 5 F160W 21.8278 0.6083 24.7193 1.0004 25.3763 0.3663 8.7231 38.3856 4.44077010561 19.541404428 0.0268 0.6116 0.7618 0.1959 -29.7273 29.9629 0.343414509848 4.259e-04
disk VELA02MRP 325300 3.196 2.07692307692 6 F160W 24.6098 1.0540 21.9534 1.4250 25.9344 0.6977 2.8568 2.2946 1.45434444609 1.16813874475 1.0000 0.0 0.5694 0.4900 14.7512 67.7332 0.217385189971 3.319e-04
bulge VELA02MRP 325300 3.196 2.07692307692 6 F160W 21.6685 0.8950 23.2595 0.8674 25.1437 0.3263 7.1384 33.7168 3.63402842131 17.1646040395 0.0463 0.5134 0.7772 0.1936 -19.4155 30.8677 0.290110246411 3.319e-04
disk VELA02MRP 325300 3.196 2.07692307692 7 F160W 20.9847 0.6642 23.6314 0.6614 25.0747 0.1737 3.6943 0.9121 1.88070032456 0.464333369253 1.0000 0.0 0.5940 0.2219 74.8252 24.4993 0.238029095801 2.536e-04
bulge VELA02MRP 325300 3.196 2.07692307692 7 F160W 26.5887 0.7074 22.6246 2.5791 26.0865 0.4436 10.0997 4.4570 5.1415718994 2.26897689591 0.7438 1.2370 0.1373 0.1393 2.4145 5.0034 0.34084905305 2.536e-04
disk VELA02MRP 325300 3.196 2.07692307692 8 F160W 24.3188 0.8916 22.3908 1.3667 25.1927 0.3364 6.5978 1.1389 3.35881888352 0.57979308655 1.0000 0.0 0.3855 0.1373 12.7737 9.8914 0.231174020928 2.739e-04
bulge VELA02MRP 325300 3.196 2.07692307692 8 F160W 19.0597 1.4321 23.4751 1.1889 25.7253 0.5554 4.1029 1.2608 2.08871108509 0.641850139188 0.6170 0.6482 0.4149 0.2846 -26.9103 24.9653 0.208051508169 2.739e-04
disk VELA02MRP 326930 3.225 2.05810397554 0 F160W 24.7245 1.6935 23.8633 0.8960 25.2852 0.2785 8.9022 2.2995 4.53692612028 1.1719194821 1.0000 0.0 0.2929 0.1133 72.1749 7.1477 0.336724750288 -2.066e-04
bulge VELA02MRP 326930 3.225 2.05810397554 0 F160W 22.0172 1.2620 20.8694 1.1347 24.5512 3.9107 27.5666 211.3045 14.0490696218 107.689436924 5.7751 21.1296 0.4811 0.1329 -56.8256 17.7842 1.16225102462 -2.066e-04
disk VELA02MRP 326930 3.225 2.05810397554 1 F160W 24.1172 0.9350 23.4880 0.5036 24.6721 0.1580 7.1603 1.0877 3.64918246041 0.554336516931 1.0000 0.0 0.3394 0.0871 85.8348 5.5126 0.220417457483 -1.984e-04
bulge VELA02MRP 326930 3.225 2.05810397554 1 F160W -1.6582 232.1490 0.9154 143.9872 24.3597 16.6540 56.1184 615.8848 28.6002375579 313.880146054 0.8737 6.5948 0.6828 2.3378 73.5722 369.4020 1.39166699229 -1.984e-04
disk VELA02MRP 326930 3.225 2.05810397554 5 F160W 22.3497 0.0543 23.7180 0.0040 24.7410 0.1238 6.3777 0.0781 3.25033741292 0.0398029621884 1.0000 0.0 0.4863 0.0474 35.5313 1.8435 0.232954954543 -7.619e-05
bulge VELA02MRP 326930 3.225 2.05810397554 5 F160W 0.3279 1.8066 12.2789 7.1092 25.5368 0.0725 45.8572 0.0034 23.3707093171 0.00173277940385 0.0327 0.0311 0.2739 0.1321 -82.9857 15.3081 7.66707101695 -7.619e-05
disk VELA02MRP 326930 3.225 2.05810397554 6 F160W 25.8554 0.8408 24.3139 2.0619 25.8103 0.3503 7.3151 2.3344 3.72807488738 1.18970595304 1.0000 0.0 0.1070 0.1893 -3.5507 5.9822 0.315866088182 3.143e-04
bulge VELA02MRP 326930 3.225 2.05810397554 6 F160W 23.1034 0.9748 23.8013 0.9627 25.2351 0.2046 6.1501 0.9355 3.13434312106 0.476769156559 0.0657 0.5245 0.7829 0.1680 43.7253 41.9221 0.326746088917 3.143e-04
disk VELA02MRP 326930 3.225 2.05810397554 7 F160W 23.6333 0.7503 23.4945 0.9653 25.0673 0.1943 4.9375 1.0491 2.51635244309 0.534664374288 1.0000 0.0 0.5096 0.1530 5.6764 15.5568 0.221935347656 2.301e-04
bulge VELA02MRP 326930 3.225 2.05810397554 7 F160W 18.0521 2.0794 24.3846 2.6933 25.6648 1.5559 13.8236 92.5048 7.04507334325 47.1442388815 11.1609 41.0263 0.0499 0.0901 42.7763 4.7243 0.416437493395 2.301e-04
disk VELA02MRP 326930 3.225 2.05810397554 8 F160W 24.9266 1.9456 22.9950 2.9250 26.1807 0.3805 13.4740 8.3892 6.86690284925 4.2754802867 1.0000 0.0 0.0500 0.1084 32.5673 2.9292 0.321943983998 2.430e-04
bulge VELA02MRP 326930 3.225 2.05810397554 8 F160W 21.8522 0.6367 24.2098 0.6099 24.9763 0.1737 4.7854 1.0805 2.43883604682 0.550667101723 0.2468 0.3053 0.8125 0.1787 -53.1534 40.3254 0.21884999496 2.430e-04
disk VELA02MRP 328579 3.254 2.03951367781 0 F160W 24.0838 0.6789 22.0841 0.6883 24.9532 0.2170 6.7524 1.1574 3.44493046994 0.590480795852 1.0000 0.0 0.3911 0.1192 32.8074 7.4229 0.280199114 3.544e-04
bulge VELA02MRP 328579 3.254 2.03951367781 0 F160W 19.3488 3.7431 23.0459 2.5160 26.6720 1.1093 6.1213 3.2285 3.12295670956 1.647111845 0.1609 0.7530 0.5673 0.3818 -61.0938 63.7155 0.251846610173 3.544e-04
disk VELA02MRP 328579 3.254 2.03951367781 1 F160W 21.9373 0.8062 23.3874 0.4730 24.8894 0.1745 5.0784 0.9418 2.59089137174 0.480486274005 1.0000 0.0 0.3917 0.1277 -86.7323 10.4458 0.241178776796 1.218e-04
bulge VELA02MRP 328579 3.254 2.03951367781 1 F160W 41.9691 24.0531 32.6665 4.9659 24.8414 12.3880 381.1999 9782.1348 194.480059038 4990.63654902 9.0152 66.0620 0.0209 0.0423 -80.5431 5.6633 1.06861035877 1.218e-04
disk VELA02MRP 328579 3.254 2.03951367781 5 F160W 23.2256 0.5785 22.5949 0.8150 24.8195 0.1635 5.0435 1.0342 2.57308613606 0.527626783368 1.0000 0.0 0.5950 0.1277 24.9358 15.4160 0.255931210294 1.385e-04
bulge VELA02MRP 328579 3.254 2.03951367781 5 F160W 39.5468 14.1464 38.7225 0.3382 26.0567 17.3356 158.1075 4357.5259 80.6630745033 2223.11678018 4.4788 48.2138 0.0100 0.0965 -89.0737 1.7937 3.48786577965 1.385e-04
disk VELA02MRP 328579 3.254 2.03951367781 6 F160W 23.5812 0.6178 24.1471 0.8261 24.7456 0.1607 5.7343 0.9727 2.92551756321 0.496250794993 1.0000 0.0 0.5697 0.1206 1.2432 11.7693 0.224276851232 -5.939e-06
bulge VELA02MRP 328579 3.254 2.03951367781 6 F160W 29.8790 10.7274 26.2251 2.4868 26.2683 0.9375 22.9461 38.3601 11.706610843 19.5705049049 0.6931 1.7042 0.0924 0.1581 75.7008 4.6524 1.92833672914 -5.939e-06
disk VELA02MRP 328579 3.254 2.03951367781 8 F160W 23.6034 0.6142 22.6631 0.5298 24.8251 0.1602 4.4845 0.9036 2.28789625799 0.460997448706 1.0000 0.0 0.6506 0.1294 60.8341 22.0035 0.149474962579 1.067e-04
bulge VELA02MRP 328579 3.254 2.03951367781 8 F160W 19.7242 5.7208 22.6346 12.8259 26.6194 1.1937 26.9059 199.7915 13.7268163514 101.929362299 0.0436 0.7473 0.0226 0.0768 23.5747 1.7424 0.436722241599 1.067e-04
disk VELA02MRP 330236 3.268 2.0303030303 0 F160W 27.1762 28.7680 22.9498 24.9295 25.5656 3.7991 86.6176 390.8358 44.2130368865 199.497996273 1.0000 0.0 3.904e-03 1.515e-02 49.0396 0.7560 1.82260062646 2.802e-04
bulge VELA02MRP 330236 3.268 2.0303030303 0 F160W 25.0304 0.7286 20.9438 0.6701 24.8616 0.1742 6.2651 1.1792 3.19795396545 0.601910155633 0.5975 0.2881 0.6149 0.1096 47.3349 12.5938 0.324663515496 2.802e-04
disk VELA02MRP 330236 3.268 2.0303030303 1 F160W 22.9263 0.8257 23.0182 0.6389 25.1926 0.1687 3.8616 1.0157 1.97111283666 0.518453311632 1.0000 0.0 0.4485 0.2230 -87.4364 17.8314 0.154492087298 1.854e-04
bulge VELA02MRP 330236 3.268 2.0303030303 1 F160W 14.9588 2.0705 23.7151 2.6827 24.2411 19.3542 921.6317 51209.3281 470.437143812 26139.2593678 19.9739 206.8505 0.0962 0.0857 33.9582 5.8932 1.97514428528 1.854e-04
disk VELA02MRP 330236 3.268 2.0303030303 5 F160W 24.8907 0.5449 22.0900 0.8697 25.2623 0.2102 7.9112 1.0065 4.03818828294 0.513757269034 1.0000 0.0 0.0808 0.1239 32.2858 2.3991 0.240243412762 3.925e-04
bulge VELA02MRP 330236 3.268 2.0303030303 5 F160W 21.0356 1.4562 22.3004 0.9319 26.0560 0.2985 6.3786 2.1743 3.25588883881 1.10984841536 0.1338 0.4696 0.3388 0.2587 -67.4197 16.8513 0.291353503377 3.925e-04
disk VELA02MRP 330236 3.268 2.0303030303 6 F160W 23.0553 0.7177 23.3772 1.5775 25.8077 0.4145 3.3655 1.5622 1.71788384395 0.797408450755 1.0000 0.0 0.3378 0.4129 25.2994 23.2993 0.151394175505 3.570e-04
bulge VELA02MRP 330236 3.268 2.0303030303 6 F160W 22.1238 1.0355 27.4156 1.5253 25.4474 0.2964 6.9758 45.1077 3.56072325616 23.024747903 0.0470 0.7574 0.6093 0.2102 52.8600 19.4952 0.346802412052 3.570e-04
disk VELA02MRP 330236 3.268 2.0303030303 7 F160W 24.0680 0.5977 22.3014 0.4806 25.0255 0.1455 3.8520 0.8854 1.9662126183 0.451943056138 1.0000 0.0 0.5276 0.1911 48.9982 18.1889 0.221137772785 -5.566e-05
bulge VELA02MRP 330236 3.268 2.0303030303 7 F160W 29.7578 55.8152 38.0702 60.1529 25.5266 5103.0591 47.4393 111484.4375 24.214888438 56906.0508195 0.0167 0.3755 0.2952 0.4892 -43.9794 15.0897 2.94319578381 -5.566e-05
disk VELA02MRP 330236 3.268 2.0303030303 8 F160W 23.9848 0.5066 22.3977 0.6140 24.8736 0.1372 4.3194 0.9094 2.20479199987 0.464193602046 1.0000 0.0 0.6787 0.1465 37.4773 22.9430 0.226523760414 2.832e-04
bulge VELA02MRP 330236 3.268 2.0303030303 8 F160W 4.3877 30.6409 8.1058 21.5529 28.8451 132.2572 0.0246 11.5724 0.0125568095561 5.90700906127 18.5573 3739.3296 0.0500 12.1395 69.4997 820.8951 0 2.832e-04
disk VELA02MRP 332790 3.312 2.003003003 0 F160W 29.9449 5.4285 22.9914 1.4703 26.2069 1.0289 7.6843 3.9947 3.92813286373 2.04204837796 1.0000 0.0 0.1887 0.1962 -77.2232 12.2407 0.579900773872 -1.970e-04
bulge VELA02MRP 332790 3.312 2.003003003 0 F160W 23.6505 0.9986 23.9586 0.7529 24.4350 2.6382 15.5020 92.5094 7.92445839616 47.2898265742 6.3533 21.7752 0.6190 0.1380 -73.3561 19.4215 0.659456086491 -1.970e-04
disk VELA02MRP 332790 3.312 2.003003003 1 F160W 23.0938 0.8106 23.6196 0.6522 25.1091 0.2016 7.2972 1.5011 3.73025143907 0.76734643907 1.0000 0.0 0.2982 0.1126 87.7731 6.4016 0.198747810067 9.040e-05
bulge VELA02MRP 332790 3.312 2.003003003 1 F160W 22.7020 1.4436 22.3619 2.3486 26.2035 0.5111 4.6032 3.6170 2.35310714032 1.84897213385 2.8814 5.3193 0.0500 0.2508 -33.4397 6.0238 0.204280390846 9.040e-05
disk VELA02MRP 332790 3.312 2.003003003 5 F160W 27.0222 1.5008 21.5631 0.8876 25.3700 0.2622 8.0643 2.2053 4.12238484351 1.12732602897 1.0000 0.0 0.3369 0.1374 66.3318 9.3050 0.275399371919 2.549e-04
bulge VELA02MRP 332790 3.312 2.003003003 5 F160W 23.4742 0.9093 22.8501 1.1998 25.9266 0.4847 4.4718 1.7572 2.28593685047 0.898262049653 0.5885 0.7090 0.2570 0.3204 1.5975 18.3295 0.208962509604 2.549e-04
disk VELA02MRP 332790 3.312 2.003003003 6 F160W 22.7304 0.0068 24.0223 0.0165 25.0873 0.0063 3.8382 0.0438 1.96204723366 0.0223900966167 1.0000 0.0 0.6779 0.0031 27.2492 0.4138 0.1852112814 -6.422e-04
