galfit result file run on 11-14-2014
type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
bulge VELA04MRP 380017 4.010 1.63157894737 1 F160W 26.2500 0.7094 26.5092 0.9098 25.6191 0.6965 1.4146 4.0818 0.731216898535 2.10991173225 9.3431 45.8647 0.0405 0.1264 -10.9043 7.8492 0 2.668e-05
disk VELA04MRP 380017 4.010 1.63157894737 5 F160W 27.0822 1.0677 25.2220 2.3030 25.2225 1.4445 3.0457 1.1738 1.5743442018 0.6067456493 1.0000 0.0 0.5754 0.4027 64.4141 47.2310 0.139380370573 1.136e-05
bulge VELA04MRP 380017 4.010 1.63157894737 5 F160W 26.5552 1.4808 27.3690 2.6965 25.9044 2.7205 1.2722 3.1379 0.657609315931 1.62200304391 1.9991 9.1185 0.6484 2.5113 -40.3982 189.5636 0.133854233448 1.136e-05
disk VELA04MRP 380017 4.010 1.63157894737 6 F160W 26.5245 0.5012 26.6879 0.5563 25.2011 0.7522 1.6692 1.5399 0.86282146687 0.79598536834 1.0000 0.0 0.5180 0.5914 13.8924 57.9979 0.0987686665101 4.420e-05
bulge VELA04MRP 380017 4.010 1.63157894737 6 F160W 27.7958 1.4925 28.3010 2.2401 25.6314 1.1179 4.5000 16.0788 2.32608231543 8.31124718518 0.0539 1.4570 0.8828 0.3409 -8.7193 152.7096 0.175763540499 4.420e-05
disk VELA04MRP 380017 4.010 1.63157894737 7 F160W 26.3048 0.3806 26.4374 0.5229 25.1464 0.4483 1.8936 0.7590 0.978815438333 0.392332550536 1.0000 0.0 0.5288 0.3562 1.7788 55.6985 0.0729569592397 7.651e-05
bulge VELA04MRP 380017 4.010 1.63157894737 7 F160W 28.2803 1.5537 22.8529 1.9558 25.7613 0.8151 4.8332 1.2342 2.49831578821 0.637966843045 0.0633 0.8224 0.7030 0.4314 -44.2831 44.0906 0.208356564098 7.651e-05
disk VELA04MRP 380017 4.010 1.63157894737 8 F160W 26.3308 0.3941 26.0882 0.4312 25.0556 0.1880 1.6959 0.8100 0.876622888608 0.418694816777 1.0000 0.0 0.5918 0.4118 -16.9090 55.3249 0.0745202293361 4.898e-05
bulge VELA04MRP 380017 4.010 1.63157894737 8 F160W 30.0405 1.5934 22.8861 1.9129 25.9711 0.3944 8.6850 2.8616 4.48933886878 1.47918158974 0.3272 0.4180 0.3675 0.1738 -31.2096 11.5182 0.216613760492 4.898e-05
disk VELA04MRP 381683 4.040 1.61780104712 0 F160W 26.6954 0.6312 27.4603 0.6538 24.8922 0.8705 2.4279 0.9750 1.25500667868 0.503987607277 1.0000 0.0 0.5435 0.3300 -16.1771 31.5632 0.0957729714408 3.254e-04
bulge VELA04MRP 381683 4.040 1.61780104712 0 F160W 28.0534 967.5394 26.4123 388.5367 26.1146 3887.0232 0.0129 156.6802 0.00666814372705 80.9896195956 3.9274 21472.0156 0.8301 7435.8462 22.5239 1470952.6250 0 3.254e-04
disk VELA04MRP 381683 4.040 1.61780104712 1 F160W 32.3120 4.1755 27.1889 2.0554 26.7478 0.5852 10.7317 8.6905 5.5473269795 4.49220953953 1.0000 0.0 0.0500 0.2093 64.2840 6.0868 0.944572058619 2.810e-04
bulge VELA04MRP 381683 4.040 1.61780104712 1 F160W 27.1608 0.4399 26.9060 0.3894 24.8533 0.1625 1.5716 0.6859 0.812376331894 0.35454882034 0.9258 2.0270 0.7415 0.4703 87.1560 80.4386 0.0688457455217 2.810e-04
disk VELA04MRP 381683 4.040 1.61780104712 5 F160W 26.8008 0.6307 26.8163 0.4910 24.8780 0.4581 2.1249 0.7356 1.09838283764 0.380239265552 1.0000 0.0 0.6602 0.3443 32.7902 45.8619 0.124559142407 2.087e-04
bulge VELA04MRP 381683 4.040 1.61780104712 5 F160W 27.9093 5.3934 27.5018 2.3802 25.6155 2.1846 4.7620 12.4234 2.46152716498 6.42178424641 3.1684 8.8916 2.398e-03 1.663e-03 66.3136 0.1156 0 2.087e-04
disk VELA04MRP 381683 4.040 1.61780104712 6 F160W 26.9304 0.5003 27.2197 0.4884 24.9909 0.3370 1.5447 0.9349 0.798471443037 0.483259501583 1.0000 0.0 0.8358 0.4905 6.1724 152.9880 0.084649244217 2.019e-04
bulge VELA04MRP 381683 4.040 1.61780104712 6 F160W 27.3408 2.1539 30.0455 3.3047 26.1160 0.9580 5.6717 4.3701 2.93176052533 2.25894999237 0.3556 0.9237 0.8742 0.3293 -33.5568 142.3204 0.188609926206 2.019e-04
disk VELA04MRP 381683 4.040 1.61780104712 7 F160W 31.9656 7.5116 30.4387 9.0958 27.1806 1.4839 7.4699 8.9145 3.86126874626 4.60799746161 1.0000 0.0 0.0309 0.1007 -38.8584 15.7217 0.39370149325 1.823e-04
bulge VELA04MRP 381683 4.040 1.61780104712 7 F160W 26.8817 0.4697 26.7980 0.4458 24.6857 0.1657 1.8191 0.6219 0.940311647588 0.321466556888 1.4708 1.4796 0.8198 0.3590 67.3618 89.2324 0.132298667318 1.823e-04
disk VELA04MRP 381683 4.040 1.61780104712 8 F160W 27.2311 0.3803 26.7824 0.3513 24.7252 0.1649 1.9634 0.7275 1.01490181346 0.376052291584 1.0000 0.0 0.8048 0.3184 70.9297 81.0699 0.146993224161 9.941e-05
bulge VELA04MRP 381683 4.040 1.61780104712 8 F160W 21.3606 3.7433 26.4987 3.4355 26.4867 0.7742 16.1552 17.2187 8.35079035188 8.90052452659 1.3787 3.6478 0.1188 0.1234 45.3600 6.6184 0.497830881123 9.941e-05
disk VELA04MRP 383314 4.055 1.61096605744 0 F160W 27.0025 0.0560 27.0511 0.0316 24.5969 0.0271 1.8540 0.0225 0.958341752895 0.0116303610788 1.0000 0.0 0.8735 0.0142 -3.2891 6.5651 0.10944618388 4.338e-04
bulge VELA04MRP 383314 4.055 1.61096605744 0 F160W 28.8099 5206.4399 24.4556 4094.4424 24.6893 3806.6499 3.079e-04 5.774e+00 0.000159155030052 2.9846091053 7.6716 61357.8398 0.1411 171732.9688 -19.8915 961087.5625 0 4.338e-04
disk VELA04MRP 383314 4.055 1.61096605744 1 F160W 27.2570 1.2749 26.5697 1.0785 25.3455 2.2723 4.1670 2.7216 2.1539428718 1.4068084761 1.0000 0.0 0.3729 0.5019 82.9640 24.0419 0.075415474609 3.358e-04
bulge VELA04MRP 383314 4.055 1.61096605744 1 F160W 27.0149 0.7051 27.0751 0.9418 25.2716 2.1302 0.9048 1.9120 0.46769558685 0.988322239232 2.2492 9.0475 0.7448 1.3047 -57.6426 391.0052 0.025610991953 3.358e-04
disk VELA04MRP 383314 4.055 1.61096605744 5 F160W 26.8394 0.7617 27.4398 2.6112 25.6547 3.0178 0.7496 2.2874 0.387471940653 1.18236835252 1.0000 0.0 0.9921 3.5531 -25.6453 13924.3320 0.076357454543 3.228e-04
bulge VELA04MRP 383314 4.055 1.61096605744 5 F160W 27.0090 1.1216 26.0071 1.1281 25.1805 1.9639 3.7592 5.8250 1.94314903856 3.01097125707 1.0792 2.3419 0.5175 0.2881 89.8130 24.8861 0.101086506111 3.228e-04
disk VELA04MRP 383314 4.055 1.61096605744 6 F160W 26.9351 0.3549 26.9411 0.4400 24.8512 0.1741 1.4541 0.7830 0.751631468654 0.404736565543 1.0000 0.0 0.9524 0.6382 85.7028 479.9368 0.102589562166 2.762e-04
bulge VELA04MRP 383314 4.055 1.61096605744 6 F160W 29.8745 2.5442 26.2404 1.9372 25.9767 0.5169 8.8209 3.7117 4.55956675734 1.91859605406 0.2799 0.4620 0.6703 0.2022 -64.5579 30.1699 0.277226367126 2.762e-04
disk VELA04MRP 383314 4.055 1.61096605744 7 F160W 29.2559 2.6942 24.1126 3.4965 26.1508 0.3933 15.2659 8.7740 7.89101907526 4.53532391581 1.0000 0.0 0.0500 0.1072 37.5202 3.2189 0.559574210569 8.858e-05
bulge VELA04MRP 383314 4.055 1.61096605744 7 F160W 27.0227 0.5776 26.9631 0.6012 24.4999 0.4051 1.8674 1.2861 0.965268279049 0.664791439266 7.3285 14.4548 0.7456 0.2762 -47.8642 43.6675 0.066095285494 8.858e-05
disk VELA04MRP 383314 4.055 1.61096605744 8 F160W 26.4985 3.9858 25.7540 4.4776 26.6518 0.4569 20.1426 24.8101 10.4118093807 12.8244631734 1.0000 0.0 1.718e-03 9.992e-04 41.4375 0.1909 0.530084371165 2.267e-04
bulge VELA04MRP 383314 4.055 1.61096605744 8 F160W 26.9719 0.3897 27.0551 0.3566 24.5611 0.1507 1.8463 0.7388 0.954361584882 0.381889367335 2.8629 2.9028 0.6139 0.2903 61.2335 28.4607 0.0568140565687 2.267e-04
disk VELA04MRP 385694 4.101 1.59067357513 0 F160W 27.1604 1.3765 27.6266 1.4627 25.0209 1.7478 3.9827 1.8809 2.05850116218 0.972163315323 1.0000 0.0 0.5353 0.4855 8.2180 26.3705 0.155928750892 7.994e-05
bulge VELA04MRP 385694 4.101 1.59067357513 0 F160W 26.8919 2.9794 26.9306 2.6552 24.9615 10.3699 3.0492 87.8545 1.57601168647 45.4085395215 19.7780 591.0747 0.9925 0.7555 -22.7088 4929.8052 0.130141943717 7.994e-05
disk VELA04MRP 385694 4.101 1.59067357513 1 F160W 32.3539 3.2935 27.0644 1.5184 25.8106 0.7633 11.5680 4.9952 5.97904472947 2.58182263422 1.0000 0.0 0.2903 0.1465 80.1526 10.2625 0.43878849133 -3.368e-05
bulge VELA04MRP 385694 4.101 1.59067357513 1 F160W 27.0078 0.6469 27.0797 0.5975 24.5948 0.5960 1.7987 1.7890 0.929677364704 0.924663815787 9.0506 23.5189 0.6991 0.3229 -39.3424 64.1351 0.0536205222624 -3.368e-05
disk VELA04MRP 385694 4.101 1.59067357513 5 F160W 27.2222 1.4811 25.4612 1.9157 25.4413 1.3247 3.8458 1.6389 1.98774293055 0.847083022746 1.0000 0.0 0.3747 0.3602 38.3136 25.6466 0.0883101745336 9.553e-06
bulge VELA04MRP 385694 4.101 1.59067357513 5 F160W 26.9818 0.8646 27.5011 0.8588 24.9358 0.5687 1.9352 1.6220 1.00022885205 0.838348076694 6.2615 19.0685 0.6477 0.3630 87.3812 64.4590 0.127085101968 9.553e-06
disk VELA04MRP 385694 4.101 1.59067357513 6 F160W 27.1087 0.4454 27.1905 0.4761 24.6560 0.1504 2.4814 0.7401 1.28253817356 0.382528613786 1.0000 0.0 0.8216 0.2625 -40.7892 62.1889 0.22470921377 -7.136e-04
bulge VELA04MRP 385694 4.101 1.59067357513 6 F160W 27.7803 4.3906 15.9722 13.1613 24.3622 8.9902 33.3071 100.2984 17.2151314582 51.8403025496 0.4057 0.9700 0.7372 0.2793 20.7059 49.3306 1.57938872488 -7.136e-04
disk VELA04MRP 385694 4.101 1.59067357513 7 F160W 26.9307 0.4691 26.9598 0.4912 25.0137 0.1756 0.8632 0.6555 0.446154167573 0.338802197456 1.0000 0.0 0.7550 1.3300 -70.7954 189.5463 0.0080734101685 1.709e-04
bulge VELA04MRP 385694 4.101 1.59067357513 7 F160W 27.7458 1.1107 22.5091 1.4289 25.4505 0.2884 8.2695 2.0561 4.27417966722 1.06271731226 0.1639 0.2448 0.6047 0.1362 6.6825 17.1849 0.19426452767 1.709e-04
disk VELA04MRP 385694 4.101 1.59067357513 8 F160W 26.7080 2.4520 21.5939 7.1449 26.0612 1.7528 6.7072 4.2430 3.4666881751 2.1930400058 1.0000 0.0 0.5405 0.2573 28.3892 58.1055 0.192652214211 1.882e-04
bulge VELA04MRP 385694 4.101 1.59067357513 8 F160W 27.0715 0.3586 27.1111 0.4032 24.7967 0.5373 2.0601 1.0292 1.06478475512 0.531953045952 1.8348 1.9251 0.4125 0.2571 18.8786 24.8603 0.0861012611744 1.882e-04
disk VELA04MRP 387396 4.116 1.58397932817 0 F160W 26.9294 0.4328 26.7351 0.4527 24.9412 0.1660 0.9547 0.7065 0.493424000254 0.365145130595 1.0000 0.0 0.9527 1.1636 14.9172 857.4324 0.149810764473 4.306e-04
bulge VELA04MRP 387396 4.116 1.58397932817 0 F160W 28.4376 1.0961 35.0834 3.3545 25.6045 0.3299 8.9284 14.6552 4.61452481813 7.57434524827 0.0522 0.4080 0.3546 0.1288 6.0535 13.4802 0.328076555524 4.306e-04
disk VELA04MRP 387396 4.116 1.58397932817 1 F160W 26.6213 0.3719 27.2530 0.4812 24.2855 0.1757 1.6769 0.4848 0.866683467084 0.250562433563 1.0000 0.0 0.0322 0.5372 59.1742 10.4119 0 3.986e-04
bulge VELA04MRP 387396 4.116 1.58397932817 1 F160W 34.3628 2.2255 30.0523 1.6064 25.7212 0.2891 9.9847 2.3758 5.16045942739 1.22790063874 0.6057 0.5982 0.1554 0.1396 -53.2295 6.1751 0.323022068107 3.986e-04
disk VELA04MRP 387396 4.116 1.58397932817 5 F160W 26.1974 1.3543 27.2247 1.3922 25.2146 2.1549 3.9875 2.5147 2.06088635279 1.29968925677 1.0000 0.0 0.4891 0.6048 59.1440 27.3639 0.072035279091 1.576e-04
bulge VELA04MRP 387396 4.116 1.58397932817 5 F160W 26.9158 0.9521 27.1366 1.2964 25.5128 2.8402 1.0446 2.2721 0.539887619844 1.17430467265 1.5644 10.9347 0.8851 1.4767 9.4726 938.4639 0.0781824437566 1.576e-04
disk VELA04MRP 387396 4.116 1.58397932817 6 F160W 27.5680 1.5037 32.0459 5.2154 26.2144 1.0800 6.8930 3.5374 3.56255539305 1.82825815282 1.0000 0.0 0.1939 0.3121 -15.3220 18.3638 0.331264542378 3.640e-04
bulge VELA04MRP 387396 4.116 1.58397932817 6 F160W 27.0053 0.4164 26.7150 0.3607 24.8538 0.3212 1.6451 0.6643 0.850248059932 0.343334621733 1.9875 2.4400 0.6349 0.4056 -58.0668 68.4837 0.0848942363586 3.640e-04
disk VELA04MRP 387396 4.116 1.58397932817 7 F160W 25.3056 1.0151 25.6641 0.8772 25.0112 0.3819 3.5450 1.0041 1.83218611176 0.518955733377 1.0000 0.0 0.8431 0.2167 -49.1889 91.6928 0.241028252791 2.533e-04
bulge VELA04MRP 387396 4.116 1.58397932817 7 F160W 27.1500 1.0879 26.2854 8.1866 25.6181 2.2457 0.9389 2.3353 0.485257980348 1.20696875227 3.1883 11.1372 0.0500 1.0578 16.7381 50.0588 0 2.533e-04
disk VELA04MRP 387396 4.116 1.58397932817 8 F160W 27.1837 1.1727 26.6080 1.0985 25.3928 0.5551 3.8280 1.6842 1.97845089868 0.870456375016 1.0000 0.0 0.7675 0.3524 -25.3366 62.4158 0.263598125947 3.621e-04
bulge VELA04MRP 387396 4.116 1.58397932817 8 F160W 26.1661 1310.2153 26.9452 704.3688 24.9584 1540.4943 1.000e-02 3.944e+01 0.00516836702895 20.3840395622 3.5333 7311.9502 0.8306 5934.4556 18.0000 2563601.5000 0 3.621e-04
disk VELA04MRP 389061 4.147 1.5706940874 0 F160W 27.5235 0.3065 27.3598 0.4387 24.7316 0.1644 1.7826 0.7120 0.921202857316 0.367943697077 1.0000 0.0 0.5605 0.3089 26.4554 33.6642 0.0874708678967 4.930e-04
bulge VELA04MRP 389061 4.147 1.5706940874 0 F160W 31.0186 1.0864 36.8184 1.1306 26.2124 0.3140 4.0060 2.6026 2.07020007091 1.34495823878 1.8512 3.7149 0.4883 0.4142 -57.1079 38.5525 0.541638023332 4.930e-04
disk VELA04MRP 389061 4.147 1.5706940874 1 F160W 27.4274 0.3873 27.6192 0.4251 24.7139 0.1467 1.7486 0.6708 0.903632512231 0.346652573032 1.0000 0.0 0.7463 0.3821 -75.2946 63.9807 0.0690060557719 2.433e-04
bulge VELA04MRP 389061 4.147 1.5706940874 1 F160W 37.7332 1.3619 32.9283 1.9288 24.8343 6.9019 77.9974 1176.4679 40.3070951101 607.969028958 9.2642 45.3930 0.3331 0.1672 11.9171 14.2780 1.57675484937 2.433e-04
disk VELA04MRP 389061 4.147 1.5706940874 5 F160W 27.3516 0.3698 27.4925 0.4652 24.9511 0.1835 1.8375 0.8255 0.94957379688 0.42659764317 1.0000 0.0 0.5226 0.3401 45.8580 41.7448 0.132100896696 3.865e-04
bulge VELA04MRP 389061 4.147 1.5706940874 5 F160W 25.6938 1.6415 32.0062 1.3268 25.7765 0.3287 9.8907 3.2475 5.11126506275 1.67822634306 0.1783 0.3790 0.3096 0.1501 58.9018 9.5206 0.429145988341 3.865e-04
disk VELA04MRP 389061 4.147 1.5706940874 6 F160W 27.4201 0.4747 27.4087 0.5066 24.7498 0.1642 2.0759 0.7298 1.07277292242 0.377142289504 1.0000 0.0 0.8096 0.3133 12.3732 74.8485 0.0956281887332 9.169e-05
bulge VELA04MRP 389061 4.147 1.5706940874 6 F160W 29.7030 1.4417 36.6723 3.7901 23.6368 12.1735 237.4169 4191.5742 122.691084178 2166.10015129 5.7184 27.9749 0.2653 0.1007 27.6348 9.2088 1.84764214469 9.169e-05
disk VELA04MRP 389061 4.147 1.5706940874 7 F160W 25.9425 0.9731 26.8118 0.8232 25.0585 0.2882 4.8084 1.3834 2.48486021492 0.714906335022 1.0000 0.0 0.4542 0.2178 78.3321 15.4446 0.105803724419 3.053e-04
bulge VELA04MRP 389061 4.147 1.5706940874 7 F160W 27.8448 1.7749 28.0337 9.6504 25.0852 4.3721 1.1833 9.0165 0.611499686448 4.65950048412 13.3618 106.6718 6.087e-03 1.551e-02 11.0464 0.6625 0 3.053e-04
disk VELA04MRP 389061 4.147 1.5706940874 8 F160W 24.8058 1.3840 28.7339 0.8956 25.5813 0.3645 4.9003 1.8414 2.53235182414 0.951589218816 1.0000 0.0 0.3325 0.2521 -67.8874 15.5729 0.185706006548 3.550e-04
bulge VELA04MRP 389061 4.147 1.5706940874 8 F160W 28.0767 0.8262 27.0060 0.7196 24.9686 0.2407 1.2553 1.6521 0.64870747604 0.85376373868 6.0298 11.4342 0.0500 0.1892 38.6729 7.3951 0.0505037298644 3.550e-04
disk VELA04MRP 390805 4.177 1.55754475703 0 F160W 27.3037 0.4216 27.5256 0.5218 24.7481 0.1639 2.0524 0.7624 1.06046411349 0.393928006296 1.0000 0.0 0.5836 0.3014 7.4943 35.4507 0.0920926150813 1.352e-04
bulge VELA04MRP 390805 4.177 1.55754475703 0 F160W 33.1716 1.3924 35.4545 3.0932 24.7385 4.0030 40.4396 236.0066 20.8949252406 121.943349175 3.6184 11.1626 0.3458 0.1308 -2.1699 11.9000 0.996988014459 1.352e-04
disk VELA04MRP 390805 4.177 1.55754475703 1 F160W 27.4405 0.2988 27.5790 0.3674 24.7234 0.1525 1.8060 0.6992 0.933150550067 0.361272903991 1.0000 0.0 0.7858 0.3841 -46.6311 73.4524 0.0846483056532 1.749e-04
bulge VELA04MRP 390805 4.177 1.55754475703 1 F160W 35.9948 1.4679 34.5630 2.2458 24.5212 9.2410 116.6774 2192.5596 60.286589142 1132.8838299 8.9109 48.9547 0.3450 0.1486 6.4549 15.8314 1.77867870606 1.749e-04
disk VELA04MRP 390805 4.177 1.55754475703 5 F160W 26.8065 0.0014 26.1178 0.0003 26.4980 0.0007 0.0139 0.0210 0.00718205572865 0.0108505877915 1.0000 0.0 0.0746 0.0041 20.0709 0.0001 0 2.690e-04
bulge VELA04MRP 390805 4.177 1.55754475703 5 F160W 27.4171 0.6831 28.2948 0.8909 24.6045 0.2974 3.8874 2.2987 2.0085988086 1.18772600744 6.1000 9.2118 0.4059 0.1465 34.3647 11.7320 0.170220683097 2.690e-04
disk VELA04MRP 390805 4.177 1.55754475703 6 F160W 27.4213 0.3545 27.3324 0.3957 24.8932 0.1802 1.7251 0.8151 0.891349952337 0.421157814706 1.0000 0.0 0.8800 0.4820 -1.0820 164.3164 0.0699367610053 1.399e-04
bulge VELA04MRP 390805 4.177 1.55754475703 6 F160W 30.3178 1.6897 33.8852 4.5408 24.4996 6.6902 70.0162 624.5912 36.176996425 322.722935685 3.5425 13.8518 0.2845 0.1065 18.4651 9.4801 1.56338396678 1.399e-04
disk VELA04MRP 390805 4.177 1.55754475703 7 F160W 26.3598 0.9099 27.1696 0.8441 25.2228 0.9587 4.0595 1.1923 2.09752195902 0.616055039228 1.0000 0.0 0.3710 0.2851 47.1623 18.6373 0.150967019183 1.504e-04
bulge VELA04MRP 390805 4.177 1.55754475703 7 F160W 27.9853 1.2011 28.2091 1.2948 24.4894 5.5052 6.1509 115.3084 3.17813716412 59.5792341569 19.9953 239.5515 0.7857 0.3448 -17.4865 74.5268 0.22565485922 1.504e-04
disk VELA04MRP 390805 4.177 1.55754475703 8 F160W 26.5660 1.8085 27.5718 0.9253 25.1529 1.5829 3.0404 1.0234 1.57095843434 0.528785311705 1.0000 0.0 0.5102 0.4234 43.9520 34.4892 0.146893137536 3.831e-04
bulge VELA04MRP 390805 4.177 1.55754475703 8 F160W 28.4561 3.3052 27.6881 3.0832 25.4577 1.4128 0.8088 11.4139 0.417902638369 5.89750114253 19.4415 353.2580 0.8375 1.2354 -35.8744 307.8152 0.0278813234959 3.831e-04
disk VELA04MRP 392560 4.208 1.54452926209 0 F160W 28.0769 nan 27.9523 nan 24.8243 nan 2.7087 nan 1.39930414896 nan 1.0000 0.0 0.5503 nan -13.4940 nan 0.209065993491 2.743e-04
bulge VELA04MRP 392560 4.208 1.54452926209 0 F160W 25.8635 nan 27.6209 nan 25.1168 nan 6.770e-03 nan 0.00349735632903 nan 4.4857 nan 0.0465 nan 29.2599 nan 0 2.743e-04
disk VELA04MRP 392560 4.208 1.54452926209 1 F160W 32.4992 0.0000 31.8275 0.0000 27.5088 0.0000 6.937e-03 2.941e-03 0.00358362789578 0.0015193094481 1.0000 0.0 0.2737 0.0001 85.3878 0.0000 0 2.573e-04
bulge VELA04MRP 392560 4.208 1.54452926209 1 F160W 27.4541 0.3830 27.4855 0.3750 24.7349 0.1641 1.7430 0.7245 0.900427190767 0.374273952789 2.3787 2.4430 0.5446 0.3726 88.7335 30.3165 0.0551911444727 2.573e-04
disk VELA04MRP 392560 4.208 1.54452926209 5 F160W 26.4598 0.5496 28.1880 0.5538 24.9611 0.2490 3.6981 0.8060 1.91042443728 0.416376543751 1.0000 0.0 0.2850 0.1895 36.3933 9.2212 0.149310136983 1.425e-04
bulge VELA04MRP 392560 4.208 1.54452926209 5 F160W 28.2214 6.4967 27.9119 7.5807 25.7962 23.1474 0.0203 2.3828 0.010486903025 1.23094544473 18.5887 654.4244 0.2097 5.1340 -54.9010 194.1406 0 1.425e-04
disk VELA04MRP 392560 4.208 1.54452926209 6 F160W 27.9141 0.6390 28.0321 0.7834 25.0962 0.5994 3.3813 1.3708 1.74676675854 0.708150082102 1.0000 0.0 0.3366 0.2282 4.8860 14.9911 0.105553222446 2.313e-04
bulge VELA04MRP 392560 4.208 1.54452926209 6 F160W 26.6098 9.1852 27.2677 10.2362 25.3357 72.7613 7.491e-03 1.992e+00 0.00386982219509 1.02905964659 19.8784 1187.8550 0.4482 8.4914 88.4673 524.8100 0 2.313e-04
disk VELA04MRP 392560 4.208 1.54452926209 7 F160W 27.2066 0.5560 27.9657 0.7192 24.9126 0.3891 2.5806 0.6873 1.3331281747 0.355056573846 1.0000 0.0 0.7137 0.3551 71.0463 33.8040 0.11380019686 9.760e-05
bulge VELA04MRP 392560 4.208 1.54452926209 7 F160W 27.5691 23.8456 26.5275 28.8085 25.7002 187.7115 0.0109 5.4402 0.0056308986686 2.81038669146 15.9630 1634.0319 0.0723 4.9027 -28.1093 258.0960 0 9.760e-05
disk VELA04MRP 392560 4.208 1.54452926209 8 F160W 26.7974 0.9247 28.7428 1.5329 25.3386 1.1972 4.7891 1.5136 2.47403090035 0.781920020623 1.0000 0.0 0.3122 0.1870 46.6088 10.4926 0.175791924088 9.554e-05
bulge VELA04MRP 392560 4.208 1.54452926209 8 F160W 27.3588 3.7655 27.0778 4.0490 25.1727 44.1083 0.0193 3.1916 0.00997030681687 1.64876845786 19.9834 755.1017 0.1134 1.8575 55.1577 103.6563 0 9.554e-05
disk VELA04MRP 394232 4.223 1.53807106599 0 F160W 27.5002 0.4127 27.5397 0.4604 24.9248 0.1782 1.4000 0.8365 0.723156240364 0.432085853617 1.0000 0.0 0.7660 0.6404 -26.5908 106.9990 0.0483162108039 2.745e-04
bulge VELA04MRP 394232 4.223 1.53807106599 0 F160W 29.7900 1.7006 29.1659 1.5948 26.1668 0.4957 8.7091 3.8016 4.49860000925 1.96367911669 0.1147 0.5150 0.5178 0.2216 -21.9040 20.4742 0.222919835138 2.745e-04
disk VELA04MRP 394232 4.223 1.53807106599 5 F160W 30.3492 18799.8164 27.6291 3138.4138 24.8628 1840.8766 9.478e-03 3.437e+01 0.00489576774726 17.7534857009 1.0000 0.0 0.6417 7093.7422 76.4873 84961.4062 0 4.019e-04
bulge VELA04MRP 394232 4.223 1.53807106599 5 F160W 26.9919 3439.0085 27.4830 10649.7148 24.8630 238.7237 9.435e-03 5.376e+01 0.00487355651988 27.76919963 2.6943 1494.5848 0.9071 7393.6279 -87.1902 33169828.0000 0 4.019e-04
disk VELA04MRP 394232 4.223 1.53807106599 6 F160W 27.5323 1.8631 31.0045 4.9765 26.1453 1.3857 6.1863 3.1078 3.19547246412 1.60530354557 1.0000 0.0 0.3754 0.3322 13.7355 25.2859 0.159183914456 1.686e-04
bulge VELA04MRP 394232 4.223 1.53807106599 6 F160W 27.4537 0.4920 27.4083 0.4830 25.0261 0.5058 1.1771 0.7513 0.608019436094 0.388076630989 1.1808 2.7151 0.9589 0.9707 77.1425 856.2137 0.0881464955198 1.686e-04
disk VELA04MRP 394232 4.223 1.53807106599 7 F160W 25.1116 2.1017 30.8759 3.2271 26.0249 0.7847 8.5638 4.0146 4.4235467223 2.07370217326 1.0000 0.0 0.3215 0.2102 30.9562 13.9985 0.180075658076 1.244e-04
bulge VELA04MRP 394232 4.223 1.53807106599 7 F160W 27.5212 0.4748 27.6158 0.4876 25.0415 0.3440 1.1766 0.7698 0.607761166009 0.397632624166 1.4759 3.0956 0.9119 0.7995 -1.0967 398.7885 0.0825919806346 1.244e-04
disk VELA04MRP 394232 4.223 1.53807106599 8 F160W 27.4863 0.3499 27.5440 0.3390 24.9066 0.2758 1.7059 0.7374 0.881165878883 0.380896722603 1.0000 0.0 0.8634 0.4949 -27.6899 158.2779 0.120864663649 1.675e-04
bulge VELA04MRP 394232 4.223 1.53807106599 8 F160W 23.7244 3.5141 33.7086 7.2291 26.5591 1.2579 5.9117 67.7803 3.05363053297 35.0112477991 0.0460 1.2037 0.6616 0.6430 14.0028 65.4688 0.535562744054 1.675e-04
disk VELA04MRP 396112 4.254 1.52525252525 0 F160W 27.2070 1.9547 28.1252 0.9218 25.3915 1.2376 1.7861 1.3032 0.922368005436 0.672991425275 1.0000 0.0 0.1953 1.0080 1.9845 64.7257 0.0559384747544 1.933e-04
bulge VELA04MRP 396112 4.254 1.52525252525 0 F160W 28.8367 1.4483 27.8790 1.2620 24.4012 3.7218 5.5242 67.9527 2.85277718808 35.0917621426 18.7286 172.3417 0.5431 0.2872 7.7937 23.7326 0.110478829801 1.933e-04
disk VELA04MRP 396112 4.254 1.52525252525 1 F160W 27.9640 0.3488 28.1376 0.3357 24.5972 0.1550 1.9647 0.6717 1.01459964183 0.346875644841 1.0000 0.0 0.8538 0.3396 -52.9309 94.6626 0.113463762913 1.818e-04
bulge VELA04MRP 396112 4.254 1.52525252525 1 F160W 31.4568 2.0865 21.3887 7.5215 25.8768 0.4129 25.8194 74.3558 13.3335135096 38.3984160677 0.0398 0.2788 0.5006 0.1421 7.9823 10.2512 0.855169956741 1.818e-04
