galfit result file run on 08-14-2014
type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) py(pixels) mag rad(pixels) rad(kpc) sersicIndex(n) b/a angle(deg) sky
disk VELA02 240 2.044 3.16666666667 7 F160W 300.1632 298.3012 19.4279 29.6512 3.5449788672 1.0000 0.9418 -60.6659 0.000e+00
bulge VELA02 240 2.044 3.16666666667 7 F160W 298.5899 298.5644 22.7912 16.7159 1.9984861404 3.3469 0.9948 49.8660 0.000e+00
disk VELA02 240 2.044 3.16666666667 8 F160W 300.5374 298.2007 19.3860 29.4206 3.5174092536 1.0000 0.9555 -53.3541 0.000e+00
bulge VELA02 240 2.044 3.16666666667 8 F160W 298.5567 297.4389 23.8186 162.8155 19.465569918 19.7752 0.7941 -63.4035 0.000e+00
disk VELA02 250 2.171 3.0 0 F160W 297.5329 301.8344 19.6409 34.6542 4.1431175352 1.0000 0.9622 -15.9200 0.000e+00
other VELA02 250 2.171 3.0 0 F160W 344.7010 234.3646 21.6598 16.2587 1.9438251372 0.5228 0.5830 9.8813 0.000e+00
bulge VELA02 250 2.171 3.0 0 F160W 300.7160 301.1354 22.3017 6.5329 0.7810473924 0.8385 0.9040 -46.9507 0.000e+00
other VELA02 250 2.171 3.0 1 F160W 349.4926 304.1189 20.4963 31.3995 3.753998622 0.2299 0.5208 -57.5379 0.000e+00
disk VELA02 250 2.171 3.0 1 F160W 292.2146 302.0569 20.1707 34.0653 4.0727110068 1.0000 0.6184 -82.3635 0.000e+00
bulge VELA02 250 2.171 3.0 1 F160W 302.2862 300.3923 21.6973 14.8417 1.7744142852 0.5535 0.2963 69.7946 0.000e+00
disk VELA02 250 2.171 3.0 5 F160W 299.3854 301.7093 19.5780 34.3458 4.1062464648 1.0000 0.8841 -73.0202 0.000e+00
bulge VELA02 250 2.171 3.0 5 F160W 300.9992 300.9384 22.5783 6.7815 0.810769014 0.7445 0.6932 -36.5914 0.000e+00
bulge VELA02 250 2.171 3.0 6 F160W 359.2444 272.6570 21.9387 13.1698 1.5745286088 1.0986 0.6270 84.2960 0.000e+00
disk VELA02 250 2.171 3.0 6 F160W 297.2314 300.2774 19.7049 31.4865 3.764399994 1.0000 0.5860 88.9080 0.000e+00
other VELA02 250 2.171 3.0 6 F160W 373.9807 314.7443 23.3048 18.3958 2.1993282648 4.2680 0.7830 38.5522 0.000e+00
disk VELA02 250 2.171 3.0 7 F160W 301.2746 301.5255 19.6674 35.9653 4.2998674068 1.0000 0.8721 71.7333 0.000e+00
bulge VELA02 250 2.171 3.0 7 F160W 303.0172 300.5513 22.1718 9.3847 1.1219971932 0.5795 0.5707 -68.7598 0.000e+00
disk VELA02 250 2.171 3.0 8 F160W 301.4243 301.7327 19.6545 36.2936 4.3391176416 1.0000 0.8710 74.0277 0.000e+00
bulge VELA02 250 2.171 3.0 8 F160W 302.2174 300.6538 22.1196 8.8911 1.0629843516 0.6354 0.6198 -63.2114 0.000e+00
disk VELA02 260 2.301 2.84615384615 0 F160W 296.6816 299.4067 19.1680 35.4875 4.24274355 1.0000 0.9079 64.2193 0.000e+00
bulge VELA02 260 2.301 2.84615384615 0 F160W 302.6427 301.2310 22.0536 6.1388 0.7339303728 1.1511 0.7473 28.2583 0.000e+00
disk VELA02 260 2.301 2.84615384615 1 F160W 305.2104 300.6984 19.7654 27.4802 3.2854227912 1.0000 0.2833 88.9937 0.000e+00
bulge VELA02 260 2.301 2.84615384615 1 F160W 300.4687 301.0089 20.1315 53.7213 6.4227037428 0.4973 0.4814 -79.6432 0.000e+00
disk VELA02 260 2.301 2.84615384615 5 F160W 296.2256 301.1748 19.1999 33.6240 4.019950944 1.0000 0.8951 61.9725 0.000e+00
