sim,aexp,hid,difference_halo_gas,difference_stars_gas,difference_stars_halo,export_maxncellwside,export_ncells,export_ncellwside,export_ncellwside_actual,export_nstars,export_super_level,fake_halo,flag_bad_halo,halo_a[x],halo_a[y],halo_a[z],halo_b_to_a,halo_c_to_a,halo_descid,halo_dr,halo_good,halo_id,halo_jx,halo_jy,halo_jz,halo_m200b,halo_m200c,halo_m2500c,halo_m500c,halo_mvir,halo_mvir_all,halo_norm_dr,halo_np,halo_rs,halo_rs_klypin,halo_rvir,halo_scale,halo_spin,halo_spin_bullock,halo_t/|u|,halo_vmax,halo_voff,halo_vrms,halo_vx,halo_vy,halo_vz,halo_x,halo_xoff,halo_y,halo_z,mass_gas,mass_metals,mass_sfr,mass_ssfr,mass_stars,mass_stars_middle,mass_stars_young,metal_modification,prefix,scale,sim_resolution_pc,sim_resolution_pchcm,sim_width_mpchcm
MW1,0.160,2959,1284.0,1818.0,1567.0,2.0,277800.0,4.0,2.0,5827.0,-2.0,0.0,1.0,20.607,-11.609,5.374,0.55,0.458,3200.0,0.07,1.0,2959.0,11.84,64.04,-38.51,12150000000.0,12110000000.0,0.0,7913000000.0,12510000000.0,12510000000.0,2.021,2667.0,41.315,14.708,60.643,0.16,0.0,0.0,0.001,77.18,0.0,0.0,0.0,-0.0,0.0,9.912,10.622,10.067,9.805,142000000000000.0,20530000.0,4.907,0.0,630200000.0,301700000.0,49070000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.160_0002959_,0.16,69.833,305.2,20.0
MW1,0.180,3200,2300.0,684.5,1723.0,2.0,488800.0,4.0,2.0,17660.0,-2.0,0.0,1.0,-3.136,16.952,-6.269,0.877,0.74,4075.0,0.219,0.0,3200.0,-19.99,-40.53,133.2,18850000000.0,18740000000.0,3824000000.0,10830000000.0,19450000000.0,19450000000.0,6.28,3941.0,33.724,21.606,70.195,0.18,0.0,0.0,0.001,82.53,0.0,0.0,0.0,-0.0,0.0,9.972,7.734,10.034,9.816,142000000000000.0,39890000.0,4.236,0.0,1406000000.0,325600000.0,42360000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.180_0003200_,0.18,39.283,152.6,20.0
MW1,0.220,4293,3170.0,3016.0,2343.0,2.0,698500.0,4.0,2.0,63330.0,-2.0,0.0,1.0,-2.151,-3.273,23.223,0.852,0.698,4893.0,0.477,0.0,4293.0,-472.6,-4765.0,-2373.0,61580000000.0,61200000000.0,0.0,42230000000.0,62740000000.0,62740000000.0,13.685,11730.0,54.563,23.032,103.5,0.22,0.0,0.0,0.001,113.9,0.0,0.0,-0.0,0.0,0.0,10.154,15.663,9.978,9.9,142000000000000.0,79110000.0,16.427,0.0,6280000000.0,748600000.0,164300000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.220_0004293_,0.22,48.031,152.6,20.0
MW1,0.240,2322,74.041,37.243,51.359,2.0,925800.0,4.0,2.0,76000.0,-2.0,0.0,1.0,18.924,24.88,26.124,0.632,0.575,2116.0,0.087,1.0,2322.0,24540.0,16460.0,-23190.0,93300000000.0,88350000000.0,11270000000.0,34950000000.0,100100000000.0,100100000000.0,2.511,24590.0,119.9,53.335,120.7,0.24,0.0,0.0,0.002,121.9,0.0,0.0,-0.0,-0.0,0.0,10.184,41.32,10.122,9.447,142000000000000.0,101000000.0,11.587,0.0,5695000000.0,1068000000.0,115900000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.240_0002322_,0.24,52.353,152.6,20.0
MW1,0.260,2116,69.125,46.336,30.931,2.0,1113000.0,4.0,2.0,105100.0,-2.0,0.0,1.0,8.233,13.563,21.869,0.782,0.701,2292.0,0.109,1.0,2116.0,13100.0,6491.0,-9150.0,147200000000.0,146200000000.0,87770000000.0,128200000000.0,149400000000.0,149400000000.0,3.44,32810.0,14.916,9.687,137.7,0.26,0.0,0.0,0.0,175.6,0.0,0.0,-0.0,-0.0,0.0,10.106,16.121,10.087,9.463,142000000000000.0,119200000.0,18.798,0.0,10530000000.0,2081000000.0,188000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.260_0002116_,0.26,56.705,152.6,20.0
MW1,0.280,2292,67.263,48.675,42.694,2.0,1479000.0,4.0,2.0,136200.0,-2.0,0.0,1.0,6.004,20.941,36.231,0.813,0.647,5846.0,0.114,0.0,2292.0,24120.0,-14590.0,-73550.0,238800000000.0,233700000000.0,77880000000.0,175700000000.0,245800000000.0,245800000000.0,9.677,128000.0,27.511,30.342,162.3,0.28,0.0,0.0,0.001,163.5,0.0,0.0,-0.0,-0.0,0.0,10.062,24.902,10.079,9.562,142000000000000.0,132500000.0,20.923,0.0,14960000000.0,1671000000.0,209200000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.280_0002292_,0.28,61.117,152.6,20.0
MW1,0.300,5846,2574.0,2575.0,31.303,2.0,2605000.0,4.0,2.0,344400.0,-2.0,0.0,1.0,25.095,22.76,45.401,0.716,0.638,1442.0,0.081,0.0,5846.0,-32110.0,-17990.0,-145200.0,483600000000.0,467600000000.0,162200000000.0,334200000000.0,509300000000.0,509300000000.0,6.864,189800.0,35.263,36.226,206.4,0.3,0.0,0.0,0.001,203.6,0.0,0.0,-0.0,0.0,0.0,10.007,18.455,10.082,9.662,142000000000000.0,153500000.0,51.508,0.0,40190000000.0,4399000000.0,515100000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.300_0005846_,0.3,65.416,152.6,20.0
MW1,0.320,1442,12.241,28.78,37.91,2.0,3037000.0,4.0,2.0,436000.0,-2.0,0.0,1.0,24.087,4.87,56.81,0.886,0.761,2555.0,0.032,1.0,1442.0,190800.0,354800.0,-309600.0,908200000000.0,885400000000.0,167200000000.0,557600000000.0,934500000000.0,934500000000.0,2.731,304600.0,76.204,62.462,252.1,0.32,0.0,0.0,0.001,230.9,0.0,0.0,-0.0,0.0,0.0,9.984,33.898,10.077,9.739,142000000000000.0,182700000.0,110.5,0.0,66390000000.0,6217000000.0,1105000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.320_0001442_,0.32,34.896,76.294,20.0
MW1,0.340,2555,25.085,57.367,34.487,2.0,3637000.0,4.0,2.0,657600.0,-2.0,0.0,1.0,46.49,6.575,50.319,0.89,0.825,2867.0,0.038,1.0,2555.0,550600.0,235600.0,-173000.0,1153000000000.0,1138000000000.0,417500000000.0,913300000000.0,1164000000000.0,1164000000000.0,3.333,475900.0,39.66,33.091,270.5,0.34,0.0,0.0,0.001,269.3,0.0,0.0,0.0,-0.0,0.0,9.999,16.872,10.082,9.767,142000000000000.0,215700000.0,107.7,0.0,86000000000.0,7312000000.0,1077000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.340_0002555_,0.34,37.106,76.294,20.0
MW1,0.360,2867,12.864,16.45,19.01,2.0,4251000.0,4.0,2.0,1115000.0,-2.0,0.0,1.0,63.722,-16.499,50.747,0.797,0.726,2436.0,0.019,1.0,2867.0,1008000.0,241000.0,-400200.0,1307000000000.0,1289000000000.0,604800000000.0,1121000000000.0,1316000000000.0,1316000000000.0,2.644,990800.0,24.409,26.058,280.9,0.36,0.0,0.0,0.0,290.0,0.0,0.0,-0.0,0.0,0.0,10.014,10.833,10.06,9.794,142000000000000.0,230100000.0,179.0,0.0,113000000000.0,9305000000.0,1790000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.360_0002867_,0.36,39.249,76.294,20.0
MW1,0.380,2436,14.351,23.892,11.742,2.0,4570000.0,4.0,2.0,1258000.0,-2.0,0.0,1.0,66.451,-28.013,52.784,0.804,0.718,5620.0,0.024,1.0,2436.0,989600.0,76200.0,-160500.0,1550000000000.0,1515000000000.0,645500000000.0,1222000000000.0,1560000000000.0,1560000000000.0,3.301,1143000.0,32.114,33.912,296.3,0.38,0.0,0.0,0.001,285.7,0.0,0.0,0.0,0.0,0.0,10.008,15.829,10.065,9.811,142000000000000.0,238400000.0,44.299,0.0,122600000000.0,3593000000.0,443000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.380_0002436_,0.38,41.45,76.294,20.0
MW1,0.410,5625,25.806,18.468,22.969,2.0,5055000.0,4.0,2.0,1545000.0,-2.0,0.0,1.0,71.323,-30.945,60.171,0.775,0.704,2253.0,0.006,1.0,5625.0,925900.0,310100.0,87470.0,1776000000000.0,1740000000000.0,846100000000.0,1365000000000.0,1782000000000.0,1782000000000.0,11.075,1460000.0,24.553,23.853,308.0,0.41,0.0,0.0,0.001,315.2,0.0,0.0,0.0,-0.0,0.0,9.999,18.887,10.053,9.837,142000000000000.0,255100000.0,50.975,0.0,137200000000.0,5030000000.0,509700000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.410_0005625_,0.41,44.719,76.294,20.0
MW1,0.420,2253,29.542,14.176,26.845,2.0,5097000.0,4.0,2.0,1607000.0,-2.0,0.0,1.0,71.903,-28.555,63.125,0.767,0.707,2479.0,0.008,1.0,2253.0,832700.0,188600.0,185300.0,1840000000000.0,1788000000000.0,879100000000.0,1385000000000.0,1845000000000.0,1845000000000.0,7555.0,1546000.0,26.581,25.39,310.9,0.42,0.0,0.0,0.001,311.3,0.0,0.0,0.0,-0.0,0.0,9.996,25.779,10.048,9.839,142000000000000.0,263100000.0,18.266,0.0,143700000000.0,5574000000.0,182700000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.420_0002253_,0.42,45.802,76.294,20.0
MW1,0.430,2479,46.014,14.499,40.209,2.0,5106000.0,4.0,2.0,1701000.0,-2.0,0.0,1.0,75.505,-26.188,64.746,0.761,0.703,-1.0,,,2479.0,892800.0,305600.0,281100.0,1900000000000.0,1841000000000.0,842100000000.0,1432000000000.0,1905000000000.0,1905000000000.0,,1508000.0,28.036,27.632,313.6,0.43,0.0,0.0,0.001,305.8,0.0,0.0,0.0,-0.0,0.0,9.997,24.916,10.048,9.846,142000000000000.0,265500000.0,52.772,0.0,147500000000.0,4055000000.0,527700000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.430_0002479_,0.43,46.886,76.294,20.0
MW2,0.180,3477,1188.0,11.474,1183.0,2.0,624700.0,4.0,2.0,49840.0,-2.0,0.0,1.0,8.651,7.618,-5.729,0.853,0.717,3744.0,0.079,0.0,3477.0,-996.9,1086.0,-202.3,27860000000.0,27680000000.0,6579000000.0,15870000000.0,29010000000.0,29010000000.0,3.467,4508.0,26.566,23.522,80.204,0.18,0.0,0.0,0.001,94.64,0.0,0.0,-0.0,-0.0,-0.0,10.385,17.01,10.026,10.538,142000000000000.0,64730000.0,20.589,0.0,3542000000.0,1036000000.0,205900000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.180_0003477_,0.18,39.281,152.6,20.0
MW2,0.200,3744,1892.0,1766.0,2495.0,2.0,915700.0,4.0,2.0,190500.0,-2.0,0.0,1.0,19.247,11.891,-12.032,0.735,0.643,4376.0,0.048,1.0,3744.0,4235.0,2579.0,8232.0,97090000000.0,96470000000.0,34230000000.0,79380000000.0,101700000000.0,101700000000.0,2.097,14070.0,27.993,15.479,121.7,0.2,0.0,0.0,0.001,153.6,0.0,0.0,-0.0,-0.0,-0.0,10.312,15.1,9.998,10.546,142000000000000.0,132600000.0,82.996,0.0,19030000000.0,5023000000.0,830000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.200_0003744_,0.2,43.612,152.6,20.0
MW2,0.220,4376,185.4,17.954,179.3,2.0,1344000.0,4.0,2.0,396200.0,-2.0,0.0,1.0,28.522,3.101,-16.825,0.754,0.695,4535.0,0.028,0.0,4376.0,-393.6,-1310.0,4625.0,153000000000.0,152600000000.0,85930000000.0,136800000000.0,155000000000.0,155000000000.0,1.111,45870.0,14.677,10.61,139.9,0.22,0.0,0.0,0.0,189.2,0.0,0.0,-0.0,-0.0,-0.0,10.299,10.062,9.964,10.515,142100000000000.0,217200000.0,167.0,0.0,42070000000.0,9918000000.0,1670000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.220_0004376_,0.22,48.032,152.6,20.0
MW2,0.240,4535,47.026,15.401,39.091,2.0,2030000.0,4.0,2.0,637400.0,-2.0,0.0,1.0,27.295,8.951,-25.979,0.948,0.791,4584.0,0.064,1.0,4535.0,74750.0,59350.0,-31850.0,285800000000.0,283100000000.0,93030000000.0,206900000000.0,292100000000.0,292100000000.0,2.557,56210.0,44.25,33.29,172.5,0.24,0.0,0.0,0.001,185.9,0.0,0.0,0.0,-0.0,-0.0,10.284,33.578,9.952,10.495,142100000000000.0,279000000.0,317.4,0.0,77660000000.0,13840000000.0,3174000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.240_0004535_,0.24,52.316,152.6,20.0
MW2,0.260,4584,2136.0,2141.0,11.363,2.0,2421000.0,4.0,2.0,879100.0,-2.0,0.0,1.0,-32.112,6.365,43.876,0.734,0.603,4515.0,0.057,0.0,4584.0,38410.0,7725.0,-22760.0,379500000000.0,377700000000.0,211300000000.0,340400000000.0,382600000000.0,382600000000.0,2.002,250100.0,10.796,12.842,188.5,0.26,0.0,0.0,0.0,242.2,0.0,0.0,-0.0,0.0,0.0,10.263,9.218,9.954,10.434,142100000000000.0,408500000.0,237.4,0.0,113900000000.0,16040000000.0,2374000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.260_0004584_,0.26,56.699,152.6,20.0
MW2,0.280,4056,53.218,40.551,13.085,2.0,2620000.0,4.0,2.0,1098000.0,-2.0,0.0,1.0,35.707,40.893,-19.759,0.692,0.508,4767.0,0.086,1.0,4056.0,109800.0,7441.0,2583.0,339200000000.0,331200000000.0,1715000000.0,246000000000.0,345800000000.0,345800000000.0,3.015,65900.0,118.8,32.288,181.8,0.28,0.0,0.0,0.001,184.6,0.0,0.0,-0.0,0.0,-0.0,10.228,39.727,9.91,10.424,142100000000000.0,556800000.0,261.6,0.0,151900000000.0,14810000000.0,2616000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.280_0004056_,0.28,61.126,152.6,20.0
MW2,0.300,4767,29.538,45.031,24.322,2.0,3121000.0,4.0,2.0,1317000.0,-2.0,0.0,1.0,69.789,-19.669,-28.346,0.709,0.542,4955.0,0.056,1.0,4767.0,-198200.0,233300.0,-706200.0,532300000000.0,522500000000.0,3167000000.0,411200000000.0,542500000000.0,542500000000.0,2.824,94580.0,149.7,30.622,210.8,0.3,0.0,0.0,0.001,214.6,0.0,0.0,0.0,0.0,-0.0,10.191,46.868,9.987,10.429,142200000000000.0,805800000.0,132.8,0.0,178700000000.0,11260000000.0,1328000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.300_0004767_,0.3,65.442,152.6,20.0
MW2,0.320,4955,27.134,32.593,22.265,2.0,3460000.0,4.0,2.0,1511000.0,-2.0,0.0,1.0,-38.659,-10.785,55.352,0.735,0.665,4756.0,0.016,1.0,4955.0,-94910.0,207400.0,-53110.0,663300000000.0,654700000000.0,306300000000.0,514500000000.0,670700000000.0,670700000000.0,16350.0,509100.0,17.392,15.324,225.7,0.32,0.0,0.0,0.001,264.4,0.0,0.0,-0.0,-0.0,-0.0,10.223,9.387,9.961,10.391,142200000000000.0,978300000.0,253.5,0.0,223000000000.0,13930000000.0,2535000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.320_0004955_,0.32,69.799,152.6,20.0
MW2,0.340,4756,29.452,9.295,23.167,2.0,4395000.0,4.0,2.0,2062000.0,-2.0,0.0,1.0,-37.173,-5.309,64.801,0.716,0.624,-1.0,,,4756.0,-137200.0,-31500.0,-76920.0,772200000000.0,763300000000.0,367300000000.0,627200000000.0,777300000000.0,777300000000.0,,690500.0,14.594,12.193,236.4,0.34,0.0,0.0,0.0,290.6,0.0,0.0,-0.0,-0.0,-0.0,10.211,14.243,9.96,10.38,142300000000000.0,1092000000.0,490.7,0.0,280300000000.0,20790000000.0,4907000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.340_0004756_,0.34,37.081,76.294,20.0
MW3,0.180,2078,1566.0,37.129,1578.0,2.0,389500.0,4.0,2.0,13070.0,-2.0,0.0,1.0,0.415,11.152,5.864,0.659,0.553,2285.0,0.642,0.0,2078.0,290.9,103.1,85.79,24970000000.0,24870000000.0,9905000000.0,20270000000.0,25670000000.0,25670000000.0,22.856,2097.0,12.813,10.235,77.002,0.18,0.0,0.0,0.001,101.4,0.0,0.0,-0.0,-0.0,-0.0,10.501,4.003,10.31,10.261,141900000000000.0,27700000.0,6.144,0.0,1164000000.0,416900000.0,61440000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.180_0002078_,0.18,39.262,152.6,20.0
MW3,0.200,1483,2857.0,322.5,2566.0,2.0,521700.0,4.0,2.0,24680.0,-2.0,0.0,1.0,-3.457,-1.405,14.882,0.871,0.787,1936.0,0.092,1.0,1483.0,-230.7,1251.0,-866.4,36750000000.0,36590000000.0,15610000000.0,28140000000.0,37650000000.0,37650000000.0,3.28,8211.0,18.359,10.154,87.393,0.2,0.0,0.0,0.001,112.3,0.0,0.0,-0.0,0.0,-0.0,10.691,11.544,9.706,10.152,141900000000000.0,46950000.0,5.262,0.0,2097000000.0,634500000.0,52620000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.200_0001483_,0.2,43.636,152.6,20.0
MW3,0.240,2721,288.7,354.7,184.0,2.0,953900.0,4.0,2.0,101600.0,-2.0,0.0,1.0,-15.867,-20.2,28.896,0.667,0.468,2655.0,0.096,0.0,2721.0,37730.0,-18630.0,34070.0,130600000000.0,130000000000.0,1005000000.0,110500000000.0,132100000000.0,132100000000.0,4.139,15130.0,51.916,16.78,132.4,0.24,0.0,0.0,0.001,153.2,0.0,0.0,-0.0,0.0,-0.0,10.382,35.823,10.259,10.125,142000000000000.0,77670000.0,19.055,0.0,9902000000.0,1802000000.0,190500000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.240_0002721_,0.24,52.41,152.6,20.0
MW3,0.260,2655,164.2,30.377,149.1,2.0,1428000.0,4.0,2.0,136600.0,-2.0,0.0,1.0,8.028,-32.149,55.721,0.513,0.416,3034.0,0.073,1.0,2655.0,33020.0,32080.0,19510.0,252000000000.0,245000000000.0,8304000000.0,52960000000.0,265400000000.0,265400000000.0,3.169,42060.0,166.6,71.934,166.8,0.26,0.0,0.0,0.002,162.2,0.0,0.0,-0.0,-0.0,0.0,10.341,31.97,10.271,10.04,141900000000000.0,91310000.0,17.666,0.0,13910000000.0,1215000000.0,176700000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.260_0002655_,0.26,56.73,152.6,20.0
MW3,0.300,2968,30.053,53.475,36.962,2.0,2176000.0,4.0,2.0,230600.0,-2.0,0.0,1.0,6.107,-13.394,48.423,0.794,0.702,2906.0,0.03,0.0,2968.0,10450.0,-8090.0,6883.0,474700000000.0,468400000000.0,197700000000.0,383100000000.0,482800000000.0,482800000000.0,1.434,220700.0,23.972,23.375,202.8,0.3,0.0,0.0,0.001,215.9,0.0,0.0,-0.0,-0.0,-0.0,10.343,7.453,10.208,10.09,142000000000000.0,135200000.0,86.427,0.0,33320000000.0,3947000000.0,864300000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.300_0002968_,0.3,65.426,152.6,20.0
MW3,0.320,2906,45.972,35.237,27.779,2.0,2784000.0,4.0,2.0,364000.0,-2.0,0.0,1.0,-1.303,-26.032,53.154,0.755,0.657,3054.0,0.029,1.0,2906.0,-245100.0,-462900.0,-73110.0,872800000000.0,852800000000.0,210800000000.0,520900000000.0,888600000000.0,888600000000.0,1.388,310700.0,69.22,72.777,247.9,0.32,0.0,0.0,0.001,223.4,0.0,0.0,-0.0,-0.0,0.0,10.332,25.151,10.181,10.083,142000000000000.0,149800000.0,110.7,0.0,56360000000.0,5389000000.0,1107000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.320_0002906_,0.32,69.826,152.6,20.0
MW3,0.340,3054,14.69,30.822,25.739,2.0,3913000.0,4.0,2.0,707400.0,-2.0,0.0,1.0,-12.027,-50.409,50.44,0.823,0.656,3132.0,0.064,1.0,3054.0,-367400.0,-263500.0,16390.0,1026000000000.0,1016000000000.0,422400000000.0,909300000000.0,1032000000000.0,1032000000000.0,2.647,535800.0,22.894,27.379,259.9,0.34,0.0,0.0,0.001,267.0,0.0,0.0,-0.0,-0.0,-0.0,10.311,25.923,10.169,10.1,142000000000000.0,202800000.0,82.566,0.0,71650000000.0,7067000000.0,825700000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.340_0003054_,0.34,37.075,76.294,20.0
MW3,0.360,3132,6.518,11.432,17.389,2.0,4233000.0,4.0,2.0,922900.0,-2.0,0.0,1.0,18.016,58.51,-38.528,0.838,0.736,2947.0,0.025,1.0,3132.0,-277400.0,139300.0,87940.0,1259000000000.0,1200000000000.0,638500000000.0,1052000000000.0,1286000000000.0,1286000000000.0,2.638,725700.0,22.117,24.424,278.8,0.36,0.0,0.0,0.001,291.6,0.0,0.0,-0.0,-0.0,0.0,10.252,30.752,10.145,10.101,142000000000000.0,238000000.0,177.0,0.0,107000000000.0,11030000000.0,1770000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.360_0003132_,0.36,39.242,76.294,20.0
MW3,0.380,2947,41.098,34.443,11.774,2.0,4456000.0,4.0,2.0,1282000.0,-2.0,0.0,1.0,22.001,65.549,-50.345,0.77,0.64,1686.0,0.026,0.0,2947.0,-77820.0,130400.0,49060.0,1488000000000.0,1474000000000.0,605000000000.0,1295000000000.0,1492000000000.0,1492000000000.0,26500.0,1151000.0,29.544,33.232,291.9,0.38,0.0,0.0,0.001,281.8,0.0,0.0,-0.0,-0.0,0.0,10.233,33.177,10.131,10.1,142000000000000.0,255400000.0,55.996,0.0,121000000000.0,5412000000.0,560000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.380_0002947_,0.38,41.453,76.294,20.0
MW3,0.400,4534,39.518,65.029,34.512,2.0,4638000.0,4.0,2.0,1434000.0,-2.0,0.0,1.0,24.799,64.908,-57.323,0.755,0.647,4433.0,0.01,0.0,4534.0,-675600.0,197300.0,-74950.0,1614000000000.0,1590000000000.0,882700000000.0,1389000000000.0,1619000000000.0,1619000000000.0,10250.0,1386000.0,17.937,20.291,298.9,0.4,0.0,0.0,0.0,319.4,0.0,0.0,-0.0,0.0,-0.0,10.22,19.119,10.109,10.109,142000000000000.0,278400000.0,97.556,0.0,132200000000.0,4729000000.0,975600000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.400_0004534_,0.4,43.6,76.294,20.0
MW3,0.410,5137,32.665,49.17,24.652,2.0,4688000.0,4.0,2.0,1506000.0,-2.0,0.0,1.0,27.071,66.08,-56.375,0.755,0.674,5024.0,0.006,1.0,5137.0,-474500.0,9054.0,-45240.0,1695000000000.0,1652000000000.0,875700000000.0,1421000000000.0,1703000000000.0,1703000000000.0,5943.0,1521000.0,21.382,23.772,303.3,0.41,0.0,0.0,0.0,309.5,0.0,0.0,-0.0,-0.0,-0.0,10.216,18.973,10.104,10.101,142000000000000.0,445700000.0,25.009,0.0,138800000000.0,4237000000.0,250100000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.410_0005137_,0.41,44.714,76.294,20.0
MW3,0.420,5024,18.282,15.064,16.435,2.0,4788000.0,4.0,2.0,1559000.0,-2.0,0.0,1.0,29.318,67.486,-56.978,0.771,0.698,-1.0,,,5024.0,-440000.0,-334100.0,95350.0,1804000000000.0,1737000000000.0,823600000000.0,1464000000000.0,1811000000000.0,1811000000000.0,,1653000.0,25.814,28.035,309.0,0.42,0.0,0.0,0.001,301.8,0.0,0.0,-0.0,-0.0,-0.0,10.213,21.118,10.101,10.098,142000000000000.0,403300000.0,130.9,0.0,153000000000.0,4855000000.0,1309000000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.420_0005024_,0.42,45.787,76.294,20.0
MW4,0.341,5525,17.236,2736.0,2734.0,2.0,9309000.0,4.0,2.0,45260.0,-2.0,0.0,1.0,-14.189,56.196,62.387,0.806,0.67,-1.0,0.045,0.0,5525.0,429700.0,-67340.0,-141600.0,1212000000000.0,1198000000000.0,534300000000.0,993200000000.0,1221000000000.0,1221000000000.0,2.568,1004000.0,22.565,26.241,274.8,0.341,0.0,0.0,0.001,288.3,0.0,0.0,0.0,-0.0,0.0,19.667,15.715,20.754,20.238,1137000000000000.0,423400000.0,0.0,0.0,3856000000.0,620200.0,0.0,None,/u/cmoody3/data2/export_sunrise_fits/MW4/MW4_a0.341_0005525_,0.341,37.165,76.294,40.0
MW4,0.361,5577,15.803,4621.0,4619.0,2.0,10170000.0,4.0,2.0,132300.0,-2.0,0.0,1.0,1.732,48.716,66.612,0.828,0.779,4845.0,0.036,1.0,5577.0,576300.0,29210.0,-198400.0,1337000000000.0,1318000000000.0,658000000000.0,1099000000000.0,1344000000000.0,1344000000000.0,2.066,1144000.0,20.248,22.965,282.9,0.361,0.0,0.0,0.0,301.0,0.0,0.0,0.0,-0.0,0.0,19.701,19.744,20.741,20.264,1137000000000000.0,459900000.0,0.0,0.0,11960000000.0,61530000.0,0.0,None,/u/cmoody3/data2/export_sunrise_fits/MW4/MW4_a0.361_0005577_,0.361,39.369,76.294,40.0
MW4,0.381,4845,16.452,1958.0,1963.0,2.0,10440000.0,4.0,2.0,188900.0,-2.0,0.0,1.0,7.586,34.174,77.795,0.88,0.822,2740.0,0.057,1.0,4845.0,610500.0,53600.0,-180500.0,1415000000000.0,1384000000000.0,667800000000.0,1087000000000.0,1426000000000.0,1426000000000.0,2.657,1203000.0,21.86,20.673,287.5,0.381,0.0,0.0,0.001,308.6,0.0,0.0,0.0,-0.0,0.0,19.719,27.211,20.733,20.295,1137000000000000.0,520900000.0,1.787,0.0,18460000000.0,355900000.0,17870000.0,None,/u/cmoody3/data2/export_sunrise_fits/MW4/MW4_a0.381_0004845_,0.381,41.49,76.294,40.0
MW4,0.410,2915,36.229,5557.0,5555.0,2.0,11000000.0,4.0,2.0,278800.0,-2.0,0.0,1.0,-9.248,54.375,61.868,0.875,0.782,2274.0,0.014,0.0,2915.0,431200.0,285900.0,-136600.0,1420000000000.0,1358000000000.0,706200000000.0,1083000000000.0,1430000000000.0,1430000000000.0,14080.0,1389000.0,17.176,15.901,286.2,0.41,0.0,0.0,0.001,319.5,0.0,0.0,0.0,-0.0,0.0,19.736,30.183,20.726,20.333,1137000000000000.0,623600000.0,0.0,0.0,31330000000.0,326800000.0,0.0,None,/u/cmoody3/data2/export_sunrise_fits/MW4/MW4_a0.410_0002915_,0.41,44.689,76.294,40.0
MW4,0.420,2727,37.814,1544.0,1529.0,2.0,11070000.0,4.0,2.0,326500.0,-2.0,0.0,1.0,-11.114,55.868,59.535,0.842,0.781,-1.0,,,2727.0,356300.0,331700.0,-199200.0,1419000000000.0,1358000000000.0,730500000000.0,1100000000000.0,1427000000000.0,1427000000000.0,,1429000.0,15.697,15.049,285.4,0.42,0.0,0.0,0.0,320.4,0.0,0.0,0.0,-0.0,0.0,19.741,29.243,20.724,20.346,1137000000000000.0,643700000.0,0.0,0.0,35820000000.0,0.0,0.0,None,/u/cmoody3/data2/export_sunrise_fits/MW4/MW4_a0.420_0002727_,0.42,45.801,76.294,40.0
