galfit result file run on 11-14-2014
type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
central VELA02MRP 259692 2.301 2.84615384615 0 F160W 295.8391 0.0606 301.4827 0.0762 20.1645 0.0031 31.8682 0.0937 31.8682 0.0937 1.0572 0.0032 0.7963 0.0020 -9.2219 0.4449 0.41411079635 0.000e+00
central VELA02MRP 259692 2.301 2.84615384615 1 F160W 303.0841 0.0684 301.2921 0.0479 20.1476 0.0029 32.9945 0.0937 32.9945 0.0937 1.2306 0.0036 0.7006 0.0017 83.3633 0.2434 0.421390373732 0.000e+00
central VELA02MRP 259692 2.301 2.84615384615 5 F160W 297.0192 0.0519 302.4282 0.0481 20.1473 0.0028 26.6158 0.0767 26.6158 0.0767 1.2410 0.0042 0.8864 0.0018 -67.7174 0.7796 0.368480563906 0.000e+00
central VELA02MRP 259692 2.301 2.84615384615 6 F160W 297.1268 0.0638 297.5605 0.0513 20.1598 0.0031 31.5225 0.0930 31.5225 0.093 1.0783 0.0034 0.8070 0.0021 53.0809 0.4711 0.422695184673 0.000e+00
central VELA02MRP 259692 2.301 2.84615384615 7 F160W 297.1079 0.0485 301.8828 0.0434 20.1883 0.0028 25.8513 0.0720 25.8513 0.072 1.3040 0.0034 0.9036 0.0021 89.1186 0.8844 0.40338225551 0.000e+00
central VELA02MRP 259692 2.301 2.84615384615 8 F160W 297.0364 0.0503 302.1699 0.0448 20.1903 0.0028 26.4701 0.0751 26.4701 0.0751 1.2899 0.0038 0.8807 0.0019 -85.7156 0.7143 0.405641627568 0.000e+00
central VELA02MRP 261147 2.315 2.83141762452 0 F160W 296.4757 0.0479 304.1763 0.0532 20.1328 0.0032 30.7996 0.0953 30.7996 0.0953 1.0798 0.0043 0.8564 0.0021 -38.9282 0.6396 0.420563664269 0.000e+00
central VELA02MRP 261147 2.315 2.83141762452 1 F160W 305.3341 0.0543 302.4802 0.0436 20.0555 0.0028 27.9622 0.0772 27.9622 0.0772 1.1713 0.0037 0.7811 0.0016 73.7080 0.3667 0.467821526116 0.000e+00
central VELA02MRP 261147 2.315 2.83141762452 5 F160W 297.8261 0.0564 301.2022 0.0440 20.1184 0.0029 27.7998 0.0798 27.7998 0.0798 1.2642 0.0038 0.7686 0.0019 -79.7134 0.3811 0.359265675933 0.000e+00
central VELA02MRP 261147 2.315 2.83141762452 6 F160W 295.9856 0.0593 296.8738 0.0623 20.1091 0.0031 30.2777 0.0909 30.2777 0.0909 1.1315 0.0037 0.8968 0.0019 31.4543 0.8709 0.410650174856 0.000e+00
central VELA02MRP 261147 2.315 2.83141762452 7 F160W 297.5971 0.0594 299.5095 0.0500 20.1166 0.0029 28.8261 0.0829 28.8261 0.0829 1.1863 0.0035 0.8151 0.0020 -85.3167 0.4587 0.387390986856 0.000e+00
central VELA02MRP 261147 2.315 2.83141762452 8 F160W 297.3388 0.0603 299.8901 0.0484 20.1179 0.0029 29.3156 0.0831 29.3156 0.0831 1.1599 0.0034 0.7699 0.0017 -84.2568 0.3572 0.386864486354 0.000e+00
central VELA02MRP 262643 2.341 2.80228136882 0 F160W 301.3698 0.0486 298.8989 0.0635 20.0032 0.0029 30.6361 0.0882 30.6361 0.0882 1.1555 0.0039 0.7204 0.0015 -5.3359 0.2861 0.439717208934 0.000e+00
central VELA02MRP 262643 2.341 2.80228136882 1 F160W 297.8135 0.0460 301.5195 0.0332 19.9337 0.0026 26.3255 0.0695 26.3255 0.0695 1.4107 0.0034 0.7407 0.0018 78.7253 0.2607 0.432530798685 0.000e+00
central VELA02MRP 262643 2.341 2.80228136882 5 F160W 301.1773 0.0383 300.0656 0.0330 19.9571 0.0026 24.7998 0.0666 24.7998 0.0666 1.3584 0.0038 0.8313 0.0019 -55.4461 0.4919 0.394285836113 0.000e+00
central VELA02MRP 262643 2.341 2.80228136882 6 F160W 302.8388 0.0533 300.3488 0.0463 19.9754 0.0029 29.1065 0.0809 29.1065 0.0809 1.1370 0.0035 0.8120 0.0019 60.5200 0.4342 0.463604615368 0.000e+00
central VELA02MRP 262643 2.341 2.80228136882 7 F160W 300.5182 0.0411 299.9078 0.0343 19.9687 0.0026 24.9042 0.0648 24.9042 0.0648 1.3550 0.0034 0.8152 0.0017 -73.8361 0.4020 0.392066533279 0.000e+00
central VELA02MRP 262643 2.341 2.80228136882 8 F160W 300.6458 0.0389 299.6727 0.0325 19.9646 0.0025 24.7204 0.0643 24.7204 0.0643 1.4295 0.0036 0.8239 0.0019 -71.5007 0.4212 0.390675588953 0.000e+00
central VELA02MRP 264077 2.354 2.78787878788 0 F160W 298.0550 0.0290 296.2760 0.0368 19.8683 0.0027 23.4515 0.0659 23.4515 0.0659 1.4727 0.0040 0.7637 0.0019 -17.6315 0.3183 0.408070980172 0.000e+00
central VELA02MRP 264077 2.354 2.78787878788 1 F160W 297.0339 0.0302 300.0864 0.0244 19.8236 0.0025 22.4546 0.0607 22.4546 0.0607 1.5928 0.0040 0.7930 0.0018 63.7445 0.3438 0.421527569023 0.000e+00
central VELA02MRP 264077 2.354 2.78787878788 5 F160W 296.9576 0.0328 297.7894 0.0281 19.7875 0.0025 21.7345 0.0562 21.7345 0.0562 1.5142 0.0040 0.8440 0.0018 -67.9629 0.4770 0.417233164437 0.000e+00
central VELA02MRP 264077 2.354 2.78787878788 6 F160W 304.8846 0.0347 298.5634 0.0286 19.8266 0.0027 22.1596 0.0635 22.1596 0.0635 1.6051 0.0043 0.8242 0.0020 79.6066 0.4392 0.422577022428 0.000e+00
central VELA02MRP 264077 2.354 2.78787878788 7 F160W 296.3561 0.0375 299.0149 0.0301 19.8050 0.0025 22.9452 0.0580 22.9452 0.058 1.4211 0.0036 0.8067 0.0020 84.4810 0.3562 0.433197310227 0.000e+00
central VELA02MRP 264077 2.354 2.78787878788 8 F160W 296.4933 0.0378 298.7809 0.0309 19.8112 0.0025 22.1706 0.0562 22.1706 0.0562 1.3717 0.0037 0.8263 0.0021 88.7283 0.4334 0.434263070513 0.000e+00
central VELA02MRP 265962 2.380 2.75939849624 0 F160W 300.9573 0.0275 300.8124 0.0292 19.7530 0.0026 20.3149 0.0568 20.3149 0.0568 1.6137 0.0046 0.9072 0.0019 -13.4823 0.8692 0.370747510874 0.000e+00
central VELA02MRP 265962 2.380 2.75939849624 1 F160W 300.4108 0.0254 301.3253 0.0258 19.7162 0.0025 18.5830 0.0534 18.583 0.0534 1.6428 0.0039 0.9449 0.0019 57.9627 1.4150 0.397563712457 0.000e+00
central VELA02MRP 265962 2.380 2.75939849624 5 F160W 299.7326 0.0315 301.0316 0.0296 19.7314 0.0024 21.1385 0.0522 21.1385 0.0522 1.4057 0.0038 0.9453 0.0020 -86.6119 1.3817 0.389854594877 0.000e+00
central VELA02MRP 265962 2.380 2.75939849624 6 F160W 299.8622 0.0289 300.3315 0.0265 19.7644 0.0026 20.1696 0.0561 20.1696 0.0561 1.5231 0.0044 0.8749 0.0016 -58.0417 0.6564 0.410896853789 0.000e+00
central VELA02MRP 265962 2.380 2.75939849624 7 F160W 299.2941 0.0231 301.4887 0.0218 19.7221 0.0024 20.3204 0.0504 20.3204 0.0504 1.4625 0.0036 0.9628 0.0020 71.3220 2.0097 0.378185430636 0.000e+00
central VELA02MRP 265962 2.380 2.75939849624 8 F160W 299.3047 0.0244 301.4433 0.0229 19.7209 0.0024 20.4598 0.0511 20.4598 0.0511 1.4857 0.0035 0.9567 0.0020 76.7012 1.6934 0.375119306814 0.000e+00
central VELA02MRP 267248 2.394 2.74531835206 0 F160W 299.0570 0.0424 299.9060 0.0475 19.7238 0.0028 23.7092 0.0634 23.7092 0.0634 1.1350 0.0038 0.9006 0.0017 -22.3879 0.8788 0.418508471471 0.000e+00
central VELA02MRP 267248 2.394 2.74531835206 1 F160W 299.8363 0.0345 299.9445 0.0301 19.6351 0.0024 22.8123 0.0578 22.8123 0.0578 1.4040 0.0040 0.8299 0.0017 67.0227 0.4138 0.420982269084 0.000e+00
central VELA02MRP 267248 2.394 2.74531835206 5 F160W 298.3260 0.0409 298.5920 0.0355 19.6529 0.0025 25.1122 0.0621 25.1122 0.0621 1.2210 0.0038 0.8320 0.0018 -71.9419 0.4173 0.40926785025 0.000e+00
central VELA02MRP 267248 2.394 2.74531835206 6 F160W 301.8963 0.0353 300.7577 0.0324 19.7197 0.0028 24.1460 0.0669 24.146 0.0669 1.2953 0.0041 0.9288 0.0020 -55.0948 1.2240 0.396608060013 0.000e+00
central VELA02MRP 267248 2.394 2.74531835206 7 F160W 299.5644 0.0374 298.9698 0.0311 19.6950 0.0025 24.1025 0.0599 24.1025 0.0599 1.3506 0.0038 0.8238 0.0019 -71.2934 0.3970 0.365500493379 0.000e+00
central VELA02MRP 267248 2.394 2.74531835206 8 F160W 299.3179 0.0378 298.9703 0.0315 19.6924 0.0024 23.8510 0.0573 23.851 0.0573 1.2772 0.0035 0.8266 0.0019 -71.4316 0.4003 0.379496477295 0.000e+00
central VELA02MRP 268368 2.407 2.73134328358 0 F160W 297.6048 0.0441 299.1856 0.0506 19.6145 0.0029 26.0863 0.0760 26.0863 0.076 1.1881 0.0038 0.8632 0.0020 -33.1385 0.6259 0.424902422309 0.000e+00
central VELA02MRP 268368 2.407 2.73134328358 1 F160W 298.2520 0.0504 301.6717 0.0405 19.6576 0.0027 26.4306 0.0658 26.4306 0.0658 1.1294 0.0038 0.7939 0.0018 73.5168 0.3604 0.431964454512 0.000e+00
central VELA02MRP 268368 2.407 2.73134328358 5 F160W 298.5906 0.0386 299.1010 0.0313 19.6074 0.0027 25.8044 0.0684 25.8044 0.0684 1.2059 0.0038 0.7843 0.0018 -59.4053 0.3405 0.412000437658 0.000e+00
central VELA02MRP 268368 2.407 2.73134328358 6 F160W 302.9962 0.0450 301.8478 0.0532 19.5993 0.0029 26.1197 0.0743 26.1197 0.0743 1.2865 0.0042 0.8588 0.0021 -15.7702 0.6202 0.436213476343 0.000e+00
central VELA02MRP 268368 2.407 2.73134328358 7 F160W 299.3676 0.0385 301.4030 0.0301 19.6304 0.0026 23.8989 0.0631 23.8989 0.0631 1.3590 0.0036 0.7790 0.0019 -70.2032 0.3324 0.363129912507 0.000e+00
central VELA02MRP 268368 2.407 2.73134328358 8 F160W 299.4815 0.0397 301.2169 0.0313 19.6270 0.0026 24.1475 0.0639 24.1475 0.0639 1.3159 0.0033 0.7799 0.0019 -70.4335 0.3295 0.383608890656 0.000e+00
central VELA02MRP 269677 2.434 2.7037037037 0 F160W 302.6761 0.0499 298.7149 0.0607 19.6836 0.0031 26.7709 0.0814 26.7709 0.0814 1.2318 0.0039 0.8466 0.0022 -5.1632 0.6073 0.404936850972 0.000e+00
central VELA02MRP 269677 2.434 2.7037037037 1 F160W 299.7937 0.0609 300.8039 0.0412 19.6772 0.0028 30.2496 0.0778 30.2496 0.0778 1.1028 0.0035 0.6792 0.0017 75.1049 0.2198 0.388598984508 0.000e+00
central VELA02MRP 269677 2.434 2.7037037037 5 F160W 302.4875 0.0423 300.9702 0.0372 19.5991 0.0027 23.7507 0.0633 23.7507 0.0633 1.2948 0.0039 0.8645 0.0020 -76.1692 0.5982 0.397052348192 0.000e+00
central VELA02MRP 269677 2.434 2.7037037037 6 F160W 297.7854 0.0521 299.8418 0.0412 19.6866 0.0031 27.4832 0.0818 27.4832 0.0818 1.2565 0.0038 0.8192 0.0023 56.8085 0.4966 0.419817625086 0.000e+00
central VELA02MRP 269677 2.434 2.7037037037 7 F160W 301.8801 0.0338 299.4073 0.0261 19.5876 0.0025 23.3617 0.0557 23.3617 0.0557 1.2914 0.0035 0.7840 0.0018 -62.7374 0.3312 0.373301051357 0.000e+00
central VELA02MRP 269677 2.434 2.7037037037 8 F160W 301.8936 0.0355 299.4349 0.0277 19.5908 0.0025 23.3838 0.0569 23.3838 0.0569 1.2391 0.0032 0.7906 0.0018 -64.8871 0.3532 0.392062443566 0.000e+00
central VELA02MRP 271111 2.447 2.69003690037 0 F160W 300.7043 0.0547 301.9586 0.0497 19.7315 0.0033 23.3378 0.0787 23.3378 0.0787 1.3572 0.0041 0.9544 0.0024 -83.9940 2.2492 0.395591511382 0.000e+00
central VELA02MRP 271111 2.447 2.69003690037 1 F160W 302.6437 0.0546 300.6128 0.0435 19.6897 0.0029 28.9734 0.0824 28.9734 0.0824 1.1640 0.0042 0.7668 0.0018 66.4577 0.3367 0.440430315223 0.000e+00
central VELA02MRP 271111 2.447 2.69003690037 5 F160W 298.8436 0.0542 301.7290 0.0465 19.6879 0.0030 26.8893 0.0787 26.8893 0.0787 1.1324 0.0035 0.8432 0.0023 -78.0539 0.5709 0.423591354771 0.000e+00
central VELA02MRP 271111 2.447 2.69003690037 6 F160W 301.6444 0.0342 301.2995 0.0329 19.7203 0.0033 22.3757 0.0808 22.3757 0.0808 1.5169 0.0052 0.9393 0.0022 54.4936 1.7610 0.386912900781 0.000e+00
central VELA02MRP 271111 2.447 2.69003690037 7 F160W 298.0399 0.0502 300.2991 0.0417 19.7184 0.0028 28.0168 0.0719 28.0168 0.0719 1.0323 0.0030 0.7600 0.0017 -74.1852 0.3267 0.421720493262 0.000e+00
central VELA02MRP 271111 2.447 2.69003690037 8 F160W 298.1854 0.0516 300.3370 0.0428 19.7029 0.0028 27.8796 0.0745 27.8796 0.0745 1.0835 0.0033 0.7712 0.0018 -75.5828 0.3516 0.426004426276 0.000e+00
central VELA02MRP 272265 2.460 2.67647058824 0 F160W 300.1706 0.0521 302.3786 0.0470 19.7376 0.0034 24.7966 0.0822 24.7966 0.0822 1.3039 0.0041 0.9347 0.0024 -65.2066 1.5973 0.390815541546 0.000e+00
central VELA02MRP 272265 2.460 2.67647058824 1 F160W 300.4191 0.0620 301.6667 0.0436 19.6734 0.0029 29.7482 0.0843 29.7482 0.0843 1.1513 0.0039 0.6992 0.0018 74.3290 0.2455 0.383353903731 0.000e+00
central VELA02MRP 272265 2.460 2.67647058824 5 F160W 299.2947 0.0511 301.5783 0.0444 19.7119 0.0031 25.9780 0.0806 25.978 0.0806 1.2361 0.0038 0.8628 0.0023 -80.8147 0.6697 0.400200320572 0.000e+00
central VELA02MRP 272265 2.460 2.67647058824 6 F160W 302.3897 0.0383 301.3388 0.0441 19.7300 0.0033 24.0605 0.0812 24.0605 0.0812 1.4078 0.0045 0.8919 0.0021 29.3841 0.9580 0.378339717974 0.000e+00
central VELA02MRP 272265 2.460 2.67647058824 7 F160W 298.7829 0.0489 301.0898 0.0421 19.7204 0.0028 25.7616 0.0746 25.7616 0.0746 1.1853 0.0034 0.8284 0.0021 -81.4542 0.4922 0.41449992316 0.000e+00
central VELA02MRP 272265 2.460 2.67647058824 8 F160W 298.8426 0.0497 300.9805 0.0426 19.7070 0.0029 25.7835 0.0775 25.7835 0.0775 1.2314 0.0036 0.8233 0.0020 -84.8760 0.4641 0.414655707202 0.000e+00
central VELA02MRP 273826 2.487 2.6496350365 0 F160W 300.2604 0.0590 301.1129 0.0526 19.8227 0.0031 27.6381 0.0870 27.6381 0.087 1.2900 0.0039 0.9048 0.0021 68.0119 0.9350 0.331997586254 0.000e+00
central VELA02MRP 273826 2.487 2.6496350365 1 F160W 301.2134 0.0598 302.7429 0.0439 19.7939 0.0029 30.7638 0.0883 30.7638 0.0883 1.1676 0.0037 0.7042 0.0017 66.8923 0.2543 0.346326260155 0.000e+00
other VELA02MRP 273826 2.487 2.6496350365 1 F160W 7.2945 0.6625 231.9142 0.3560 23.3546 0.0302 26.5490 0.4155 26.549 0.4155 0.7139 0.0145 0.6755 0.0141 -4.8548 1.7836 0.945282541381 0.000e+00
central VELA02MRP 273826 2.487 2.6496350365 5 F160W 299.5583 0.0604 302.2939 0.0455 19.7826 0.0029 29.8489 0.0853 29.8489 0.0853 1.1946 0.0039 0.7344 0.0019 -88.5335 0.2892 0.341621583378 0.000e+00
central VELA02MRP 273826 2.487 2.6496350365 6 F160W 301.1689 0.0462 300.8666 0.0492 19.8135 0.0031 25.9800 0.0829 25.98 0.0829 1.3436 0.0041 0.9316 0.0019 26.4992 1.3636 0.328561311532 0.000e+00
central VELA02MRP 273826 2.487 2.6496350365 7 F160W 299.6604 0.0599 303.0662 0.0459 19.8222 0.0027 30.7881 0.0844 30.7881 0.0844 1.1308 0.0031 0.7339 0.0017 -87.6114 0.2575 0.362159416445 0.000e+00
central VELA02MRP 273826 2.487 2.6496350365 8 F160W 299.6598 0.0632 302.9818 0.0476 19.8370 0.0027 30.7833 0.0850 30.7833 0.085 1.0238 0.0029 0.7242 0.0017 -89.8620 0.2636 0.375324908093 0.000e+00
central VELA02MRP 275271 2.500 2.63636363636 0 F160W 300.0090 0.0641 300.2946 0.0581 19.8583 0.0031 29.0617 0.0869 29.0617 0.0869 1.2151 0.0038 0.9386 0.0023 -82.8038 1.5273 0.314703726782 0.000e+00
other VELA02MRP 275271 2.500 2.63636363636 1 F160W 2.2273 0.4387 280.7880 0.2021 21.7720 0.0180 28.5510 0.2281 28.551 0.2281 0.9808 0.0128 0.7880 0.0067 -53.6042 2.0390 0.711546292 0.000e+00
central VELA02MRP 275271 2.500 2.63636363636 1 F160W 300.3609 0.0596 301.2683 0.0430 19.8077 0.0030 29.9323 0.0881 29.9323 0.0881 1.2172 0.0041 0.7082 0.0017 68.9453 0.2741 0.313025841702 0.000e+00
central VELA02MRP 275271 2.500 2.63636363636 5 F160W 298.5427 0.0642 301.0074 0.0486 19.8305 0.0028 30.6200 0.0841 30.62 0.0841 1.1119 0.0036 0.7449 0.0019 -89.5811 0.3025 0.325462298009 0.000e+00
central VELA02MRP 275271 2.500 2.63636363636 6 F160W 300.1138 0.0446 301.0986 0.0501 19.8825 0.0031 27.9959 0.0858 27.9959 0.0858 1.2192 0.0038 0.9035 0.0020 29.5059 0.9757 0.319897846731 0.000e+00
central VELA02MRP 275271 2.500 2.63636363636 7 F160W 300.0714 0.0580 301.7342 0.0450 19.8503 0.0027 29.9547 0.0813 29.9547 0.0813 1.1660 0.0030 0.7661 0.0018 -85.8808 0.3068 0.332044145029 0.000e+00
central VELA02MRP 275271 2.500 2.63636363636 8 F160W 299.7787 0.0598 301.4828 0.0452 19.8539 0.0027 30.5091 0.0815 30.5091 0.0815 1.1161 0.0033 0.7388 0.0017 -86.6959 0.2767 0.339669357705 0.000e+00
central VELA02MRP 276613 2.527 2.61010830325 0 F160W 300.8470 0.0560 299.6430 0.0525 19.8060 0.0029 27.6556 0.0789 27.6556 0.0789 1.2895 0.0035 0.9434 0.0020 79.4276 1.5821 0.314083982607 0.000e+00
central VELA02MRP 276613 2.527 2.61010830325 1 F160W 299.5132 0.0561 301.1343 0.0415 19.8109 0.0028 29.2997 0.0811 29.2997 0.0811 1.1779 0.0037 0.7164 0.0016 68.7929 0.2618 0.334092194305 0.000e+00
other VELA02MRP 276613 2.527 2.61010830325 1 F160W -3.8644 1.4125 307.1245 0.4000 22.2515 0.0683 28.1574 0.2884 28.1574 0.2884 0.9446 0.0119 0.9003 0.0122 -29.7650 7.4620 0.795811631326 0.000e+00
central VELA02MRP 276613 2.527 2.61010830325 5 F160W 301.3834 0.0538 299.9282 0.0408 19.7813 0.0026 28.3276 0.0735 28.3276 0.0735 1.1747 0.0033 0.7520 0.0017 -86.1102 0.2920 0.331317617399 0.000e+00
central VELA02MRP 276613 2.527 2.61010830325 6 F160W 299.8862 0.0411 300.6632 0.0368 19.8138 0.0029 26.8981 0.0784 26.8981 0.0784 1.3331 0.0037 0.9069 0.0021 41.4192 0.9485 0.322011821361 0.000e+00
central VELA02MRP 276613 2.527 2.61010830325 7 F160W 301.8843 0.0518 300.8427 0.0375 19.8023 0.0025 28.5682 0.0715 28.5682 0.0715 1.1878 0.0031 0.7296 0.0017 -78.9244 0.2531 0.331106851945 0.000e+00
central VELA02MRP 276613 2.527 2.61010830325 8 F160W 301.8274 0.0527 300.6836 0.0379 19.8033 0.0026 28.7497 0.0729 28.7497 0.0729 1.1771 0.0030 0.7214 0.0017 -77.7264 0.2357 0.332416120661 0.000e+00
central VELA02MRP 278310 2.541 2.59712230216 0 F160W 301.0438 0.0576 300.7495 0.0506 19.8974 0.0028 28.8821 0.0796 28.8821 0.0796 1.1766 0.0037 0.8715 0.0017 -77.2459 0.6803 0.333028448697 0.000e+00
other VELA02MRP 278310 2.541 2.59712230216 1 F160W 58.6762 0.0866 351.7177 0.1513 21.2055 0.0064 34.7937 0.1552 34.7937 0.1552 0.6273 0.0073 0.5223 0.0025 -25.9309 0.2888 0.742498416585 0.000e+00
central VELA02MRP 278310 2.541 2.59712230216 1 F160W 300.2829 0.0707 298.1487 0.0491 19.8353 0.0033 29.8600 0.0981 29.86 0.0981 1.2036 0.0050 0.6860 0.0020 81.0269 0.2760 0.296632855275 0.000e+00
central VELA02MRP 278310 2.541 2.59712230216 5 F160W 301.8544 0.0523 297.8792 0.0405 19.8162 0.0025 28.7241 0.0708 28.7241 0.0708 1.1292 0.0030 0.7613 0.0016 84.0468 0.2816 0.334252207021 0.000e+00
central VELA02MRP 278310 2.541 2.59712230216 6 F160W 300.3451 0.0493 299.3249 0.0421 19.8744 0.0027 28.6083 0.0771 28.6083 0.0771 1.2822 0.0032 0.8632 0.0016 64.5978 0.5632 0.319879159042 0.000e+00
central VELA02MRP 278310 2.541 2.59712230216 7 F160W 301.4081 0.0484 297.8295 0.0352 19.8040 0.0023 28.4604 0.0652 28.4604 0.0652 1.1829 0.0028 0.7237 0.0015 89.7953 0.2202 0.312164288133 0.000e+00
central VELA02MRP 278310 2.541 2.59712230216 8 F160W 301.4961 0.0491 297.8549 0.0359 19.8109 0.0024 28.4570 0.0663 28.457 0.0663 1.1736 0.0028 0.7269 0.0016 89.5928 0.2276 0.316818024801 0.000e+00
central VELA02MRP 279867 2.568 2.57142857143 0 F160W 301.3771 0.0513 299.7319 0.0458 19.9470 0.0027 29.6042 0.0804 29.6042 0.0804 1.1259 0.0030 0.9302 0.0019 -43.0683 1.1145 0.325075705979 0.000e+00
other VELA02MRP 279867 2.568 2.57142857143 1 F160W -13.5713 1.2728 401.9176 0.3262 20.8799 0.1190 17.4813 0.5063 17.4813 0.5063 1.4199 0.0345 0.9191 0.0155 -69.7221 8.1218 0.47002068991 0.000e+00
central VELA02MRP 279867 2.568 2.57142857143 1 F160W 300.5851 0.0621 300.4426 0.0439 19.8827 0.0028 31.6936 0.0845 31.6936 0.0845 1.0974 0.0038 0.6915 0.0016 71.5221 0.2317 0.299456622485 0.000e+00
central VELA02MRP 279867 2.568 2.57142857143 5 F160W 301.4926 0.0512 299.2447 0.0424 19.8792 0.0024 28.8550 0.0687 28.855 0.0687 1.0618 0.0027 0.7921 0.0015 87.3188 0.3236 0.349258245713 0.000e+00
central VELA02MRP 279867 2.568 2.57142857143 6 F160W 300.3436 0.0493 299.7178 0.0394 19.9277 0.0026 30.4559 0.0798 30.4559 0.0798 1.1610 0.0032 0.8109 0.0016 49.6498 0.4088 0.313805026137 0.000e+00
central VELA02MRP 279867 2.568 2.57142857143 7 F160W 302.7157 0.0467 299.0005 0.0379 19.8540 0.0023 27.9198 0.0621 27.9198 0.0621 1.1490 0.0027 0.7937 0.0016 88.2147 0.3150 0.328465781793 0.000e+00
central VELA02MRP 279867 2.568 2.57142857143 8 F160W 302.2917 0.0458 298.8130 0.0380 19.8519 0.0023 28.0839 0.0640 28.0839 0.064 1.1831 0.0030 0.7925 0.0016 87.3513 0.3104 0.332155429129 0.000e+00
central VELA02MRP 282074 2.595 2.54609929078 0 F160W 300.4115 0.0471 300.0821 0.0507 19.9435 0.0029 29.3894 0.0856 29.3894 0.0856 1.2240 0.0033 0.9198 0.0017 -23.4757 1.0350 0.305920773276 0.000e+00
other VELA02MRP 282074 2.595 2.54609929078 1 F160W 52.8252 0.0869 357.8619 0.1641 21.2735 0.0066 37.1820 0.1776 37.182 0.1776 0.6492 0.0063 0.4490 0.0025 -14.5388 0.2001 0.650256486582 0.000e+00
central VELA02MRP 282074 2.595 2.54609929078 1 F160W 300.1722 0.0709 299.1014 0.0515 19.9056 0.0034 28.6324 0.0948 28.6324 0.0948 1.1855 0.0045 0.7329 0.0022 80.0232 0.3560 0.278310124309 0.000e+00
central VELA02MRP 282074 2.595 2.54609929078 5 F160W 300.8683 0.0504 298.5041 0.0400 19.8811 0.0025 28.1647 0.0713 28.1647 0.0713 1.2404 0.0030 0.7816 0.0017 84.2691 0.3168 0.287839709865 0.000e+00
central VELA02MRP 282074 2.595 2.54609929078 6 F160W 300.3547 0.0506 299.1825 0.0417 19.9217 0.0027 28.1952 0.0769 28.1952 0.0769 1.2848 0.0033 0.8422 0.0019 68.1417 0.4795 0.28952662175 0.000e+00
central VELA02MRP 282074 2.595 2.54609929078 7 F160W 301.4244 0.0489 298.2941 0.0395 19.8724 0.0024 27.1247 0.0655 27.1247 0.0655 1.1465 0.0025 0.8102 0.0018 -89.4203 0.3842 0.298017471641 0.000e+00
central VELA02MRP 282074 2.595 2.54609929078 8 F160W 301.3269 0.0489 298.3154 0.0391 19.8687 0.0025 27.2943 0.0668 27.2943 0.0668 1.1963 0.0028 0.8021 0.0018 89.0612 0.3677 0.29819737635 0.000e+00
central VELA02MRP 283767 2.622 2.52112676056 0 F160W 300.9667 0.0574 302.5943 0.0601 19.9435 0.0030 27.8660 0.0830 27.866 0.083 1.1491 0.0034 0.9616 0.0019 3.5266 2.4005 0.300976255383 0.000e+00
other VELA02MRP 283767 2.622 2.52112676056 1 F160W 25.8206 0.0860 343.0636 0.1570 21.2404 0.0066 33.7442 0.1951 33.7442 0.1951 0.9212 0.0076 0.5277 0.0030 -20.9332 0.3670 0.653872494021 0.000e+00
central VELA02MRP 283767 2.622 2.52112676056 1 F160W 301.6826 0.0751 300.7934 0.0537 19.9328 0.0034 29.5582 0.0962 29.5582 0.0962 1.0307 0.0038 0.7180 0.0021 75.3058 0.3192 0.289026856119 0.000e+00
central VELA02MRP 283767 2.622 2.52112676056 5 F160W 300.1699 0.0520 301.3476 0.0446 19.8899 0.0027 27.4511 0.0748 27.4511 0.0748 1.2090 0.0034 0.8199 0.0019 78.9799 0.4419 0.290379288051 0.000e+00
central VELA02MRP 283767 2.622 2.52112676056 6 F160W 302.4921 0.0541 301.3286 0.0466 19.9082 0.0029 27.9601 0.0795 27.9601 0.0795 1.2666 0.0036 0.8781 0.0022 67.6144 0.7310 0.2909593695 0.000e+00
central VELA02MRP 283767 2.622 2.52112676056 7 F160W 299.7412 0.0532 301.1140 0.0396 19.8629 0.0026 28.4539 0.0729 28.4539 0.0729 1.2035 0.0031 0.7421 0.0018 85.1520 0.2735 0.293595751005 0.000e+00
central VELA02MRP 283767 2.622 2.52112676056 8 F160W 299.9199 0.0529 301.2126 0.0393 19.8738 0.0026 28.2456 0.0720 28.2456 0.072 1.1791 0.0029 0.7374 0.0017 82.9412 0.2615 0.286355561487 0.000e+00
central VELA02MRP 285338 2.636 2.50877192982 0 F160W 300.3563 0.0461 300.8716 0.0437 19.9367 0.0030 28.3884 0.0835 28.3884 0.0835 1.2020 0.0036 0.9726 0.0021 -49.2591 3.4564 0.299161277811 0.000e+00
other VELA02MRP 285338 2.636 2.50877192982 1 F160W 10.0167 0.1111 363.1353 0.1194 21.1638 0.0067 33.8775 0.1672 33.8775 0.1672 0.9452 0.0056 0.5614 0.0036 -21.9616 0.4100 0.624365638267 0.000e+00
central VELA02MRP 285338 2.636 2.50877192982 1 F160W 300.1373 0.0644 302.5216 0.0481 19.8734 0.0032 29.0646 0.0892 29.0646 0.0892 1.1349 0.0042 0.7375 0.0021 70.6100 0.3341 0.289265113548 0.000e+00
