galfit result file run on 08-14-2014
type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) py(pixels) mag rad(pixels) rad(kpc) sersicIndex(n) b/a angle(deg) sky
central VELA02 460 5.259 1.17391304348 5 F160W 33.0068 32.5801 22.2300 5.1574 2.59635818083 0.7228 0.8222 -67.7078 9.866e-04
central VELA02 460 5.259 1.17391304348 6 F160W 33.3510 32.7833 22.1761 6.1378 3.08991492657 0.7454 0.6452 58.6440 8.475e-04
central VELA02 460 5.259 1.17391304348 7 F160W 32.8334 32.4466 22.3328 5.9300 2.98530344986 0.6435 0.6223 -77.0878 9.546e-04
central VELA02 460 5.259 1.17391304348 8 F160W 32.8291 32.3782 22.3045 5.9195 2.9800174994 0.7159 0.6219 -73.7113 9.242e-04
central VELA02 470 5.419 1.12765957447 0 F160W 34.1289 33.8784 21.9959 5.2436 2.62145086215 0.8009 0.9729 -27.7981 6.234e-04
central VELA02 470 5.419 1.12765957447 1 F160W 33.8530 34.1306 22.3524 6.1364 3.0677914163 0.6120 0.4746 -82.1904 6.080e-04
central VELA02 470 5.419 1.12765957447 5 F160W 34.2437 33.9141 22.1296 5.4361 2.7176880448 0.7872 0.6251 81.3727 5.669e-04
central VELA02 470 5.419 1.12765957447 6 F160W 34.2956 34.0322 22.0774 5.4794 2.73933516173 0.7768 0.6933 84.7058 5.238e-04
central VELA02 470 5.419 1.12765957447 7 F160W 34.1877 33.8930 22.2760 5.7151 2.85716946797 0.8684 0.5135 86.8362 4.956e-04
central VELA02 470 5.419 1.12765957447 8 F160W 34.1942 33.8408 22.2457 5.5954 2.79732743803 0.8566 0.5339 84.9981 4.945e-04
other VELA02 480 5.580 1.08333333333 0 F160W 35.1021 34.7083 21.8500 5.3927 2.67521113593 0.6686 0.9699 19.1683 7.742e-04
central VELA02 480 5.580 1.08333333333 0 F160W 69.3839 54.3223 24.7081 2.8027 1.39036368622 1.2992 0.6459 -76.2291 7.742e-04
other VELA02 480 5.580 1.08333333333 0 F160W -1.761e-03 54.5022 25.6966 0.0185 0.00917748178364 4.8370 0.1952 -34.2558 7.742e-04
central VELA02 480 5.580 1.08333333333 1 F160W 34.6266 35.0984 22.2300 5.9257 2.93962182732 0.6493 0.4672 -88.0237 8.053e-04
