galfit result file run on 08-14-2014
type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) py(pixels) mag rad(pixels) rad(kpc) sersicIndex(n) b/a angle(deg) sky
disk VELA28MRP 217336 1.764 3.60117053778 6 F160W 310.0729 303.8116 22.9783 41.9123 5.0108669388 1.0000 0.3165 -67.9067 0.000e+00
bulge VELA28MRP 217336 1.764 3.60117053778 6 F160W 304.3064 304.3579 24.8756 5.2481 0.6274418436 0.4431 0.5432 -44.9506 0.000e+00
disk VELA28MRP 217336 1.764 3.60117053778 7 F160W 309.2927 303.0551 22.9347 35.0183 4.1866478748 1.0000 0.4216 85.7860 0.000e+00
bulge VELA28MRP 217336 1.764 3.60117053778 7 F160W 302.8836 300.9197 24.9002 5.0658 0.6056467848 0.9461 0.8087 -59.2214 0.000e+00
other VELA28MRP 220283 1.799 3.53961494986 0 F160W 376.5659 341.9270 24.2828 27.7604 3.3189223824 0.1732 0.1664 -39.2993 0.000e+00
disk VELA28MRP 220283 1.799 3.53961494986 0 F160W 322.2667 310.5209 24.2645 54.7956 6.5511427536 1.0000 0.0592 -68.8074 0.000e+00
bulge VELA28MRP 220283 1.799 3.53961494986 0 F160W 309.4450 305.2935 23.7565 49.3901 5.9048827956 0.6036 0.2167 -78.5705 0.000e+00
disk VELA28MRP 220283 1.799 3.53961494986 1 F160W 313.5357 302.8682 23.4005 43.5377 5.2051932612 1.0000 0.3331 -87.9521 0.000e+00
other VELA28MRP 220283 1.799 3.53961494986 1 F160W 432.7201 547.1883 23.2338 4.8673 0.5819149188 0.8489 0.7498 -47.9264 0.000e+00
bulge VELA28MRP 220283 1.799 3.53961494986 1 F160W 305.2543 301.6813 23.5118 24.6688 2.9493030528 1.6951 0.7663 -84.3475 0.000e+00
disk VELA28MRP 220283 1.799 3.53961494986 5 F160W 328.7339 295.1602 22.6888 76.0353 9.0904763268 1.0000 0.1636 77.5023 0.000e+00
bulge VELA28MRP 220283 1.799 3.53961494986 5 F160W 379.3817 363.0536 25.7869 0.0152 0.0018172512 4.8182 0.0539 45.1225 0.000e+00
disk VELA28MRP 220283 1.799 3.53961494986 6 F160W 329.5966 302.6716 22.7720 77.9375 9.31789575 1.0000 0.1978 -87.3337 0.000e+00
other VELA28MRP 220283 1.799 3.53961494986 6 F160W 451.6741 350.8849 27.4103 10.9905 1.313980218 0.4780 0.3681 76.6101 0.000e+00
bulge VELA28MRP 220283 1.799 3.53961494986 6 F160W 294.3370 304.4072 25.9504 10.3278 1.2347504568 0.5991 0.3861 84.8195 0.000e+00
other VELA28MRP 220283 1.799 3.53961494986 8 F160W 353.8137 261.2784 24.2920 10.9413 1.3080980628 0.4258 0.3749 57.8589 0.000e+00
disk VELA28MRP 220283 1.799 3.53961494986 8 F160W 326.6970 283.0298 26.3184 64.9707 7.7676370092 1.0000 0.0163 57.5161 0.000e+00
bulge VELA28MRP 220283 1.799 3.53961494986 8 F160W 308.4102 296.4743 23.2702 44.2956 5.2958047536 0.9204 0.2403 68.0062 0.000e+00
disk VELA28MRP 222748 1.829 3.48937813134 0 F160W 250.0433 282.5796 23.4060 23.4781 2.8069477236 1.0000 0.2381 -64.2530 0.000e+00
bulge VELA28MRP 222748 1.829 3.48937813134 0 F160W 250.7419 283.7305 23.5353 206.2471 24.6580782876 10.8199 0.9415 -22.0288 0.000e+00
disk VELA28MRP 222748 1.829 3.48937813134 1 F160W 309.5412 314.4665 23.5290 23.7196 2.8358204976 1.0000 0.4856 -39.6346 0.000e+00
other VELA28MRP 222748 1.829 3.48937813134 1 F160W 394.8043 536.6512 22.7717 3.4954 0.4178960424 1.4434 0.7391 51.1675 0.000e+00
bulge VELA28MRP 222748 1.829 3.48937813134 1 F160W 310.7852 320.8100 23.3949 23.1050 2.76234138 2.5084 0.3402 -26.3552 0.000e+00
disk VELA28MRP 222748 1.829 3.48937813134 5 F160W 343.8148 298.4044 25.0528 8.3607 0.9995718492 1.0000 0.2530 -87.2855 0.000e+00
bulge VELA28MRP 222748 1.829 3.48937813134 5 F160W 347.6963 295.5360 22.5423 64.5868 7.7217394608 3.2660 0.4191 89.0594 0.000e+00
disk VELA28MRP 222748 1.829 3.48937813134 6 F160W 352.7688 316.5822 23.4897 42.8784 5.1263699904 1.0000 0.1694 -67.6679 0.000e+00
bulge VELA28MRP 222748 1.829 3.48937813134 6 F160W 357.8795 321.6991 23.7752 24.4291 2.9206454796 3.9685 0.4782 -62.1136 0.000e+00
disk VELA28MRP 222748 1.829 3.48937813134 7 F160W 329.3061 270.0526 25.9225 5.1752 0.6187262112 1.0000 0.1677 -54.1157 0.000e+00
bulge VELA28MRP 222748 1.829 3.48937813134 7 F160W 327.2081 273.5585 22.7085 39.3630 4.706082828 2.4651 0.3068 39.0290 0.000e+00
disk VELA28MRP 222748 1.829 3.48937813134 8 F160W 331.9476 277.4756 24.8270 9.4573 1.1306769588 1.0000 0.2396 54.0912 0.000e+00
bulge VELA28MRP 222748 1.829 3.48937813134 8 F160W 333.2785 273.9172 22.4339 77.6427 9.2826506412 3.7308 0.4094 42.7243 0.000e+00
other VELA28MRP 224919 1.856 3.44604502065 0 F160W 650.0422 417.9897 28.1797 223545.3906 26726.1927186 0.9066 0.2021 -83.9819 0.000e+00
disk VELA28MRP 224919 1.856 3.44604502065 0 F160W 248.4613 280.1995 22.9528 46.5775 5.56861959 1.0000 0.1578 -54.1883 0.000e+00
other VELA28MRP 224919 1.856 3.44604502065 0 F160W 224.2921 263.9163 24.0400 10.2449 1.2248392644 2.1041 0.6912 46.5984 0.000e+00
bulge VELA28MRP 224919 1.856 3.44604502065 0 F160W 246.8192 278.9107 22.7996 77.5487 9.2714123772 5.3329 0.8351 -13.7217 0.000e+00
disk VELA28MRP 224919 1.856 3.44604502065 1 F160W 310.3422 310.5238 22.3322 25.7701 3.0809700756 1.0000 0.3956 -52.5451 0.000e+00
other VELA28MRP 224919 1.856 3.44604502065 1 F160W 362.3591 554.3448 23.0192 14.1473 1.6913945988 2.1701 0.6545 63.6206 0.000e+00
bulge VELA28MRP 224919 1.856 3.44604502065 1 F160W 311.4388 309.8972 25.9734 91.6380 10.955872728 19.7285 0.0477 58.4996 0.000e+00
other VELA28MRP 224919 1.856 3.44604502065 5 F160W 363.2809 294.2237 24.4725 5.3451 0.6390387756 1.0496 0.5177 82.5147 0.000e+00
disk VELA28MRP 224919 1.856 3.44604502065 5 F160W 350.2722 286.3912 24.7130 4.5448 0.5433581088 1.0000 0.6239 -49.3084 0.000e+00
bulge VELA28MRP 224919 1.856 3.44604502065 5 F160W 339.2971 293.4760 22.5389 39.6469 4.7400247764 1.9451 0.3473 69.5286 0.000e+00
disk VELA28MRP 224919 1.856 3.44604502065 6 F160W 365.4500 315.9379 22.4058 45.7319 5.4675230364 1.0000 0.1939 -61.9933 0.000e+00
bulge VELA28MRP 224919 1.856 3.44604502065 6 F160W 366.8972 309.3708 26.7014 4617.0229 551.992789832 17.3043 0.0363 39.8232 0.000e+00
disk VELA28MRP 224919 1.856 3.44604502065 7 F160W 327.3239 269.0563 23.3056 24.1485 2.887098066 1.0000 0.2233 26.3822 0.000e+00
bulge VELA28MRP 224919 1.856 3.44604502065 7 F160W 328.6769 262.0767 22.7282 32.6609 3.9048065604 3.4098 0.6258 43.1347 0.000e+00
other VELA28MRP 224919 1.856 3.44604502065 8 F160W 264.6164 237.4154 21.2609 8460.6162 1011.51743041 4.5537 0.0636 -20.3293 0.000e+00
disk VELA28MRP 224919 1.856 3.44604502065 8 F160W 337.9307 265.0798 24.5399 6.7415 0.805986774 1.0000 0.3564 61.1054 0.000e+00
bulge VELA28MRP 224919 1.856 3.44604502065 8 F160W 331.5505 267.7878 22.5408 30.1777 3.6079251012 1.8534 0.3755 17.6279 0.000e+00
other VELA28MRP 227217 1.884 3.40107914461 0 F160W 522.4908 236.7265 27.7158 13.2066 1.5789282696 0.9609 0.5413 36.2708 0.000e+00
disk VELA28MRP 227217 1.884 3.40107914461 0 F160W 266.4074 293.5701 22.8362 61.5820 7.362497592 1.0000 0.1720 -65.7868 0.000e+00
other VELA28MRP 227217 1.884 3.40107914461 0 F160W 220.1536 268.6822 23.4545 12.9097 1.5434320932 1.9094 0.5433 -39.9691 0.000e+00
bulge VELA28MRP 227217 1.884 3.40107914461 0 F160W 271.6539 298.8878 24.9265 11.9175 1.42480863 2.8754 0.3916 -70.4504 0.000e+00
other VELA28MRP 227217 1.884 3.40107914461 1 F160W 343.0492 500.3447 23.4768 15.2044 1.8177772464 2.0032 0.5529 80.9203 0.000e+00
disk VELA28MRP 227217 1.884 3.40107914461 1 F160W 288.6594 314.6279 22.6213 39.6954 4.7458232424 1.0000 0.2214 5.7852 0.000e+00
bulge VELA28MRP 227217 1.884 3.40107914461 1 F160W 287.1831 308.7576 23.3019 27.6806 3.3093818136 3.9718 0.6877 76.1330 0.000e+00
disk VELA28MRP 227217 1.884 3.40107914461 5 F160W 346.3260 269.4276 22.5242 52.0807 6.2265601692 1.0000 0.2134 49.5197 0.000e+00
bulge VELA28MRP 227217 1.884 3.40107914461 5 F160W 351.7701 264.8978 24.0169 5.2228 0.6244170768 0.8631 0.7748 -8.2345 0.000e+00
other VELA28MRP 227217 1.884 3.40107914461 6 F160W 384.3843 340.1982 23.9963 11.7758 1.4078675448 0.1147 0.3504 -21.4364 0.000e+00
disk VELA28MRP 227217 1.884 3.40107914461 6 F160W 333.4036 310.3876 22.9555 59.2532 7.0840755792 1.0000 0.1310 -71.7867 0.000e+00
bulge VELA28MRP 227217 1.884 3.40107914461 6 F160W 328.1708 310.5039 22.0420 3859.7261 461.453413612 15.2975 0.2315 88.4988 0.000e+00
disk VELA28MRP 227217 1.884 3.40107914461 7 F160W 298.1851 274.5165 22.9430 47.4189 5.6692140084 1.0000 0.2448 -19.7207 0.000e+00
other VELA28MRP 227217 1.884 3.40107914461 7 F160W 283.0630 250.4928 23.6509 7.0064 0.8376571584 0.7635 0.6349 60.8871 0.000e+00
bulge VELA28MRP 227217 1.884 3.40107914461 7 F160W 303.7401 279.6955 24.0189 25.7405 3.077431218 2.4629 0.2772 -3.3189 0.000e+00
disk VELA28MRP 227217 1.884 3.40107914461 8 F160W 295.4728 252.8940 23.0342 37.5612 4.4906668272 1.0000 0.1752 -23.1681 0.000e+00
bulge VELA28MRP 227217 1.884 3.40107914461 8 F160W 295.4260 247.6329 23.0212 22.1701 2.6505684756 3.3990 0.5740 61.8969 0.000e+00
disk VELA28MRP 229686 1.915 3.35376992938 0 F160W 304.5618 277.3578 22.7487 90.6924 10.8428205744 1.0000 0.1659 0.4673 0.000e+00
other VELA28MRP 229686 1.915 3.35376992938 0 F160W 101.4699 583.4076 23.8674 16.1110 1.926166716 1.0293 0.3637 -12.7199 0.000e+00
bulge VELA28MRP 229686 1.915 3.35376992938 0 F160W 302.9325 280.8515 23.7929 78.6307 9.4007719692 4.1574 0.2549 28.1806 0.000e+00
other VELA28MRP 229686 1.915 3.35376992938 1 F160W 355.1082 382.3263 23.6856 18.1151 2.1657688956 1.2737 0.4099 -60.3925 0.000e+00
disk VELA28MRP 229686 1.915 3.35376992938 1 F160W 284.5355 302.7951 22.8165 73.8164 8.8251935184 1.0000 0.2168 77.2850 0.000e+00
bulge VELA28MRP 229686 1.915 3.35376992938 1 F160W 289.6178 296.4228 24.1316 12.9661 1.5501750516 0.6736 0.3889 -66.7022 0.000e+00
other VELA28MRP 229686 1.915 3.35376992938 5 F160W 599.4174 454.9342 24.5027 71.7508 8.5782386448 2.2416 0.2974 5.0404 0.000e+00
disk VELA28MRP 229686 1.915 3.35376992938 5 F160W 281.7348 281.4679 22.6298 70.3965 8.416323954 1.0000 0.1965 -41.5199 0.000e+00
bulge VELA28MRP 229686 1.915 3.35376992938 5 F160W 296.9163 286.9874 24.7592 13.4951 1.6134201756 0.0753 0.7171 29.4835 0.000e+00
disk VELA28MRP 229686 1.915 3.35376992938 6 F160W 315.4283 307.1397 22.8665 100.6303 12.0309561468 1.0000 0.1443 -70.4007 0.000e+00
bulge VELA28MRP 229686 1.915 3.35376992938 6 F160W 319.0147 301.2932 24.0142 20.7161 2.4767340516 1.5840 0.4310 -86.8774 0.000e+00
disk VELA28MRP 229686 1.915 3.35376992938 7 F160W 288.4155 296.3484 22.8355 47.0486 5.6249424216 1.0000 0.2892 -77.1771 0.000e+00
other VELA28MRP 229686 1.915 3.35376992938 7 F160W 240.5361 276.6825 24.2504 41.8814 5.0071726584 3.9834 0.1316 -29.6802 0.000e+00
bulge VELA28MRP 229686 1.915 3.35376992938 7 F160W 286.1427 289.2495 25.4589 8.9914 1.0749758184 1.2906 0.3777 -81.6216 0.000e+00
other VELA28MRP 229686 1.915 3.35376992938 8 F160W 227.6225 413.1182 27.8661 8.125e-03 0.0009713925 9.9225 0.0574 -41.1802 0.000e+00
disk VELA28MRP 229686 1.915 3.35376992938 8 F160W 283.4434 292.9111 22.5695 57.2146 6.8403487176 1.0000 0.2438 -70.0472 0.000e+00
bulge VELA28MRP 229686 1.915 3.35376992938 8 F160W 284.9501 288.4525 25.1863 28.0511 3.3536773116 3.8678 0.2373 65.6387 0.000e+00
disk VELA28MRP 232158 1.945 3.30741133194 0 F160W 296.7974 300.0633 22.9252 35.1104 4.1976589824 1.0000 0.3794 -31.0067 0.000e+00
other VELA28MRP 232158 1.945 3.30741133194 0 F160W 282.5500 438.4248 22.9488 27.4408 3.2807122848 2.4842 0.7153 -85.2556 0.000e+00
bulge VELA28MRP 232158 1.945 3.30741133194 0 F160W 301.4748 305.6251 24.5108 24.6301 2.9446762356 5.9461 0.6010 27.3101 0.000e+00
other VELA28MRP 232158 1.945 3.30741133194 1 F160W 379.0135 554.5562 23.4858 26.0613 3.1157847828 1.6852 0.3467 -30.8788 0.000e+00
disk VELA28MRP 232158 1.945 3.30741133194 1 F160W 301.7998 305.7254 23.1590 30.5493 3.6523521108 1.0000 0.2754 -42.2650 0.000e+00
bulge VELA28MRP 232158 1.945 3.30741133194 1 F160W 249.0446 261.1929 23.9733 57.0549 6.8212556244 0.0449 0.3084 -66.4753 0.000e+00
disk VELA28MRP 232158 1.945 3.30741133194 5 F160W 303.9717 299.2430 22.8384 44.5955 5.331659598 1.0000 0.3033 5.0936 0.000e+00
other VELA28MRP 232158 1.945 3.30741133194 5 F160W 373.3182 571.4822 23.9444 15.3999 1.8411504444 1.2375 0.3865 26.6828 0.000e+00
bulge VELA28MRP 232158 1.945 3.30741133194 5 F160W 300.8708 309.2572 24.1842 33.0095 3.946483782 4.4388 0.6054 -23.7896 0.000e+00
other VELA28MRP 232158 1.945 3.30741133194 6 F160W 214.6932 577.2085 23.5838 20.9743 2.5076034108 1.5450 0.3929 45.0281 0.000e+00
disk VELA28MRP 232158 1.945 3.30741133194 6 F160W 304.7047 299.7781 22.8934 42.1902 5.0440915512 1.0000 0.2886 43.1696 0.000e+00
bulge VELA28MRP 232158 1.945 3.30741133194 6 F160W 296.1357 309.0907 25.5808 5.7096 0.6826169376 2.4811 0.5931 -10.1749 0.000e+00
disk VELA28MRP 232158 1.945 3.30741133194 7 F160W 302.1944 297.5441 23.1082 34.4775 4.12199199 1.0000 0.3472 -18.9579 0.000e+00
other VELA28MRP 232158 1.945 3.30741133194 7 F160W 413.4286 555.2952 23.6999 18.0593 2.1590976708 1.4968 0.4235 18.8553 0.000e+00
bulge VELA28MRP 232158 1.945 3.30741133194 7 F160W 302.8368 308.3982 23.6778 41.1599 4.9209130044 2.6522 0.3614 -28.0174 0.000e+00
disk VELA28MRP 232158 1.945 3.30741133194 8 F160W 298.0283 297.5493 22.7148 54.6529 6.5340821124 1.0000 0.2496 -19.8940 0.000e+00
other VELA28MRP 232158 1.945 3.30741133194 8 F160W 408.2957 557.7118 23.7101 18.3213 2.1904213428 1.4975 0.4110 20.3420 0.000e+00
bulge VELA28MRP 232158 1.945 3.30741133194 8 F160W 304.3214 298.3737 24.6499 13.0982 1.5659683992 0.3115 0.2832 8.4973 0.000e+00
disk VELA28MRP 235169 1.983 3.25226113986 0 F160W 306.6893 298.7843 23.8630 61.6021 7.3649006676 1.0000 0.1768 78.0527 0.000e+00
other VELA28MRP 235169 1.983 3.25226113986 0 F160W 498.0914 254.4389 23.2276 42.4879 5.0796833724 1.6773 0.2410 -60.0902 0.000e+00
bulge VELA28MRP 235169 1.983 3.25226113986 0 F160W 301.5611 301.4493 23.2220 40.5186 4.8442417416 2.3501 0.3861 -78.3009 0.000e+00
bulge VELA28MRP 235169 1.983 3.25226113986 1 F160W 331.1202 280.8466 24.7009 19.4667 2.3273607852 0.2621 0.5703 22.1085 0.000e+00
disk VELA28MRP 235169 1.983 3.25226113986 1 F160W 297.1151 302.1229 23.2991 15.5949 1.8644638644 1.0000 0.6193 40.4535 0.000e+00
other VELA28MRP 235169 1.983 3.25226113986 1 F160W 240.2690 364.4903 23.3403 27.1901 3.2507395956 1.4519 0.3630 89.4115 0.000e+00
other VELA28MRP 235169 1.983 3.25226113986 1 F160W 244.3382 328.5720 24.4410 57.3501 6.8565485556 0.0346 0.1715 62.3373 0.000e+00
disk VELA28MRP 235169 1.983 3.25226113986 5 F160W 298.0847 298.8009 22.8163 60.4938 7.2323967528 1.0000 0.3040 -16.0990 0.000e+00
other VELA28MRP 235169 1.983 3.25226113986 5 F160W 220.3430 133.7111 23.2319 41.6377 4.9780368612 1.7598 0.2507 19.8817 0.000e+00
bulge VELA28MRP 235169 1.983 3.25226113986 5 F160W 301.4098 297.2025 24.9611 5.9667 0.7133547852 0.3928 0.5920 2.8206 0.000e+00
other VELA28MRP 235169 1.983 3.25226113986 6 F160W 501.1579 376.8943 23.2943 27.8282 3.3270282792 1.3526 0.3424 -63.7852 0.000e+00
disk VELA28MRP 235169 1.983 3.25226113986 6 F160W 302.5190 299.6994 22.9613 52.9929 6.3356191524 1.0000 0.2889 -62.3464 0.000e+00
bulge VELA28MRP 235169 1.983 3.25226113986 6 F160W 303.8775 303.7338 25.4498 7.7750 0.9295479 0.0909 0.3122 -38.0771 0.000e+00
disk VELA28MRP 235169 1.983 3.25226113986 7 F160W 296.7149 298.9114 22.8593 54.4739 6.5126815884 1.0000 0.3028 -66.2945 0.000e+00
other VELA28MRP 235169 1.983 3.25226113986 7 F160W 129.2874 247.9960 23.2366 35.4043 4.2327964908 1.7539 0.3131 -16.5026 0.000e+00
bulge VELA28MRP 235169 1.983 3.25226113986 7 F160W 300.7792 299.6288 24.6929 8.8007 1.0521764892 1.7679 0.5658 -74.3848 0.000e+00
disk VELA28MRP 235169 1.983 3.25226113986 8 F160W 296.6079 298.7770 23.0075 56.7071 6.7796740476 1.0000 0.2748 -61.1424 0.000e+00
other VELA28MRP 235169 1.983 3.25226113986 8 F160W 133.4432 235.0787 23.2293 37.1036 4.4359580016 1.7841 0.2979 -13.5039 0.000e+00
bulge VELA28MRP 235169 1.983 3.25226113986 8 F160W 300.9967 299.7525 24.1072 16.7592 2.0036629152 2.8296 0.5787 -67.2457 0.000e+00
disk VELA28MRP 237859 2.017 3.20417137884 0 F160W 361.8593 258.6917 22.0145 167.6680 20.045715408 1.0000 0.0789 58.8835 0.000e+00
bulge VELA28MRP 237859 2.017 3.20417137884 0 F160W 350.4572 263.2766 22.7220 869.2828 103.927974437 0.0350 0.0919 -32.7900 0.000e+00
other VELA28MRP 237859 2.017 3.20417137884 1 F160W 244.9113 353.9915 23.2377 12.7881 1.5288940836 0.3560 0.7375 -56.3123 0.000e+00
disk VELA28MRP 237859 2.017 3.20417137884 1 F160W 302.0001 300.5913 23.8216 28.1216 3.3621060096 1.0000 0.3657 -67.3085 0.000e+00
bulge VELA28MRP 237859 2.017 3.20417137884 1 F160W 305.8493 296.6317 22.9780 52.8695 6.320865942 1.8900 0.4958 57.9067 0.000e+00
disk VELA28MRP 237859 2.017 3.20417137884 5 F160W 316.9670 246.7412 21.9402 97.1784 11.6182607904 1.0000 0.1753 18.0084 0.000e+00
bulge VELA28MRP 237859 2.017 3.20417137884 5 F160W 312.8677 247.1330 35.8487 19777.5859 2364.52905986 3.1645 0.0807 -28.2805 0.000e+00
disk VELA28MRP 237859 2.017 3.20417137884 6 F160W 302.1849 299.6151 23.8607 83.9255 10.033797078 1.0000 0.1157 84.2243 0.000e+00
other VELA28MRP 237859 2.017 3.20417137884 6 F160W 435.1042 357.3476 23.3270 17.7223 2.1188072988 0.2076 0.4888 67.5040 0.000e+00
bulge VELA28MRP 237859 2.017 3.20417137884 6 F160W 295.5426 294.6880 22.9460 89.7131 10.7257393836 2.0013 0.2876 -70.8659 0.000e+00
disk VELA28MRP 237859 2.017 3.20417137884 7 F160W 263.6021 268.4960 21.6230 85.8314 10.2616588584 1.0000 0.1870 -44.3863 0.000e+00
bulge VELA28MRP 237859 2.017 3.20417137884 7 F160W 260.7950 24.2287 35.6161 5187.3115 620.174213694 0.5236 0.1887 -39203924606976.0000 0.000e+00
disk VELA28MRP 237859 2.017 3.20417137884 8 F160W 267.1728 262.6017 21.8391 85.7058 10.2466426248 1.0000 0.1783 -36.5661 0.000e+00
bulge VELA28MRP 237859 2.017 3.20417137884 8 F160W 276.3121 263.0577 32.7788 24043.6758 2874.56570394 3.2737 0.0585 -31.8230 0.000e+00
disk VELA28MRP 240246 2.047 3.16240020646 0 F160W 286.4578 310.3758 22.5019 131.9835 15.779419326 1.0000 0.0720 54.7669 0.000e+00
other VELA28MRP 240246 2.047 3.16240020646 0 F160W 370.1250 271.6039 23.0351 21.5163 2.5724027628 0.0795 0.4223 25.4622 0.000e+00
bulge VELA28MRP 240246 2.047 3.16240020646 0 F160W 302.1603 320.4695 23.3466 72.3133 8.6454888948 0.0413 0.1955 64.3698 0.000e+00
other VELA28MRP 240246 2.047 3.16240020646 1 F160W 241.3389 385.6428 22.4568 15.2655 1.825082118 2.3271 0.8952 -64.5236 0.000e+00
disk VELA28MRP 240246 2.047 3.16240020646 1 F160W 319.2879 306.2448 21.8354 47.9341 5.7308092596 1.0000 0.3362 -79.3747 0.000e+00
bulge VELA28MRP 240246 2.047 3.16240020646 1 F160W 320.0893 309.6878 33.5512 8385.3584 1002.51990887 2.3116 0.9310 16.6648 0.000e+00
disk VELA28MRP 240246 2.047 3.16240020646 5 F160W 306.4578 315.7333 21.5490 79.9997 9.5644441332 1.0000 0.3832 31.1042 0.000e+00
other VELA28MRP 240246 2.047 3.16240020646 5 F160W 343.0389 321.1743 23.5606 12.4600 1.48966776 0.4003 0.5303 38.5792 0.000e+00
bulge VELA28MRP 240246 2.047 3.16240020646 5 F160W 300.0211 312.8009 34.6626 3718.0603 444.516417227 2.7862 0.5767 -15.4913 0.000e+00
disk VELA28MRP 240246 2.047 3.16240020646 6 F160W 267.9552 302.5679 22.2705 105.9491 12.6668505996 1.0000 0.1605 89.5508 0.000e+00
other VELA28MRP 240246 2.047 3.16240020646 6 F160W 357.3626 395.6403 22.5747 28.0717 3.3561401652 1.3402 0.4014 74.5037 0.000e+00
bulge VELA28MRP 240246 2.047 3.16240020646 6 F160W 266.5616 324.9004 34.0326 48938.7500 5850.921195 8.7662 0.0847 -8.5349 0.000e+00
disk VELA28MRP 240246 2.047 3.16240020646 7 F160W 287.6198 309.7512 25.0521 9.8155 1.173501918 1.0000 0.3528 57.7652 0.000e+00
other VELA28MRP 240246 2.047 3.16240020646 7 F160W 313.3365 337.7325 22.1235 39.7769 4.7555670564 0.7769 0.1885 -22.1401 0.000e+00
bulge VELA28MRP 240246 2.047 3.16240020646 7 F160W 282.5316 312.1052 23.3905 19.3339 2.3114837484 3.5852 0.6648 -33.7990 0.000e+00
other VELA28MRP 240246 2.047 3.16240020646 8 F160W 314.6183 341.0425 22.5726 28.7996 3.4431649776 0.4451 0.2603 -3.7130 0.000e+00
disk VELA28MRP 240246 2.047 3.16240020646 8 F160W 293.9320 303.5400 23.0332 23.9725 2.86605621 1.0000 0.4433 -11.7644 0.000e+00
bulge VELA28MRP 240246 2.047 3.16240020646 8 F160W 288.8523 306.7654 23.9208 9.8776 1.1809263456 3.1542 0.7405 -57.0072 0.000e+00
other VELA28MRP 242747 2.079 3.11951538021 0 F160W 408.6326 319.9036 22.7443 16.1949 1.9361974644 1.2145 0.6248 -33.2424 0.000e+00
disk VELA28MRP 242747 2.079 3.11951538021 0 F160W 274.4781 389.7838 23.4993 59.4076 7.1025350256 1.0000 0.0797 17.8780 0.000e+00
bulge VELA28MRP 242747 2.079 3.11951538021 0 F160W 280.3084 379.8257 22.2195 145.3286 17.3749061016 2.6008 0.4057 20.6839 0.000e+00
disk VELA28MRP 242747 2.079 3.11951538021 1 F160W 370.6922 308.4792 25.0732 12.9381 1.5468274836 1.0000 0.0914 -82.1886 0.000e+00
other VELA28MRP 242747 2.079 3.11951538021 1 F160W 256.7835 358.6283 22.7140 12.0367 1.4390597052 1.2789 0.7375 -42.5315 0.000e+00
bulge VELA28MRP 242747 2.079 3.11951538021 1 F160W 366.1019 306.7299 21.8157 172.2751 20.5965218556 2.5499 0.1802 87.4394 0.000e+00
other VELA28MRP 242747 2.079 3.11951538021 7 F160W 404.7259 347.0109 22.7784 13.7858 1.6481751048 1.1861 0.6670 83.1445 0.000e+00
other VELA28MRP 242747 2.079 3.11951538021 7 F160W 323.9618 326.8539 22.9267 15.3040 1.829685024 2.0261 0.8110 -6.6674 0.000e+00
disk VELA28MRP 242747 2.079 3.11951538021 7 F160W 301.6838 305.5782 22.8054 85.2412 10.1910969072 1.0000 0.1392 -57.3495 0.000e+00
bulge VELA28MRP 242747 2.079 3.11951538021 7 F160W 296.2879 301.5714 24.6594 17.2746 2.0652820776 2.8648 0.6181 19.4705 0.000e+00
other VELA28MRP 242747 2.079 3.11951538021 8 F160W 404.7943 344.9326 22.7116 14.5512 1.7396832672 1.2309 0.6545 83.6712 0.000e+00
disk VELA28MRP 242747 2.079 3.11951538021 8 F160W 320.0293 328.5522 22.3687 45.3241 5.4187680996 1.0000 0.2948 -47.8601 0.000e+00
bulge VELA28MRP 242747 2.079 3.11951538021 8 F160W 321.8280 333.6306 23.7226 24.8613 2.9723175828 4.8312 0.3787 21.3464 0.000e+00
other VELA28MRP 245474 2.113 3.07375119157 0 F160W 472.9924 291.5685 22.3589 12.5246 1.4973910776 2.8978 0.7094 -65.1603 0.000e+00
disk VELA28MRP 245474 2.113 3.07375119157 0 F160W 326.2784 394.2911 23.4989 17.5053 2.0928636468 1.0000 0.3807 34.4301 0.000e+00
bulge VELA28MRP 245474 2.113 3.07375119157 0 F160W 324.3210 389.2215 22.9993 24.9262 2.9800767672 4.4138 0.6116 -78.7113 0.000e+00
other VELA28MRP 245474 2.113 3.07375119157 1 F160W 384.6117 154.5074 25.0024 33.1728 3.9660072768 12.0415 0.2078 22.0725 0.000e+00
disk VELA28MRP 245474 2.113 3.07375119157 1 F160W 311.4410 274.0947 22.0739 40.9981 4.9015688436 1.0000 0.3883 19.6335 0.000e+00
other VELA28MRP 245474 2.113 3.07375119157 1 F160W 391.5649 348.6809 22.3003 44.5055 5.320899558 2.9265 0.3601 -12.5020 0.000e+00
bulge VELA28MRP 245474 2.113 3.07375119157 1 F160W 314.8963 268.9560 23.7782 2.7779 0.3321146124 1.3354 0.9229 -46.4482 0.000e+00
disk VELA28MRP 245474 2.113 3.07375119157 5 F160W 314.5591 371.3820 23.4672 28.6717 3.4278737652 1.0000 0.1787 -2.4630 0.000e+00
other VELA28MRP 245474 2.113 3.07375119157 5 F160W 473.0796 269.7010 22.3377 12.9582 1.5492305592 3.0546 0.9063 2.3820 0.000e+00
bulge VELA28MRP 245474 2.113 3.07375119157 5 F160W 318.0261 357.1734 21.8323 92.1682 11.0192613192 3.4743 0.9171 26.7080 0.000e+00
