sim	aexp	hid	difference_halo_gas	difference_stars_gas	difference_stars_halo	export_maxncellwside	export_ncells	export_ncellwside	export_ncellwside_actual	export_nstars	export_super_level	fake_halo	flag_bad_halo	halo_a[x]	halo_a[y]	halo_a[z]	halo_b_to_a	halo_c_to_a	halo_descid	halo_dr	halo_good	halo_id	halo_jx	halo_jy	halo_jz	halo_m200b	halo_m200c	halo_m2500c	halo_m500c	halo_mvir	halo_mvir_all	halo_norm_dr	halo_np	halo_rs	halo_rs_klypin	halo_rvir	halo_scale	halo_spin	halo_spin_bullock	halo_t/|u|	halo_vmax	halo_voff	halo_vrms	halo_vx	halo_vy	halo_vz	halo_x	halo_xoff	halo_y	halo_z	mass_gas	mass_metals	mass_sfr	log(mass_ssfr)[Gyr^-1]	mass_stars	mass_stars_middle	mass_stars_young	metal_modification	prefix	scale	sim_resolution_pc	sim_resolution_pchcm	sim_width_mpchcm
VL08	0.341	8787	19.273	20.349	4.592	2	11060000	4	2	1165000	-2	0	1	69.057	-22.541	-22.404	0.943	0.832	9060	0.002	1	8787	-168400	84200	-7171	1.39E+12	1.372E+12	7.668E+11	1.154E+12	1.401E+12	1.401E+12	0.399	1286000	16.024	17.006	287.7	0.341	0	0	0	340.3	0	0	0	0	0	40.841	27.626	39.398	40.323	9.113E+15	410900000	12.317	-1.05963722	1.413E+11	3873000000	123200000	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.341_0008787_	0.341	37.124	76.294	80
VL08	0.342	9060	15.278	42.09	35.667	2	11180000	4	2	1169000	-2	0	1	71.351	-20.288	-19.902	0.942	0.831	8470	0.016	1	9060	-168900	80740	-9742	1.389E+12	1.371E+12	7.684E+11	1.153E+12	1.4E+12	1.4E+12	3.691	1322000	16.38	16.821	287.5	0.342	0	0	0	340.6	0	0	0	0	0	40.84	28.031	39.399	40.323	9.113E+15	416800000	2.373	-1.775151671	1.414E+11	3687000000	23730000	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.342_0009060_	0.342	37.278	76.294	80
VL08	0.351	8470	43.346	27.574	46.017	2	11010000	4	2	1201000	-2	0	1	76.738	-7.693	-6.154	0.935	0.839	9053	0	1	8470	-171200	88500	-22250	1.389E+12	1.369E+12	7.764E+11	1.156E+12	1.398E+12	1.398E+12	0.11	1267000	14.705	15.502	287.1	0.351	0	0	0	343.9	0	0	0	0	0	40.826	26.402	39.406	40.318	9.113E+15	438600000	0.071	-3.304684669	1.432E+11	1905000000	707600	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.351_0008470_	0.351	38.236	76.294	80
VL08	0.351	9053	55.783	18.375	45.986	2	10960000	4	2	1201000	-2	0	1	79.477	-8.36	-7.788	0.94	0.838	7989	0.014	1	9053	-170500	89050	-24010	1.389E+12	1.369E+12	7.767E+11	1.157E+12	1.399E+12	1.399E+12	3.529	1183000	15.046	15.465	287.1	0.351	0	0	0	344	0	0	0	0	0	40.826	26.365	39.406	40.318	9.113E+15	442800000	0.057	-3.399764778	1.431E+11	1852000000	572300	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.351_0009053_	0.351	38.267	76.294	80
VL08	0.361	7989	18.401	31.503	24.277	2	16850000	4	2	1887000	-2	0	1	76.115	-1.897	0.389	0.915	0.853	8212	0	1	7989	-167300	70120	-53570	1.386E+12	1.363E+12	7.887E+11	1.162E+12	1.396E+12	1.396E+12	0.078	1337000	13.568	14.003	286.4	0.361	0	0	0	348.7	0	0	0	0	0	40.814	27.209	39.411	40.312	9.113E+15	448800000	1.229	-2.073012524	1.454E+11	2454000000	12290000	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.361_0007989_	0.361	39.343	76.294	80
VL08	0.361	8212	37.957	24.346	22.761	2	16870000	4	2	1888000	-2	0	1	76.733	-1.401	0.374	0.913	0.853	8637	0.001	1	8212	-167100	68420	-54860	1.386E+12	1.363E+12	7.889E+11	1.162E+12	1.396E+12	1.396E+12	0.301	1323000	13.897	14.022	286.4	0.361	0	0	0	348.4	0	0	0	0	0	40.814	27.213	39.411	40.311	9.113E+15	453500000	0.078	-3.270171012	1.453E+11	2404000000	775300	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.361_0008212_	0.361	39.366	76.294	80
VL08	0.37	8785	37.85	45.576	32.369	2	18280000	4	2	2466000	-2	0	1	76.28	1.503	3.503	0.903	0.87	8411	0.016	1	8785	-167200	62710	-86460	1.388E+12	1.361E+12	8.018E+11	1.158E+12	1.397E+12	1.397E+12	5.296	1323000	12.943	13.033	286.1	0.37	0	0	0	351.6	0	0	0	0	0	40.804	28.172	39.416	40.307	9.113E+15	473900000	0.091	-3.211220323	1.48E+11	2633000000	913500	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.370_0008785_	0.37	40.374	76.294	80
VL08	0.391	8575	57.8	25.775	43.704	2	18880000	4	2	2623000	-2	0	1	81.617	-4.781	5.751	0.906	0.902	8449	0.014	1	8575	-204500	47550	-103800	1.405E+12	1.373E+12	8.346E+11	1.173E+12	1.413E+12	1.413E+12	4.931	1078000	11.615	12.029	286.2	0.391	0	0	0	352.6	0	0	0	0	0	40.782	27.525	39.427	40.295	9.113E+15	475800000	0	0	1.529E+11	1885000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.391_0008575_	0.391	42.567	76.294	80
VL08	0.401	8449	25.647	31.503	35.936	2	19430000	4	2	2696000	-2	0	1	76.095	-7.172	7.807	0.919	0.915	8213	0.011	1	8449	-213100	32350	-118000	1.411E+12	1.377E+12	8.506E+11	1.188E+12	1.417E+12	1.417E+12	4.001	1231000	10.854	11.291	285.8	0.401	0	0	0	355	0	0	0	0	0	40.771	26.116	39.432	40.289	9.113E+15	471700000	0.099	-3.194135762	1.548E+11	1799000000	985800	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.401_0008449_	0.401	43.743	76.294	80
VL08	0.411	8213	33.699	23.765	48.076	2	19480000	4	2	2793000	-2	0	1	71.435	-12.923	22.416	0.926	0.885	7953	0.011	1	8213	-216500	28010	-131200	1.412E+12	1.379E+12	8.686E+11	1.205E+12	1.417E+12	1.417E+12	3.867	1184000	10.192	10.683	285.3	0.411	0	0	0	356.9	0	0	0	0	0	40.762	26.215	39.436	40.284	9.113E+15	448700000	0	0	1.579E+11	3426000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.411_0008213_	0.411	44.777	76.294	80
VL08	0.42	7953	21.048	18.649	24.87	2	19350000	4	2	2859000	-2	0	1	72.908	-19.974	24.069	0.93	0.861	7768	0.011	1	7953	-222300	-3341	-173700	1.422E+12	1.383E+12	8.893E+11	1.218E+12	1.426E+12	1.426E+12	3.712	1081000	9.646	10.139	285.3	0.42	0	0	0	359.5	0	0	0	0	0	40.753	27.348	39.44	40.279	9.113E+15	442900000	0	0	1.628E+11	2710000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.420_0007953_	0.42	45.829	76.294	80
VL08	0.431	7768	71.915	41.491	78.691	2	19350000	4	2	2926000	-2	0	1	63.568	-11.686	37.338	0.924	0.837	7890	0	1	7768	-227800	-2649	-167900	1.428E+12	1.398E+12	9.185E+11	1.232E+12	1.431E+12	1.431E+12	0.088	1252000	8.915	9.594	285	0.431	0	0	0	361.9	0	0	0	0	0	40.744	27.281	39.444	40.275	9.112E+15	425900000	0	0	1.658E+11	2371000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.431_0007768_	0.431	46.975	76.294	80
VL08	0.431	7890	53.716	17.292	51.551	2	19270000	4	2	2925000	-2	0	1	59.971	-11.687	35.366	0.926	0.837	7643	0.012	1	7890	-228800	-2909	-164600	1.429E+12	1.398E+12	9.19E+11	1.232E+12	1.431E+12	1.431E+12	7.574	1426000	9.132	9.683	285	0.431	0	0	0	360.7	0	0	0	0	0	40.744	27.738	39.444	40.275	9.112E+15	430700000	0	0	1.657E+11	2320000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.431_0007890_	0.431	47.028	76.294	80
VL08	0.441	7643	104	26.652	99.877	2	19120000	4	2	2984000	-2	0	1	62.462	-15.773	39.893	0.948	0.846	7327	0.012	1	7643	-224100	12270	-168000	1.439E+12	1.407E+12	9.441E+11	1.245E+12	1.44E+12	1.44E+12	7.588	1125000	8.527	9.386	285	0.441	0	0	0	361.3	0	0	0	0	0	40.734	25.809	39.448	40.269	9.112E+15	423700000	0	0	1.682E+11	2083000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.441_0007643_	0.441	48.096	76.294	80
VL08	0.46	7473	78.16	37.361	49.415	2	19040000	4	2	3148000	-2	0	1	51.859	-12.506	40.146	0.966	0.858	7154	0.012	1	7473	-221500	-17460	-192700	1.465E+12	1.427E+12	9.68E+11	1.269E+12	1.465E+12	1.465E+12	7.896	1692000	8.059	8.783	285.4	0.46	0	0	0	364.1	0	0	0	0	0	40.717	24.957	39.455	40.257	9.112E+15	401800000	0.021	-3.916829798	1.734E+11	1475000000	214200	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.460_0007473_	0.46	50.183	76.294	80
VL08	0.471	7154	12.002	18.565	13.796	2	19040000	4	2	3209000	-2	0	1	46.48	-4.324	46.738	0.97	0.858	7933	0.01	1	7154	-225800	-49310	-244000	1.49E+12	1.444E+12	9.825E+11	1.276E+12	1.488E+12	1.488E+12	7.851	1820000	8.012	8.664	286.2	0.471	0	0	0	364.3	0	0	0	0	0	40.707	25.968	39.459	40.251	9.112E+15	394300000	0.342	-2.711979798	1.762E+11	1529000000	3424000	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.471_0007154_	0.471	51.321	76.294	80
VL08	0.481	7933	95.168	23.89	86.572	2	18890000	4	2	3259000	-2	0	1	47.983	-4.301	49.197	0.969	0.856	6813	0.011	1	7933	-232900	-52100	-247100	1.51E+12	1.457E+12	9.989E+11	1.281E+12	1.507E+12	1.507E+12	8.682	1834000	7.798	8.45	286.7	0.481	0	0	0	365.6	0	0	0	0	0	40.699	27.144	39.462	40.246	9.112E+15	397700000	0	0	1.772E+11	1047000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.481_0007933_	0.481	52.382	76.294	80
VL08	0.491	6813	127.7	36.253	98.409	2	18660000	4	2	3310000	-2	0	1	47.512	6.182	57.218	0.968	0.846	5822	0.01	1	6813	-235400	-42460	-247900	1.525E+12	1.473E+12	1.016E+12	1.294E+12	1.52E+12	1.52E+12	9.633	1237000	7.564	8.21	286.9	0.491	0	0	0	366.7	0	0	0	0	0	40.69	26.953	39.467	40.241	9.112E+15	392400000	0	0	1.786E+11	1309000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.491_0006813_	0.491	53.499	76.294	80
VL08	0.5	5822	63.021	41.868	35.624	2	18470000	4	2	3362000	-2	0	1	43.443	1.285	50.305	0.959	0.858	6585	0.009	1	5822	-235100	-20110	-254600	1.539E+12	1.483E+12	1.027E+12	1.303E+12	1.534E+12	1.534E+12	9.158	1986000	7.389	8.059	287	0.5	0	0	0	366.9	0	0	0	0	0	40.682	27.455	39.47	40.236	9.112E+15	393700000	0.038	-3.674522736	1.796E+11	1052000000	380800	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.500_0005822_	0.5	54.525	76.294	80
VL08	0.51	6585	99.147	28.936	101	2	18310000	4	2	3414000	-2	0	1	51.94	-1.527	54.444	0.946	0.85	6559	0.009	1	6585	-226200	6224	-257400	1.555E+12	1.493E+12	1.033E+12	1.315E+12	1.546E+12	1.546E+12	8.871	1338000	7.26	7.829	287	0.51	0	0	0	368.1	0	0	0	0	0	40.675	28.194	39.474	40.231	9.112E+15	396600000	0.036	-3.701136066	1.809E+11	1238000000	357700	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.510_0006585_	0.51	55.636	76.294	80
VL08	0.521	6559	24.846	50.782	37.847	2	18230000	4	2	3480000	-2	0	1	48.815	-5.182	48.815	0.931	0.85	6634	0.009	1	6559	-202500	53730	-262200	1.571E+12	1.505E+12	1.046E+12	1.327E+12	1.56E+12	1.56E+12	8.342	1711000	7.103	7.611	287.1	0.521	0	0	0	369.4	0	0	0	0	0	40.668	28.522	39.477	40.226	9.112E+15	397600000	0	0	1.823E+11	1266000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.521_0006559_	0.521	56.791	76.294	80
VL08	0.532	6634	70.748	79.625	22.716	2	17880000	4	2	3526000	-2	0	1	52.663	-10.381	48.937	0.912	0.845	6585	0.006	1	6634	-175000	73230	-297000	1.582E+12	1.515E+12	1.056E+12	1.339E+12	1.57E+12	1.57E+12	5.564	1645000	6.846	7.361	286.8	0.532	0	0	0	370.7	0	0	0	0	0	40.662	28.443	39.481	40.222	9.112E+15	399200000	0.031	-3.772510983	1.836E+11	1177000000	313100	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.532_0006634_	0.532	57.992	76.294	80
VL08	0.541	6585	34.154	51.389	26.136	2	17750000	4	2	3558000	-2	0	1	57.174	-26.026	48.403	0.892	0.853	6187	0.008	1	6585	-146200	82350	-339200	1.587E+12	1.518E+12	1.067E+12	1.347E+12	1.574E+12	1.574E+12	43.674	1050000	6.655	7.216	286.4	0.541	0	0	0	370.7	0	0	0	0	0	40.657	28.538	39.483	40.218	9.112E+15	400600000	0	0	1.845E+11	1083000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.541_0006585_	0.541	58.926	76.294	80
VL08	0.552	6187	31.901	28.782	49.773	2	17650000	4	2	3604000	-2	0	1	49.607	-16.644	44.108	0.894	0.839	6461	0.009	1	6187	-139500	101500	-350200	1.596E+12	1.522E+12	1.085E+12	1.354E+12	1.58E+12	1.58E+12	8883	1983000	6.409	7.025	285.8	0.552	0	0	0	371	0	0	0	0	0	40.651	28.195	39.486	40.214	9.112E+15	400600000	0.045	-3.6151314	1.855E+11	1040000000	451500	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.552_0006187_	0.552	60.152	76.294	80
VL08	0.563	6461	65.504	37.678	75.178	2	17410000	4	2	3645000	-2	0	1	56.08	-21.273	50.018	0.886	0.831	-1			6461	-114200	114900	-345700	1.606E+12	1.529E+12	1.098E+12	1.362E+12	1.59E+12	1.59E+12		1294000	6.209	6.822	285.5	0.563	0	0	0	372.1	0	0	0	0	0	40.644	26.901	39.49	40.209	9.112E+15	403000000	0	0	1.865E+11	801500000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL08/VL08_a0.563_0006461_	0.563	61.334	76.294	80
VL09	0.111	5626	1586	1907	1125	2	2966000	4	2	4648	-2	0	1	9.963	-0.418	6.697	0.833	0.723	220	0.078	1	5626	-3.824	-12.96	-4.759	7558000000	7555000000	950200	6148000000	7689000000	7689000000	2.734	1383	25.82	7.865	51.629	0.111	0	0	0.001	84.22	0	0	0	0	0	43.754	8.362	38.274	38.771	9.108E+15	35070000	3.512	0.844072872	502900000	240100000	35120000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.111_0005626_	0.111	48.348	305.2	80
VL09	0.12	220	1374	134	1242	2	3272000	4	2	8529	-2	0	1	14.782	4.313	-0.208	0.824	0.691	1405	0.087	1	220	-5.038	0.658	4.731	9780000000	9769000000	3926000000	8397000000	9930000000	9930000000	2.991	6455	11.679	6.867	56.214	0.12	0	0	0.001	91.8	0	0	0	0	0	43.681	4.665	38.29	38.791	9.108E+15	59560000	4.872	0.857182766	676900000	224700000	48720000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.120_0000220_	0.12	52.45	305.2	80
VL09	0.131	1405	693.1	69.247	657.7	2	3660000	4	2	19090	-2	0	1	17.691	5.193	-0.163	0.756	0.733	7800	0.066	0	1405	-15.31	2.543	6.838	12550000000	12530000000	5213000000	9802000000	12760000000	12760000000	2.256	5584	8.299	6.944	61.096	0.131	0	0	0.001	96.97	0	0	0	0	0	43.601	9.646	38.32	38.807	9.108E+15	104600000	0.756	-0.056884694	861800000	210100000	7563000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.131_0001405_	0.131	57.228	305.2	80
VL09	0.14	7809	2091	1155	1098	2	3893000	4	2	27410	-2	0	1	-5.884	13.102	-1.89	0.815	0.705	486	0.089	1	7809	-12.15	7.422	21.43	13450000000	13430000000	0	9844000000	13900000000	13900000000	3.03	2060	38.888	11.992	62.853	0.14	0	0	0.001	88.08	0	0	0	0	0	43.536	14.111	38.321	38.819	9.108E+15	133800000	6.099	0.74228956	1104000000	301900000	60990000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.140_0007809_	0.14	61.102	305.2	80
VL09	0.15	486	2243	470.7	1911	2	3945000	4	2	35450	-2	0	1	13.904	12.421	-1.934	0.723	0.694	9305	0.06	0	486	-27.67	5.5	97.96	18580000000	18460000000	5462000000	11930000000	20330000000	20330000000	2.01	8670	31.619	22.727	71.32	0.15	0	0	0.001	91.49	0	0	0	0	0	43.458	12.866	38.359	38.839	9.109E+15	177600000	5.991	0.53545508	1746000000	396700000	59910000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.150_0000486_	0.15	65.45	305.2	80
VL09	0.16	9331	1779	51.103	1828	2	3980000	4	2	27910	-2	0	1	12.968	-12.154	-7.507	0.78	0.735	15950	0.023	1	9331	34.99	-128.8	477.4	27790000000	27700000000	3821000000	20080000000	28790000000	28790000000	0.786	5618	29.547	14.923	80.068	0.16	0	0	0.001	105.4	0	0	0	0	0	43.398	13.926	38.356	38.842	9.109E+15	220500000	6.556	0.450402821	2324000000	448300000	65560000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.160_0009331_	0.16	69.811	305.2	80
VL09	0.161	15946	829.5	62.706	779.4	2	4046000	4	2	26300	-2	0	1	14.346	-0.26	-1.115	0.763	0.683	16240	0.101	1	15950	-40.32	-151.6	500	28750000000	28630000000	11470000000	21660000000	29920000000	29920000000	3.525	4260	15.995	10.674	81.092	0.161	0	0	0.001	112.9	0	0	0	0	0	43.382	10.353	38.367	38.853	9.109E+15	244000000	2.434	0.02497055	2298000000	385100000	24340000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.161_0015946_	0.161	70.328	305.2	80
VL09	0.17	16244	1844	239.8	1669	2	4330000	4	2	51340	-2	0	1	16.037	-4.576	-1.482	0.769	0.711	17040	0.119	0	16240	-175.4	94.95	514.5	46090000000	45850000000	12610000000	28700000000	48220000000	48220000000	4.177	7218	36.809	32.72	95.046	0.17	0	0	0.001	114.1	0	0	0	0	0	43.287	17.658	38.395	38.875	9.109E+15	247300000	6.172	0.166143822	4210000000	871700000	61720000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.170_0016244_	0.17	37.135	152.6	80
VL09	0.18	17039	2701	2416	2163	2	4304000	4	2	59210	-2	0	1	25.147	-2.828	-7.643	0.752	0.589	10960	0.051	1	17040	-165.2	-76.15	420.2	63590000000	63480000000	14900000000	53030000000	64370000000	64370000000	1.785	8409	26.688	13.68	104.6	0.18	0	0	0.001	138	0	0	0	0	0	43.174	5.339	38.412	38.909	9.109E+15	267300000	4.183	-0.066664891	4877000000	757400000	41830000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.180_0017039_	0.18	39.341	152.6	80
VL09	0.191	10963	61.452	12.384	51.478	2	4402000	4	2	76840	-2	0	1	-8.032	10.486	20.534	0.856	0.684	15850	0.094	1	10960	-444.5	-1778	1786	68060000000	67870000000	25750000000	54650000000	69480000000	69480000000	3.236	12920	26.503	14.288	107.3	0.191	0	0	0.001	137.3	0	0	0	0	0	43.127	23.737	38.431	38.912	9.109E+15	289200000	3.452	-0.237758027	5968000000	1157000000	34520000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.191_0010963_	0.191	41.535	152.6	80
VL09	0.2	15850	135.9	23.928	118.9	2	6853000	4	2	240800	-2	0	1	26.729	5.449	18.774	0.821	0.72	11270	0.11	1	15850	-1173	-1280	2383	76250000000	75720000000	1230000000	54230000000	78440000000	78440000000	3.758	16450	58.346	23.595	111.6	0.2	0	0	0.001	129.5	0	0	0	0	0	43.069	28.815	38.481	38.967	9.109E+15	295000000	14.951	0.361222697	6508000000	599600000	149500000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.200_0015850_	0.2	43.663	152.6	80
VL09	0.211	11271	86.759	43.551	81.985	2	7287000	4	2	303100	-2	0	1	22.958	26.285	-11.794	0.693	0.605	16500	0.061	1	11270	-875.8	-190.9	5312	87570000000	86820000000	871300000	64280000000	89780000000	89780000000	2.14	16270	81.724	22.315	116.7	0.211	0	0	0.001	133.9	0	0	0	0	0	42.959	26.138	38.476	38.976	9.109E+15	344100000	1.294	-0.74158142	7137000000	468300000	12940000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.211_0011271_	0.211	45.929	152.6	80
VL09	0.22	16504	144	1768	1814	2	7357000	4	2	326400	-2	0	1	22.969	-13.992	-2.172	0.789	0.756	16280	0.636	0	16500	-1211	-2076	3180	88530000000	87980000000	35820000000	66790000000	90380000000	90380000000	21.76	13520	23.717	14.963	116.9	0.22	0	0	0.001	140.6	0	0	0	0	0	42.929	25.699	38.527	38.988	9.109E+15	338900000	9.143	0.072347759	7740000000	645400000	91430000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.220_0016504_	0.22	48.016	152.6	80
VL09	0.231	16620	40.532	27.055	35.414	2	7888000	4	2	418700	-2	0	1	17.193	18.255	-10.039	0.64	0.534	11870	0.105	1	16620	3832	1889	4406	1.338E+11	1.336E+11	61960000000	1.174E+11	1.347E+11	1.347E+11	3.586	11890	15.856	13.399	133.4	0.231	0	0	0.001	165	0	0	0	0	0	43.389	10.752	38.942	38.846	9.109E+15	375900000	5.665	-0.51910593	18720000000	1356000000	56650000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.231_0016620_	0.231	50.4	152.6	80
VL09	0.24	11870	44.332	19.665	53.317	2	8292000	4	2	475500	-2	0	1	31.489	23.373	-0.595	0.961	0.747	10770	0.122	0	11870	1933	1827	5822	1.913E+11	1.909E+11	77950000000	1.781E+11	1.924E+11	1.924E+11	4.293	40710	30.51	12.209	150.1	0.24	0	0	0	191.6	0	0	0	0	0	43.286	24.801	38.939	38.864	9.11E+15	392600000	16.97	-0.108774651	21800000000	3288000000	169700000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.240_0011870_	0.24	52.318	152.6	80
VL09	0.25	11006	32.514	21.648	11.288	2	8280000	4	2	517500	-2	0	1	31.167	-23.865	33.375	0.705	0.628	1810	0.094	1	11010	-41590	-17600	37660	3.742E+11	3.718E+11	52230000000	2.805E+11	3.798E+11	3.798E+11	3.313	83000	48.924	29.88	188.2	0.25	0	0	0.001	204.9	0	0	0	0	0	43.185	32.909	39.006	38.848	9.11E+15	392700000	45.676	0.15440239	32010000000	4515000000	456800000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.250_0011006_	0.25	54.591	152.6	80
VL09	0.261	1810	24.762	55.567	47.442	2	8277000	4	2	556200	-2	0	1	43.254	-28.912	30.791	0.702	0.599	16100	0.1	1	1810	-51130	-18320	78500	4.098E+11	4.064E+11	1.336E+11	3.062E+11	4.16E+11	4.16E+11	3.551	127900	47.242	26.967	193.8	0.261	0	0	0.001	211.9	0	0	0	0	0	43.149	50.945	39.025	38.933	9.11E+15	437100000	4.2	-0.929418926	35700000000	2814000000	42000000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.261_0001810_	0.261	56.89	152.6	80
VL09	0.27	16101	79.685	28.358	64.048	2	8627000	4	2	530600	-2	0	1	44.177	-7.335	41.211	0.747	0.629	1406	0.114	1	16100	-17000	7184	57890	4.46E+11	4.436E+11	50410000000	3.788E+11	4.5E+11	4.5E+11	4.2	146900	48.638	22.509	198.7	0.27	0	0	0.001	222.7	0	0	0	0	0	43.074	46.528	39.083	38.966	9.11E+15	449100000	14.63	-0.410059007	37610000000	2181000000	146300000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.270_0016101_	0.27	58.904	152.6	80
VL09	0.281	1406	2609	2597	25.445	2	8686000	4	2	558900	-2	0	1	35.381	-24.985	35.189	0.839	0.81	4597	0.027	1	1406	27430	16690	12170	4.795E+11	4.774E+11	2.544E+11	4.282E+11	4.826E+11	4.826E+11	1.182	311700	13.636	16.043	203.2	0.281	0	0	0	243	0	0	0	0	0	42.964	12.185	39.111	38.969	9.109E+15	500700000	0	0	40750000000	3067000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.281_0001406_	0.281	61.191	152.6	80
VL09	0.281	4597	42.814	36.621	14.484	2	8712000	4	2	558700	-2	0	1	-30.363	42.106	-1.287	0.82	0.733	14430	0.084	1	4597	21250	20860	3485	4.799E+11	4.78E+11	2.447E+11	4.288E+11	4.827E+11	4.827E+11	3.846	152400	26.681	17.433	203.2	0.281	0	0	0	238	0	0	0	0	0	42.952	16.952	39.091	38.955	9.109E+15	511300000	0	0	41680000000	3023000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.281_0004597_	0.281	61.255	152.6	80
VL09	0.291	14428	36.751	9.915	38.923	2	8630000	4	2	592700	-2	0	1	-19.354	31.44	11.938	0.88	0.754	9544	0.069	1	14430	29860	20110	9584	5.093E+11	5.053E+11	2.31E+11	4.315E+11	5.142E+11	5.142E+11	3.306	147300	20.358	20.922	207.3	0.291	0	0	0.001	230.4	0	0	0	0	0	42.886	7.433	39.131	38.989	9.109E+15	501600000	0	0	48840000000	4498000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.291_0014428_	0.291	63.384	152.6	80
VL09	0.301	9516	20.036	45.716	38.918	2	8009000	4	2	584200	-2	0	1	-27.392	38.787	20.005	0.918	0.787	9157	0.069	1	9516	25190	17520	18790	5.512E+11	5.442E+11	2.301E+11	4.127E+11	5.579E+11	5.579E+11	6.053	313400	23.968	24.901	212.8	0.301	0	0	0.001	225.4	0	0	0	0	0	42.819	16.732	39.149	39.01	9.109E+15	536000000	0	0	50030000000	2052000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.301_0009516_	0.301	65.695	152.6	80
VL09	0.301	9544	55.697	27.868	38.591	2	8074000	4	2	585600	-2	0	1	-28.859	29.808	37.669	0.991	0.833	9516	0.003	1	9544	26030	17830	18600	5.501E+11	5.433E+11	2.309E+11	4.144E+11	5.567E+11	5.567E+11	0.135	354900	24.8	24.8	212.6	0.301	0	0	0.001	225.6	0	0	0	0	0	42.822	14.923	39.148	39.009	9.108E+15	504400000	9.266	-0.735365867	50380000000	2456000000	92660000	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.301_0009544_	0.301	65.552	152.6	80
VL09	0.31	9157	40.829	82.951	44.066	2	11620000	4	2	878600	-2	0	1	31.831	-39.731	34.587	0.987	0.828	1280	0.078	1	9157	17060	13670	21410	5.704E+11	5.605E+11	2.386E+11	4.275E+11	5.804E+11	5.804E+11	6.77	503300	23.425	22.849	215.4	0.31	0	0	0.001	229.9	0	0	0	0	0	42.757	18.782	39.171	39.029	9.109E+15	534800000	0	0	53860000000	2141000000	0	None	/u/cmoody3/data2/export_sunrise_fits/VL09/VL09_a0.310_0009157_	0.31	67.649	152.6	80
