sim	aexp	hid	difference_halo_gas	difference_stars_gas	difference_stars_halo	export_maxncellwside	export_ncells	export_ncellwside	export_ncellwside_actual	export_nstars	export_super_level	fake_halo	flag_bad_halo	halo_a[x]	halo_a[y]	halo_a[z]	halo_b_to_a	halo_c_to_a	halo_descid	halo_dr	halo_good	halo_id	halo_jx	halo_jy	halo_jz	halo_m200b	halo_m200c	halo_m2500c	halo_m500c	halo_mvir	halo_mvir_all	halo_norm_dr	halo_np	halo_rs	halo_rs_klypin	halo_rvir	halo_scale	halo_spin	halo_spin_bullock	halo_t/|u|	halo_vmax	halo_voff	halo_vrms	halo_vx	halo_vy	halo_vz	halo_x	halo_xoff	halo_y	halo_z	mass_gas	mass_metals	mass_sfr	log(mass_ssfr)[Gyr^-1]	mass_stars	mass_stars_middle	mass_stars_young	metal_modification	prefix	scale	sim_resolution_pc	sim_resolution_pchcm	sim_width_mpchcm
MW1	0.16	2959	1284	1818	1567	2	277800	4	2	5827	-2	0	1	20.607	-11.609	5.374	0.55	0.458	3200	0.07	1	2959	11.84	64.04	-38.51	12150000000	12110000000	0	7913000000	12510000000	12510000000	2.021	2667	41.315	14.708	60.643	0.16	0	0	0.001	77.18	0	0	0	0	0	9.912	10.622	10.067	9.805	1.42E+14	20530000	4.907	0.891337659	630200000	301700000	49070000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.160_0002959_	0.16	69.833	305.2	20
MW1	0.18	3200	2300	684.5	1723	2	488800	4	2	17660	-2	0	1	-3.136	16.952	-6.269	0.877	0.74	4075	0.219	0	3200	-19.99	-40.53	133.2	18850000000	18740000000	3824000000	10830000000	19450000000	19450000000	6.28	3941	33.724	21.606	70.195	0.18	0	0	0.001	82.53	0	0	0	0	0	9.972	7.734	10.034	9.816	1.42E+14	39890000	4.236	0.478970631	1406000000	325600000	42360000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.180_0003200_	0.18	39.283	152.6	20
MW1	0.22	4293	3170	3016	2343	2	698500	4	2	63330	-2	0	1	-2.151	-3.273	23.223	0.852	0.698	4893	0.477	0	4293	-472.6	-4765	-2373	61580000000	61200000000	0	42230000000	62740000000	62740000000	13.685	11730	54.563	23.032	103.5	0.22	0	0	0.001	113.9	0	0	0	0	0	10.154	15.663	9.978	9.9	1.42E+14	79110000	16.427	0.417598613	6280000000	748600000	164300000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.220_0004293_	0.22	48.031	152.6	20
MW1	0.24	2322	74.041	37.243	51.359	2	925800	4	2	76000	-2	0	1	18.924	24.88	26.124	0.632	0.575	2116	0.087	1	2322	24540	16460	-23190	93300000000	88350000000	11270000000	34950000000	1.001E+11	1.001E+11	2.511	24590	119.9	53.335	120.7	0.24	0	0	0.002	121.9	0	0	0	0	0	10.184	41.32	10.122	9.447	1.42E+14	101000000	11.587	0.308477279	5695000000	1068000000	115900000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.240_0002322_	0.24	52.353	152.6	20
MW1	0.26	2116	69.125	46.336	30.931	2	1113000	4	2	105100	-2	0	1	8.233	13.563	21.869	0.782	0.701	2292	0.109	1	2116	13100	6491	-9150	1.472E+11	1.462E+11	87770000000	1.282E+11	1.494E+11	1.494E+11	3.44	32810	14.916	9.687	137.7	0.26	0	0	0	175.6	0	0	0	0	0	10.106	16.121	10.087	9.463	1.42E+14	119200000	18.798	0.251683274	10530000000	2081000000	188000000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.260_0002116_	0.26	56.705	152.6	20
MW1	0.28	2292	67.263	48.675	42.694	2	1479000	4	2	136200	-2	0	1	6.004	20.941	36.231	0.813	0.647	5846	0.114	0	2292	24120	-14590	-73550	2.388E+11	2.337E+11	77880000000	1.757E+11	2.458E+11	2.458E+11	9.677	128000	27.511	30.342	162.3	0.28	0	0	0.001	163.5	0	0	0	0	0	10.062	24.902	10.079	9.562	1.42E+14	132500000	20.923	0.145692362	14960000000	1671000000	209200000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.280_0002292_	0.28	61.117	152.6	20
MW1	0.3	5846	2574	2575	31.303	2	2605000	4	2	344400	-2	0	1	25.095	22.76	45.401	0.716	0.638	1442	0.081	0	5846	-32110	-17990	-145200	4.836E+11	4.676E+11	1.622E+11	3.342E+11	5.093E+11	5.093E+11	6.864	189800	35.263	36.226	206.4	0.3	0	0	0.001	203.6	0	0	0	0	0	10.007	18.455	10.082	9.662	1.42E+14	153500000	51.508	0.107756681	40190000000	4399000000	515100000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.300_0005846_	0.3	65.416	152.6	20
MW1	0.32	1442	12.241	28.78	37.91	2	3037000	4	2	436000	-2	0	1	24.087	4.87	56.81	0.886	0.761	2555	0.032	1	1442	190800	354800	-309600	9.082E+11	8.854E+11	1.672E+11	5.576E+11	9.345E+11	9.345E+11	2.731	304600	76.204	62.462	252.1	0.32	0	0	0.001	230.9	0	0	0	0	0	9.984	33.898	10.077	9.739	1.42E+14	182700000	110.5	0.221259609	66390000000	6217000000	1105000000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.320_0001442_	0.32	34.896	76.294	20
MW1	0.34	2555	25.085	57.367	34.487	2	3637000	4	2	657600	-2	0	1	46.49	6.575	50.319	0.89	0.825	2867	0.038	1	2555	550600	235600	-173000	1.153E+12	1.138E+12	4.175E+11	9.133E+11	1.164E+12	1.164E+12	3.333	475900	39.66	33.091	270.5	0.34	0	0	0.001	269.3	0	0	0	0	0	9.999	16.872	10.082	9.767	1.42E+14	215700000	107.7	0.097717252	86000000000	7312000000	1077000000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.340_0002555_	0.34	37.106	76.294	20
MW1	0.36	2867	12.864	16.45	19.01	2	4251000	4	2	1115000	-2	0	1	63.722	-16.499	50.747	0.797	0.726	2436	0.019	1	2867	1008000	241000	-400200	1.307E+12	1.289E+12	6.048E+11	1.121E+12	1.316E+12	1.316E+12	2.644	990800	24.409	26.058	280.9	0.36	0	0	0	290	0	0	0	0	0	10.014	10.833	10.06	9.794	1.42E+14	230100000	179	0.199774587	1.13E+11	9305000000	1790000000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.360_0002867_	0.36	39.249	76.294	20
MW1	0.38	2436	14.351	23.892	11.742	2	4570000	4	2	1258000	-2	0	1	66.451	-28.013	52.784	0.804	0.718	5620	0.024	1	2436	989600	76200	-160500	1.55E+12	1.515E+12	6.455E+11	1.222E+12	1.56E+12	1.56E+12	3.301	1143000	32.114	33.912	296.3	0.38	0	0	0.001	285.7	0	0	0	0	0	10.008	15.829	10.065	9.811	1.42E+14	238400000	44.299	-0.442096548	1.226E+11	3593000000	443000000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.380_0002436_	0.38	41.45	76.294	20
MW1	0.41	5625	25.806	18.468	22.969	2	5055000	4	2	1545000	-2	0	1	71.323	-30.945	60.171	0.775	0.704	2253	0.006	1	5625	925900	310100	87470	1.776E+12	1.74E+12	8.461E+11	1.365E+12	1.782E+12	1.782E+12	11.075	1460000	24.553	23.853	308	0.41	0	0	0.001	315.2	0	0	0	0	0	9.999	18.887	10.053	9.837	1.42E+14	255100000	50.975	-0.429996877	1.372E+11	5030000000	509700000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.410_0005625_	0.41	44.719	76.294	20
MW1	0.42	2253	29.542	14.176	26.845	2	5097000	4	2	1607000	-2	0	1	71.903	-28.555	63.125	0.767	0.707	2479	0.008	1	2253	832700	188600	185300	1.84E+12	1.788E+12	8.791E+11	1.385E+12	1.845E+12	1.845E+12	7555	1546000	26.581	25.39	310.9	0.42	0	0	0.001	311.3	0	0	0	0	0	9.996	25.779	10.048	9.839	1.42E+14	263100000	18.266	-0.895813315	1.437E+11	5574000000	182700000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.420_0002253_	0.42	45.802	76.294	20
MW1	0.43	2479	46.014	14.499	40.209	2	5106000	4	2	1701000	-2	0	1	75.505	-26.188	64.746	0.761	0.703	-1			2479	892800	305600	281100	1.9E+12	1.841E+12	8.421E+11	1.432E+12	1.905E+12	1.905E+12		1508000	28.036	27.632	313.6	0.43	0	0	0.001	305.8	0	0	0	0	0	9.997	24.916	10.048	9.846	1.42E+14	265500000	52.772	-0.446388467	1.475E+11	4055000000	527700000	None	/u/cmoody3/data2/export_sunrise_fits/MW1/MW1_a0.430_0002479_	0.43	46.886	76.294	20
MW2	0.18	3477	1188	11.474	1183	2	624700	4	2	49840	-2	0	1	8.651	7.618	-5.729	0.853	0.717	3744	0.079	0	3477	-996.9	1086	-202.3	27860000000	27680000000	6579000000	15870000000	29010000000	29010000000	3.467	4508	26.566	23.522	80.204	0.18	0	0	0.001	94.64	0	0	0	0	0	10.385	17.01	10.026	10.538	1.42E+14	64730000	20.589	0.764386697	3542000000	1036000000	205900000	None	/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.180_0003477_	0.18	39.281	152.6	20
MW2	0.2	3744	1892	1766	2495	2	915700	4	2	190500	-2	0	1	19.247	11.891	-12.032	0.735	0.643	4376	0.048	1	3744	4235	2579	8232	97090000000	96470000000	34230000000	79380000000	1.017E+11	1.017E+11	2.097	14070	27.993	15.479	121.7	0.2	0	0	0.001	153.6	0	0	0	0	0	10.312	15.1	9.998	10.546	1.42E+14	132600000	82.996	0.639618374	19030000000	5023000000	830000000	None	/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.200_0003744_	0.2	43.612	152.6	20
MW2	0.22	4376	185.4	17.954	179.3	2	1344000	4	2	396200	-2	0	1	28.522	3.101	-16.825	0.754	0.695	4535	0.028	0	4376	-393.6	-1310	4625	1.53E+11	1.526E+11	85930000000	1.368E+11	1.55E+11	1.55E+11	1.111	45870	14.677	10.61	139.9	0.22	0	0	0	189.2	0	0	0	0	0	10.299	10.062	9.964	10.515	1.421E+14	217200000	167	0.598743959	42070000000	9918000000	1670000000	None	/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.220_0004376_	0.22	48.032	152.6	20
MW2	0.24	4535	47.026	15.401	39.091	2	2030000	4	2	637400	-2	0	1	27.295	8.951	-25.979	0.948	0.791	4584	0.064	1	4535	74750	59350	-31850	2.858E+11	2.831E+11	93030000000	2.069E+11	2.921E+11	2.921E+11	2.557	56210	44.25	33.29	172.5	0.24	0	0	0.001	185.9	0	0	0	0	0	10.284	33.578	9.952	10.495	1.421E+14	279000000	317.4	0.611409536	77660000000	13840000000	3174000000	None	/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.240_0004535_	0.24	52.316	152.6	20
MW2	0.26	4584	2136	2141	11.363	2	2421000	4	2	879100	-2	0	1	-32.112	6.365	43.876	0.734	0.603	4515	0.057	0	4584	38410	7725	-22760	3.795E+11	3.777E+11	2.113E+11	3.404E+11	3.826E+11	3.826E+11	2.002	250100	10.796	12.842	188.5	0.26	0	0	0	242.2	0	0	0	0	0	10.263	9.218	9.954	10.434	1.421E+14	408500000	237.4	0.318956991	1.139E+11	16040000000	2374000000	None	/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.260_0004584_	0.26	56.699	152.6	20
MW2	0.28	4056	53.218	40.551	13.085	2	2620000	4	2	1098000	-2	0	1	35.707	40.893	-19.759	0.692	0.508	4767	0.086	1	4056	109800	7441	2583	3.392E+11	3.312E+11	1715000000	2.46E+11	3.458E+11	3.458E+11	3.015	65900	118.8	32.288	181.8	0.28	0	0	0.001	184.6	0	0	0	0	0	10.228	39.727	9.91	10.424	1.421E+14	556800000	261.6	0.236079966	1.519E+11	14810000000	2616000000	None	/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.280_0004056_	0.28	61.126	152.6	20
MW2	0.3	4767	29.538	45.031	24.322	2	3121000	4	2	1317000	-2	0	1	69.789	-19.669	-28.346	0.709	0.542	4955	0.056	1	4767	-198200	233300	-706200	5.323E+11	5.225E+11	3167000000	4.112E+11	5.425E+11	5.425E+11	2.824	94580	149.7	30.622	210.8	0.3	0	0	0.001	214.6	0	0	0	0	0	10.191	46.868	9.987	10.429	1.422E+14	805800000	132.8	-0.128926477	1.787E+11	11260000000	1328000000	None	/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.300_0004767_	0.3	65.442	152.6	20
MW2	0.32	4955	27.134	32.593	22.265	2	3460000	4	2	1511000	-2	0	1	-38.659	-10.785	55.352	0.735	0.665	4756	0.016	1	4955	-94910	207400	-53110	6.633E+11	6.547E+11	3.063E+11	5.145E+11	6.707E+11	6.707E+11	16350	509100	17.392	15.324	225.7	0.32	0	0	0.001	264.4	0	0	0	0	0	10.223	9.387	9.961	10.391	1.422E+14	978300000	253.5	0.055673101	2.23E+11	13930000000	2535000000	None	/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.320_0004955_	0.32	69.799	152.6	20
MW2	0.34	4756	29.452	9.295	23.167	2	4395000	4	2	2062000	-2	0	1	-37.173	-5.309	64.801	0.716	0.624	-1			4756	-137200	-31500	-76920	7.722E+11	7.633E+11	3.673E+11	6.272E+11	7.773E+11	7.773E+11		690500	14.594	12.193	236.4	0.34	0	0	0	290.6	0	0	0	0	0	10.211	14.243	9.96	10.38	1.423E+14	1092000000	490.7	0.24319296	2.803E+11	20790000000	4907000000	None	/u/cmoody3/data2/export_sunrise_fits/MW2/MW2_a0.340_0004756_	0.34	37.081	76.294	20
MW3	0.18	2078	1566	37.129	1578	2	389500	4	2	13070	-2	0	1	0.415	11.152	5.864	0.659	0.553	2285	0.642	0	2078	290.9	103.1	85.79	24970000000	24870000000	9905000000	20270000000	25670000000	25670000000	22.856	2097	12.813	10.235	77.002	0.18	0	0	0.001	101.4	0	0	0	0	0	10.501	4.003	10.31	10.261	1.419E+14	27700000	6.144	0.722498227	1164000000	416900000	61440000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.180_0002078_	0.18	39.262	152.6	20
MW3	0.2	1483	2857	322.5	2566	2	521700	4	2	24680	-2	0	1	-3.457	-1.405	14.882	0.871	0.787	1936	0.092	1	1483	-230.7	1251	-866.4	36750000000	36590000000	15610000000	28140000000	37650000000	37650000000	3.28	8211	18.359	10.154	87.393	0.2	0	0	0.001	112.3	0	0	0	0	0	10.691	11.544	9.706	10.152	1.419E+14	46950000	5.262	0.399552413	2097000000	634500000	52620000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.200_0001483_	0.2	43.636	152.6	20
MW3	0.24	2721	288.7	354.7	184	2	953900	4	2	101600	-2	0	1	-15.867	-20.2	28.896	0.667	0.468	2655	0.096	0	2721	37730	-18630	34070	1.306E+11	1.3E+11	1005000000	1.105E+11	1.321E+11	1.321E+11	4.139	15130	51.916	16.78	132.4	0.24	0	0	0.001	153.2	0	0	0	0	0	10.382	35.823	10.259	10.125	1.42E+14	77670000	19.055	0.284286031	9902000000	1802000000	190500000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.240_0002721_	0.24	52.41	152.6	20
MW3	0.26	2655	164.2	30.377	149.1	2	1428000	4	2	136600	-2	0	1	8.028	-32.149	55.721	0.513	0.416	3034	0.073	1	2655	33020	32080	19510	2.52E+11	2.45E+11	8304000000	52960000000	2.654E+11	2.654E+11	3.169	42060	166.6	71.934	166.8	0.26	0	0	0.002	162.2	0	0	0	0	0	10.341	31.97	10.271	10.04	1.419E+14	91310000	17.666	0.103811096	13910000000	1215000000	176700000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.260_0002655_	0.26	56.73	152.6	20
MW3	0.3	2968	30.053	53.475	36.962	2	2176000	4	2	230600	-2	0	1	6.107	-13.394	48.423	0.794	0.702	2906	0.03	0	2968	10450	-8090	6883	4.747E+11	4.684E+11	1.977E+11	3.831E+11	4.828E+11	4.828E+11	1.434	220700	23.972	23.375	202.8	0.3	0	0	0.001	215.9	0	0	0	0	0	10.343	7.453	10.208	10.09	1.42E+14	135200000	86.427	0.413944446	33320000000	3947000000	864300000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.300_0002968_	0.3	65.426	152.6	20
MW3	0.32	2906	45.972	35.237	27.779	2	2784000	4	2	364000	-2	0	1	-1.303	-26.032	53.154	0.755	0.657	3054	0.029	1	2906	-245100	-462900	-73110	8.728E+11	8.528E+11	2.108E+11	5.209E+11	8.886E+11	8.886E+11	1.388	310700	69.22	72.777	247.9	0.32	0	0	0.001	223.4	0	0	0	0	0	10.332	25.151	10.181	10.083	1.42E+14	149800000	110.7	0.293176636	56360000000	5389000000	1107000000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.320_0002906_	0.32	69.826	152.6	20
MW3	0.34	3054	14.69	30.822	25.739	2	3913000	4	2	707400	-2	0	1	-12.027	-50.409	50.44	0.823	0.656	3132	0.064	1	3054	-367400	-263500	16390	1.026E+12	1.016E+12	4.224E+11	9.093E+11	1.032E+12	1.032E+12	2.647	535800	22.894	27.379	259.9	0.34	0	0	0.001	267	0	0	0	0	0	10.311	25.923	10.169	10.1	1.42E+14	202800000	82.566	0.061585051	71650000000	7067000000	825700000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.340_0003054_	0.34	37.075	76.294	20
MW3	0.36	3132	6.518	11.432	17.389	2	4233000	4	2	922900	-2	0	1	18.016	58.51	-38.528	0.838	0.736	2947	0.025	1	3132	-277400	139300	87940	1.259E+12	1.2E+12	6.385E+11	1.052E+12	1.286E+12	1.286E+12	2.638	725700	22.117	24.424	278.8	0.36	0	0	0.001	291.6	0	0	0	0	0	10.252	30.752	10.145	10.101	1.42E+14	238000000	177	0.218589489	1.07E+11	11030000000	1770000000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.360_0003132_	0.36	39.242	76.294	20
MW3	0.38	2947	41.098	34.443	11.774	2	4456000	4	2	1282000	-2	0	1	22.001	65.549	-50.345	0.77	0.64	1686	0.026	0	2947	-77820	130400	49060	1.488E+12	1.474E+12	6.05E+11	1.295E+12	1.492E+12	1.492E+12	26500	1151000	29.544	33.232	291.9	0.38	0	0	0.001	281.8	0	0	0	0	0	10.233	33.177	10.131	10.1	1.42E+14	255400000	55.996	-0.334628365	1.21E+11	5412000000	560000000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.380_0002947_	0.38	41.453	76.294	20
MW3	0.4	4534	39.518	65.029	34.512	2	4638000	4	2	1434000	-2	0	1	24.799	64.908	-57.323	0.755	0.647	4433	0.01	0	4534	-675600	197300	-74950	1.614E+12	1.59E+12	8.827E+11	1.389E+12	1.619E+12	1.619E+12	10250	1386000	17.937	20.291	298.9	0.4	0	0	0	319.4	0	0	0	0	0	10.22	19.119	10.109	10.109	1.42E+14	278400000	97.556	-0.13197747	1.322E+11	4729000000	975600000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.400_0004534_	0.4	43.6	76.294	20
MW3	0.41	5137	32.665	49.17	24.652	2	4688000	4	2	1506000	-2	0	1	27.071	66.08	-56.375	0.755	0.674	5024	0.006	1	5137	-474500	9054	-45240	1.695E+12	1.652E+12	8.757E+11	1.421E+12	1.703E+12	1.703E+12	5943	1521000	21.382	23.772	303.3	0.41	0	0	0	309.5	0	0	0	0	0	10.216	18.973	10.104	10.101	1.42E+14	445700000	25.009	-0.74429314	1.388E+11	4237000000	250100000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.410_0005137_	0.41	44.714	76.294	20
MW3	0.42	5024	18.282	15.064	16.435	2	4788000	4	2	1559000	-2	0	1	29.318	67.486	-56.978	0.771	0.698	-1			5024	-440000	-334100	95350	1.804E+12	1.737E+12	8.236E+11	1.464E+12	1.811E+12	1.811E+12		1653000	25.814	28.035	309	0.42	0	0	0.001	301.8	0	0	0	0	0	10.213	21.118	10.101	10.098	1.42E+14	403300000	130.9	-0.067751784	1.53E+11	4855000000	1309000000	None	/u/cmoody3/data2/export_sunrise_fits/MW3/MW3_a0.420_0005024_	0.42	45.787	76.294	20
MW4	0.341	5525	17.236	2736	2734	2	9309000	4	2	45260	-2	0	1	-14.189	56.196	62.387	0.806	0.67	-1	0.045	0	5525	429700	-67340	-141600	1.212E+12	1.198E+12	5.343E+11	9.932E+11	1.221E+12	1.221E+12	2.568	1004000	22.565	26.241	274.8	0.341	0	0	0.001	288.3	0	0	0	0	0	19.667	15.715	20.754	20.238	1.137E+15	423400000	0	0	3856000000	620200	0	None	/u/cmoody3/data2/export_sunrise_fits/MW4/MW4_a0.341_0005525_	0.341	37.165	76.294	40
MW4	0.361	5577	15.803	4621	4619	2	10170000	4	2	132300	-2	0	1	1.732	48.716	66.612	0.828	0.779	4845	0.036	1	5577	576300	29210	-198400	1.337E+12	1.318E+12	6.58E+11	1.099E+12	1.344E+12	1.344E+12	2.066	1144000	20.248	22.965	282.9	0.361	0	0	0	301	0	0	0	0	0	19.701	19.744	20.741	20.264	1.137E+15	459900000	0	0	11960000000	61530000	0	None	/u/cmoody3/data2/export_sunrise_fits/MW4/MW4_a0.361_0005577_	0.361	39.369	76.294	40
MW4	0.381	4845	16.452	1958	1963	2	10440000	4	2	188900	-2	0	1	7.586	34.174	77.795	0.88	0.822	2740	0.057	1	4845	610500	53600	-180500	1.415E+12	1.384E+12	6.678E+11	1.087E+12	1.426E+12	1.426E+12	2.657	1203000	21.86	20.673	287.5	0.381	0	0	0.001	308.6	0	0	0	0	0	19.719	27.211	20.733	20.295	1.137E+15	520900000	1.787	-1.014107144	18460000000	355900000	17870000	None	/u/cmoody3/data2/export_sunrise_fits/MW4/MW4_a0.381_0004845_	0.381	41.49	76.294	40
MW4	0.41	2915	36.229	5557	5555	2	11000000	4	2	278800	-2	0	1	-9.248	54.375	61.868	0.875	0.782	2274	0.014	0	2915	431200	285900	-136600	1.42E+12	1.358E+12	7.062E+11	1.083E+12	1.43E+12	1.43E+12	14080	1389000	17.176	15.901	286.2	0.41	0	0	0.001	319.5	0	0	0	0	0	19.736	30.183	20.726	20.333	1.137E+15	623600000	0	0	31330000000	326800000	0	None	/u/cmoody3/data2/export_sunrise_fits/MW4/MW4_a0.410_0002915_	0.41	44.689	76.294	40
MW4	0.42	2727	37.814	1544	1529	2	11070000	4	2	326500	-2	0	1	-11.114	55.868	59.535	0.842	0.781	-1			2727	356300	331700	-199200	1.419E+12	1.358E+12	7.305E+11	1.1E+12	1.427E+12	1.427E+12		1429000	15.697	15.049	285.4	0.42	0	0	0	320.4	0	0	0	0	0	19.741	29.243	20.724	20.346	1.137E+15	643700000	0	0	35820000000	0	0	None	/u/cmoody3/data2/export_sunrise_fits/MW4/MW4_a0.420_0002727_	0.42	45.801	76.294	40
MW7	0.11	2157	961.4	30.414	980.6	2	652100	4	2	6729	-2	0	1	10.365	-6.023	-1.344	0.94	0.795	2026	0.104	1	2157	-3.536	-9.674	3.307	6339000000	6338000000	1820000000	4903000000	6420000000	6420000000	4.625	1727	11.141	8.02	48.618	0.11	0	0	0.001	78.46	0	0	0	0	0	16.088	4.17	19.118	23.656	1.138E+15	14390000	4.262	1.00999844	416500000	244600000	42620000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.110_0002157_	0.11	48.092	305.2	40
MW7	0.12	2026	1784	951.2	1210	2	521700	4	2	9621	-2	0	1	-7.002	15.351	-6.92	0.847	0.689	3155	0.109	0	2026	-36.15	-3.281	6.114	10140000000	10120000000	153900000	6144000000	10530000000	10530000000	5.185	2271	40.82	18.383	57.32	0.12	0	0	0.001	81.96	0	0	0	0	0	16.147	13.82	19.12	23.571	1.138E+15	24360000	2.501	0.619673008	600400000	232200000	25010000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.120_0002026_	0.12	52.51	305.2	40
MW7	0.13	3198	1861	1899	1302	2	545200	4	2	13260	-2	0	1	17.774	-15.66	-2.045	0.6	0.484	3371	1.301	0	3198	-58.59	-13.85	-50.46	15370000000	15340000000	950200	10390000000	15850000000	15850000000	61.904	3317	63.37	15.064	65.677	0.13	0	0	0.001	93.11	0	0	0	0	0	16.167	11.993	19.165	23.474	1.138E+15	38620000	5.936	0.713173864	1149000000	360300000	59360000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.130_0003198_	0.13	56.838	305.2	40
MW7	0.14	4110	1451	65.535	1489	2	1190000	4	2	14780	-2	0	1	11.274	11.882	5.979	0.693	0.668	4471	0.075	1	4110	197.3	-4.948	205.3	23230000000	23170000000	3003000000	13660000000	24030000000	24030000000	3.588	4581	35.415	22.608	75.432	0.14	0	0	0.001	100.5	0	0	0	0	0	16.133	10.729	20.295	22.83	1.138E+15	52620000	4.387	0.790786966	710200000	264000000	43870000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.140_0004110_	0.14	61.11	305.2	40
MW7	0.15	4471	1156	23.54	1161	2	1244000	4	2	21420	-2	0	1	18.296	1.375	-2.91	0.965	0.817	4840	0.094	1	4471	477.4	-594.7	24.25	31290000000	31230000000	13020000000	25420000000	32090000000	32090000000	4.506	12060	18.481	10.234	83.043	0.15	0	0	0.001	121.3	0	0	0	0	0	16.17	12.393	20.3	22.764	1.138E+15	70200000	15.872	1.114984367	1218000000	538700000	158700000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.150_0004471_	0.15	65.497	305.2	40
MW7	0.16	4840	1015	36.673	1013	2	1309000	4	2	34970	-2	0	1	12.98	11.479	-8.013	0.913	0.677	4822	0.108	0	4840	244.9	-383.3	487.9	46090000000	45940000000	14630000000	33890000000	47690000000	47690000000	5.441	11400	16.854	15.328	94.734	0.16	0	0	0.001	127.5	0	0	0	0	0	16.201	8.044	20.282	22.677	1.138E+15	82960000	20.009	0.913479725	2442000000	951800000	200100000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.160_0004840_	0.16	69.843	305.2	40
MW7	0.171	4948	1483	1487	53.954	2	1570000	4	2	56570	-2	0	1	-7.494	23.562	5.165	0.845	0.758	5047	0.077	1	4948	-982.5	-759.8	544	46140000000	46090000000	8800000000	34750000000	46590000000	46590000000	3.894	8572	19.676	16.323	93.963	0.171	0	0	0.001	121.2	0	0	0	0	0	16.251	4.656	20.24	22.591	1.138E+15	89720000	28.686	0.8404599	4142000000	1330000000	286900000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.171_0004948_	0.171	37.202	152.6	40
MW7	0.18	5047	1858	24.194	1837	2	1725000	4	2	80530	-2	0	1	-10.401	10.761	8.693	0.836	0.814	4911	0.096	1	5047	1386	-58.51	884.2	55940000000	55850000000	25530000000	49280000000	56520000000	56520000000	4.908	9007	12.207	9.927	100.2	0.18	0	0	0.001	140.1	0	0	0	0	0	16.287	9.614	20.25	22.523	1.138E+15	96860000	13.428	0.364733122	5798000000	1450000000	134300000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.180_0005047_	0.18	39.33	152.6	40
MW7	0.19	4911	224	26.566	236	2	1766000	4	2	98500	-2	0	1	8.327	35.186	11.781	0.64	0.558	5030	0.105	0	4911	7713	-4143	6828	65020000000	64890000000	2307000000	49940000000	65740000000	65740000000	5.85	19350	59.645	17.923	105.3	0.19	0	0	0.001	129.2	0	0	0	0	0	16.321	36.375	20.207	22.444	1.138E+15	103800000	10.269	0.134387264	7536000000	1284000000	102700000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.190_0004911_	0.19	41.5	152.6	40
