galfit result file run on 08-14-2014
type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) py(pixels) mag rad(pixels) rad(kpc) sersicIndex(n) b/a angle(deg) sky
disk VELA03MRP 360192 3.712 1.776297086 1 F160W 25.8392 25.7504 24.4850 3.3559 1.73111815663 1.0000 0.7063 -87.0655 7.807e-04
bulge VELA03MRP 360192 3.712 1.776297086 1 F160W 23.4636 128.4226 25.2526 5.136e-03 0.00264937061666 4.0724 0.1175 -8.4389 7.807e-04
disk VELA03MRP 360192 3.712 1.776297086 5 F160W 25.3613 25.4474 24.5449 2.3814 1.22842896934 1.0000 0.9307 -5.2751 7.952e-04
bulge VELA03MRP 360192 3.712 1.776297086 5 F160W 32.5665 23.6668 25.8987 11.4986 5.93147448846 0.1957 0.3055 0.6377 7.952e-04
disk VELA03MRP 360192 3.712 1.776297086 6 F160W 27.5385 27.4014 25.1354 10.5198 5.42656717546 1.0000 0.1937 -88.1167 6.287e-04
bulge VELA03MRP 360192 3.712 1.776297086 6 F160W 25.3856 24.6289 24.6136 4.8420 2.49771271921 7.5580 0.3115 50.0176 6.287e-04
disk VELA03MRP 360192 3.712 1.776297086 7 F160W 25.4723 25.5683 24.7663 2.7319 1.40923200694 1.0000 0.5178 71.8098 8.411e-04
bulge VELA03MRP 360192 3.712 1.776297086 7 F160W 25.8942 21.4185 25.4238 12.1822 6.28410489219 0.0240 0.5135 -36.7824 8.411e-04
disk VELA03MRP 360192 3.712 1.776297086 8 F160W 25.6694 25.3681 24.3925 3.4369 1.77290145491 1.0000 0.8025 87.0478 -2.508e-03
bulge VELA03MRP 360192 3.712 1.776297086 8 F160W 25.2968 20.8916 22.9592 52.4498 27.0558720735 0.0328 0.4759 -83.5969 -2.508e-03
disk VELA03MRP 361635 3.733 1.76521907448 0 F160W 25.4937 25.4587 24.4531 2.7687 1.42860826985 1.0000 0.8970 51.6697 4.803e-04
bulge VELA03MRP 361635 3.733 1.76521907448 0 F160W 28.0064 37.1861 25.8087 26.7389 13.7968771145 0.0249 0.1362 38.8623 4.803e-04
disk VELA03MRP 361635 3.733 1.76521907448 1 F160W 25.2965 24.5898 23.8948 5.0904 2.62657114778 1.0000 4.839e-03 -64.6416 2.836e-04
bulge VELA03MRP 361635 3.733 1.76521907448 1 F160W 25.0089 26.0160 24.4919 5.0812 2.62182408379 1.6605 0.6999 81.1015 2.836e-04
disk VELA03MRP 361635 3.733 1.76521907448 5 F160W 27.8273 25.8023 24.7110 8.1917 4.22679610076 1.0000 0.6302 56.9151 1.889e-04
bulge VELA03MRP 361635 3.733 1.76521907448 5 F160W 25.0338 25.4978 24.9689 2.3056 1.18965551594 6.3041 0.1068 -30.2857 1.889e-04
disk VELA03MRP 361635 3.733 1.76521907448 6 F160W 23.9035 25.0291 25.6117 11.9835 6.18330884596 1.0000 0.0177 -86.4542 2.717e-04
bulge VELA03MRP 361635 3.733 1.76521907448 6 F160W 25.7621 25.8794 24.4170 3.7017 1.91002247716 2.3884 0.7286 77.0619 2.717e-04
disk VELA03MRP 361635 3.733 1.76521907448 7 F160W 26.4334 19.9590 25.5222 14.5340 7.4993291415 1.0000 0.5189 -87.0766 1.615e-04
bulge VELA03MRP 361635 3.733 1.76521907448 7 F160W 25.5159 25.5780 24.4359 2.6287 1.3563703395 1.4643 0.9431 -79.7418 1.615e-04
disk VELA03MRP 363098 3.755 1.75407741161 0 F160W 25.1583 25.6615 24.3890 3.2659 1.68559207841 1.0000 0.6768 32.7989 2.410e-04
bulge VELA03MRP 363098 3.755 1.75407741161 0 F160W 37.9607 28.2462 24.7412 60.1120 31.0249275904 4.3589 0.5396 -51.4817 2.410e-04
disk VELA03MRP 363098 3.755 1.75407741161 1 F160W 20.1097 24.8109 25.7726 31.9208 16.4749219562 1.0000 0.0174 -89.5302 -1.018e-04
bulge VELA03MRP 363098 3.755 1.75407741161 1 F160W 25.1995 25.7343 23.9600 7.9231 4.08926011099 6.6481 0.6131 87.0306 -1.018e-04
disk VELA03MRP 363098 3.755 1.75407741161 5 F160W 25.1161 25.6390 24.4357 3.1092 1.60471627735 1.0000 0.6839 1.1317 -4.039e-04
bulge VELA03MRP 363098 3.755 1.75407741161 5 F160W 33.9505 24.2681 23.6706 58.4148 30.1489709244 2.0105 0.6487 68.7346 -4.039e-04
disk VELA03MRP 363098 3.755 1.75407741161 6 F160W 24.9145 25.8869 25.0584 8.7385 4.51010330298 1.0000 0.2456 -78.4149 1.251e-04
bulge VELA03MRP 363098 3.755 1.75407741161 6 F160W 25.3911 25.2922 24.2981 10.1054 5.21558596075 19.1877 0.3679 55.7127 1.251e-04
disk VELA03MRP 363098 3.755 1.75407741161 8 F160W 25.4785 25.5070 24.6076 2.0304 1.04792741848 1.0000 0.9065 -88.3024 6.171e-04
bulge VELA03MRP 363098 3.755 1.75407741161 8 F160W 27.4280 24.9011 25.7869 14.6130 7.54204263506 0.0188 0.7000 -28.9332 6.171e-04
disk VELA03MRP 364624 3.778 1.74255123086 0 F160W 25.0424 26.0063 24.6518 2.8396 1.46593416306 1.0000 0.8250 -85.1110 3.584e-04
bulge VELA03MRP 364624 3.778 1.74255123086 0 F160W 19.1104 40.7758 26.2746 5.2899 2.73089348119 0.3247 0.3797 11.6522 3.584e-04
other VELA03MRP 364624 3.778 1.74255123086 0 F160W 26.7100 23.7517 24.2966 59.7400 30.8405785679 12.7386 0.5142 -65.6862 3.584e-04
disk VELA03MRP 364624 3.778 1.74255123086 1 F160W 23.3170 25.6922 24.8238 8.2289 4.24814256741 1.0000 0.4728 -86.1084 4.673e-04
bulge VELA03MRP 364624 3.778 1.74255123086 1 F160W 25.8217 25.6424 25.1208 2.2410 1.15690888133 1.2293 0.6553 31.7932 4.673e-04
disk VELA03MRP 364624 3.778 1.74255123086 5 F160W 24.5475 25.7925 24.7054 4.5792 2.36399694305 1.0000 0.5812 -13.9824 3.828e-04
bulge VELA03MRP 364624 3.778 1.74255123086 5 F160W 27.1224 25.4568 24.6241 13.0517 6.73789720948 9.7470 0.3806 55.5055 3.828e-04
disk VELA03MRP 364624 3.778 1.74255123086 6 F160W 23.0441 26.2722 24.7425 7.5095 3.87675468288 1.0000 0.3905 69.2043 5.274e-04
bulge VELA03MRP 364624 3.778 1.74255123086 6 F160W 25.8946 25.4138 25.1321 1.3754 0.710045727523 1.6583 0.9801 -85.0561 5.274e-04
disk VELA03MRP 364624 3.778 1.74255123086 7 F160W 30.5613 29.3135 25.8721 10.8722 5.61273750093 1.0000 0.2549 -79.9946 4.995e-04
bulge VELA03MRP 364624 3.778 1.74255123086 7 F160W 25.3227 25.1385 24.3191 2.9193 1.507079026 2.6979 0.8908 30.4463 4.995e-04
disk VELA03MRP 364624 3.778 1.74255123086 8 F160W 26.6933 24.8423 24.8172 6.1003 3.1492598165 1.0000 0.4659 -39.0279 6.968e-04
bulge VELA03MRP 364624 3.778 1.74255123086 8 F160W 24.8107 25.7629 25.1149 1.1183 0.577318697898 8.0741 0.0332 58.3313 6.968e-04
disk VELA03MRP 366196 3.801 1.73077805328 0 F160W 22.4934 30.9858 25.5757 8.7211 4.50328507671 1.0000 0.3496 29.7211 9.201e-06
bulge VELA03MRP 366196 3.801 1.73077805328 0 F160W 25.5861 25.4308 24.0574 5.1627 2.66584603611 5.3891 0.8601 -35.5030 9.201e-06
disk VELA03MRP 366196 3.801 1.73077805328 1 F160W 19.8778 27.1549 25.4263 5.4892 2.83443974304 1.0000 0.8103 -25.4117 2.444e-04
bulge VELA03MRP 366196 3.801 1.73077805328 1 F160W 25.9571 25.5811 24.3954 3.3825 1.74661014917 3.1082 0.6690 -65.3549 2.444e-04
disk VELA03MRP 366196 3.801 1.73077805328 5 F160W 24.3204 26.6081 25.0867 4.7977 2.47737221366 1.0000 0.4611 26.6377 -2.786e-05
bulge VELA03MRP 366196 3.801 1.73077805328 5 F160W 26.6459 25.9188 23.7625 27.9954 14.4558905455 10.1027 0.6479 -9.7030 -2.786e-05
disk VELA03MRP 366196 3.801 1.73077805328 6 F160W 25.1562 25.7780 24.1862 4.3521 2.24727924027 1.0000 0.5179 84.8047 4.001e-04
bulge VELA03MRP 366196 3.801 1.73077805328 6 F160W 28.6409 24.4298 24.6947 31.8820 16.4628011163 0.4889 3.668e-04 -30.1337 4.001e-04
disk VELA03MRP 366196 3.801 1.73077805328 7 F160W 27.9713 25.6215 24.5210 6.3109 3.25873820855 1.0000 0.6505 -74.5037 4.341e-04
bulge VELA03MRP 366196 3.801 1.73077805328 7 F160W 24.4229 25.1141 25.0248 1.7421 0.899562318071 19.2175 0.0276 15.8044 4.341e-04
disk VELA03MRP 366196 3.801 1.73077805328 8 F160W 30.9019 27.7907 25.6826 6.8433 3.53365180601 1.0000 0.6825 -9.4322 4.086e-04
bulge VELA03MRP 366196 3.801 1.73077805328 8 F160W 25.2403 25.2794 24.3324 3.0448 1.57223313591 2.6892 0.9121 -7.5239 4.086e-04
disk VELA03MRP 367631 3.823 1.72011881479 0 F160W 25.6727 26.1772 24.2685 3.0323 1.566078559 1.0000 0.7467 48.0860 -4.963e-04
bulge VELA03MRP 367631 3.823 1.72011881479 0 F160W 28.1201 26.9233 23.5596 47.3571 24.4583118183 0.9486 0.6768 72.1443 -4.963e-04
disk VELA03MRP 367631 3.823 1.72011881479 1 F160W 25.9500 26.8524 24.3520 4.3831 2.2637202559 1.0000 0.6170 -83.1364 3.747e-04
bulge VELA03MRP 367631 3.823 1.72011881479 1 F160W 25.9298 25.3698 25.1127 5.6449 2.91539651674 19.2419 0.5734 61.2221 3.747e-04
disk VELA03MRP 367631 3.823 1.72011881479 5 F160W 25.7140 26.3025 24.1433 3.4848 1.79977923108 1.0000 0.6961 87.1612 -1.756e-03
bulge VELA03MRP 367631 3.823 1.72011881479 5 F160W 28.0526 31.5138 22.3404 68.8834 35.5759046965 0.5754 0.5958 55.2558 -1.756e-03
disk VELA03MRP 367631 3.823 1.72011881479 6 F160W 25.9536 26.2328 24.5709 4.2521 2.19606326575 1.0000 0.4828 -60.3181 4.495e-04
bulge VELA03MRP 367631 3.823 1.72011881479 6 F160W 25.7645 26.1076 24.9501 6.0676 3.13370651473 4.6706 0.1124 77.2820 4.495e-04
disk VELA03MRP 367631 3.823 1.72011881479 7 F160W 27.4488 20.8210 26.8339 52.8346 27.287251998 1.0000 6.150e-04 81.9206 3.933e-04
bulge VELA03MRP 367631 3.823 1.72011881479 7 F160W 25.6944 25.9422 24.0054 3.8022 1.96370540416 1.8171 0.7986 -31.1118 3.933e-04
disk VELA03MRP 367631 3.823 1.72011881479 8 F160W 20.6374 20.8428 26.2464 5.1839 2.67730588729 1.0000 0.8461 -63.2284 5.404e-04
bulge VELA03MRP 367631 3.823 1.72011881479 8 F160W 25.8921 26.1694 24.0981 3.2694 1.68853254652 2.2495 0.8324 85.8426 5.404e-04
disk VELA03MRP 369148 3.846 1.70894058752 0 F160W 20.7487 25.3943 25.8771 11.1511 5.76020411461 1.0000 0.0525 66.4486 2.231e-04
bulge VELA03MRP 369148 3.846 1.70894058752 0 F160W 26.1725 26.0891 24.0544 4.9609 2.56259889985 3.5071 0.5965 13.8091 2.231e-04
disk VELA03MRP 369148 3.846 1.70894058752 1 F160W 25.9577 25.8694 24.1485 4.9225 2.54276302375 1.0000 0.5001 -79.8436 8.351e-05
bulge VELA03MRP 369148 3.846 1.70894058752 1 F160W 30.2487 24.3261 23.2200 948.3367 489.872116775 6.3573 0.1378 4.5511 8.351e-05
disk VELA03MRP 369148 3.846 1.70894058752 5 F160W 22.5226 29.1600 25.7755 16.0052 8.26763448405 1.0000 0.0380 21.6906 2.498e-04
bulge VELA03MRP 369148 3.846 1.70894058752 5 F160W 26.1699 26.1156 24.1425 3.8144 1.9703636928 2.6400 0.7362 -17.0162 2.498e-04
disk VELA03MRP 369148 3.846 1.70894058752 6 F160W 26.0538 25.6550 24.2581 5.3058 2.74076019328 1.0000 0.4479 80.6416 3.354e-04
bulge VELA03MRP 369148 3.846 1.70894058752 6 F160W 25.7478 26.6228 24.9785 3.8369 1.98198627645 8.5691 3.889e-03 -14.5283 3.354e-04
disk VELA03MRP 369148 3.846 1.70894058752 7 F160W 31.3506 31.3589 25.0996 27.8199 14.3706273325 1.0000 0.4683 -36.5893 7.212e-05
bulge VELA03MRP 369148 3.846 1.70894058752 7 F160W 25.9830 26.1285 24.1780 3.9700 2.05074031575 1.5375 0.6531 77.6504 7.212e-05
disk VELA03MRP 369148 3.846 1.70894058752 8 F160W 25.8847 26.2378 24.2077 3.6854 1.90372754652 1.0000 0.7544 -77.0537 3.664e-04
bulge VELA03MRP 369148 3.846 1.70894058752 8 F160W 33.6803 28.3315 25.8618 22.2641 11.5007273209 0.0149 0.6346 -39.3965 3.664e-04
disk VELA03MRP 370752 3.870 1.6972207837 0 F160W 21.3982 26.4138 25.8679 27.3021 14.1055268378 1.0000 0.1243 27.3803 8.815e-04
bulge VELA03MRP 370752 3.870 1.6972207837 0 F160W 26.0967 25.8310 24.1746 3.5109 1.81389322341 2.5343 0.7171 54.4327 8.815e-04
disk VELA03MRP 370752 3.870 1.6972207837 1 F160W 26.1856 24.2273 25.4435 11.2065 5.7897958951 1.0000 0.1882 -70.7762 7.031e-04
bulge VELA03MRP 370752 3.870 1.6972207837 1 F160W 25.9819 26.3879 24.3955 3.3969 1.75499555401 2.6477 0.6655 41.8535 7.031e-04
disk VELA03MRP 370752 3.870 1.6972207837 5 F160W 23.9100 26.2282 25.3568 7.9651 4.11513882872 1.0000 0.2832 8.3792 9.688e-04
bulge VELA03MRP 370752 3.870 1.6972207837 5 F160W 26.6704 26.0790 24.5069 2.8593 1.47724654467 3.3685 0.7416 35.6214 9.688e-04
disk VELA03MRP 370752 3.870 1.6972207837 6 F160W 25.4439 26.2249 24.5097 8.4969 4.38989128997 1.0000 0.2912 66.3331 9.097e-04
bulge VELA03MRP 370752 3.870 1.6972207837 6 F160W 26.0290 25.7532 25.2598 1.4803 0.764791403517 1.3586 0.0414 -45.0754 9.097e-04
disk VELA03MRP 370752 3.870 1.6972207837 7 F160W 25.8409 26.1542 24.2344 3.5953 1.8574981646 1.0000 0.8206 -80.2097 1.168e-03
bulge VELA03MRP 370752 3.870 1.6972207837 7 F160W 20.8027 22.9040 26.3571 3.911e-03 0.00202060337712 0.6241 0.0500 -77.1097 1.168e-03
disk VELA03MRP 370752 3.870 1.6972207837 8 F160W 26.9795 27.8808 24.6034 7.6178 3.93570759556 1.0000 0.5860 -55.7612 9.108e-04
bulge VELA03MRP 370752 3.870 1.6972207837 8 F160W 25.6887 25.9881 24.7333 2.9158 1.50643705625 5.6239 0.0141 87.1905 9.108e-04
disk VELA03MRP 372107 3.890 1.68739905457 0 F160W 26.1956 26.2245 24.1996 4.1231 2.13044701339 1.0000 0.6585 82.7840 7.182e-04
bulge VELA03MRP 372107 3.890 1.68739905457 0 F160W 35.1333 4.5157 21.6764 3155.9971 1630.73527103 5.5799 0.0310 36.2409 7.182e-04
disk VELA03MRP 372107 3.890 1.68739905457 1 F160W 26.0278 26.1505 24.2941 4.6271 2.39086885491 1.0000 0.5238 -84.6041 7.220e-04
bulge VELA03MRP 372107 3.890 1.68739905457 1 F160W 24.9379 32.4238 26.4114 20.7421 10.7176505534 0.1524 0.1452 -34.3930 7.220e-04
disk VELA03MRP 372107 3.890 1.68739905457 5 F160W 26.2887 25.7383 24.4427 2.6150 1.35119665786 1.0000 0.8984 -71.0038 2.001e-04
bulge VELA03MRP 372107 3.890 1.68739905457 5 F160W 24.6908 31.4713 23.6702 55.0654 28.4528429995 2.4907 0.6002 -0.3196 2.001e-04
disk VELA03MRP 372107 3.890 1.68739905457 6 F160W 21.0297 28.2692 25.5063 20.0752 10.3730566524 1.0000 0.1567 77.8996 5.515e-04
bulge VELA03MRP 372107 3.890 1.68739905457 6 F160W 26.2736 26.0355 24.2134 3.9205 2.02576156679 3.0940 0.6207 82.9700 5.515e-04
disk VELA03MRP 372107 3.890 1.68739905457 7 F160W 26.6109 25.3573 24.8774 3.7366 1.93073859723 1.0000 0.5845 -21.5431 6.468e-04
bulge VELA03MRP 372107 3.890 1.68739905457 7 F160W 25.6366 26.9969 24.0488 25.7612 13.3110697294 8.2641 0.4270 -87.9685 6.468e-04
disk VELA03MRP 372107 3.890 1.68739905457 8 F160W 27.1432 29.7146 25.1279 20.1948 10.4348551687 1.0000 0.2555 -75.6664 7.489e-04
bulge VELA03MRP 372107 3.890 1.68739905457 8 F160W 26.1884 25.5927 24.4300 2.5243 1.30433106059 1.0460 0.9219 83.0765 7.489e-04
disk VELA03MRP 373504 3.911 1.67734749829 0 F160W 24.2303 26.7336 25.0792 7.2143 3.72810872892 1.0000 0.3011 -88.7421 8.558e-04
bulge VELA03MRP 373504 3.911 1.67734749829 0 F160W 26.4436 25.8965 24.4955 4.5734 2.36338001758 2.6964 0.3013 -3.7161 8.558e-04
disk VELA03MRP 373504 3.911 1.67734749829 1 F160W 26.1624 26.2339 24.0755 5.1356 2.65390615697 1.0000 0.6132 -82.5744 6.673e-04
bulge VELA03MRP 373504 3.911 1.67734749829 1 F160W 23.7105 28.6757 26.5254 20.0505 10.3614271751 0.2830 0.0128 -5.0063 6.673e-04
disk VELA03MRP 373504 3.911 1.67734749829 5 F160W 25.1865 31.1031 25.9537 14.7535 7.62411490126 1.0000 0.1874 30.0874 7.819e-04
bulge VELA03MRP 373504 3.911 1.67734749829 5 F160W 25.8320 25.7597 24.1709 3.6563 1.88945343908 2.4830 0.6576 -12.2226 7.819e-04
disk VELA03MRP 373504 3.911 1.67734749829 6 F160W 21.1550 24.9333 25.6392 14.0347 7.25266312433 1.0000 0.0832 64.5736 8.667e-04
bulge VELA03MRP 373504 3.911 1.67734749829 6 F160W 26.5005 26.2681 24.2575 2.9369 1.51769160223 1.8554 0.6429 66.9481 8.667e-04
disk VELA03MRP 373504 3.911 1.67734749829 7 F160W 26.0910 25.5770 24.2263 3.2850 1.69757802899 1.0000 0.7867 26.2055 8.873e-04
bulge VELA03MRP 373504 3.911 1.67734749829 7 F160W 33.1494 34.4511 24.4566 181.3117 93.6958168396 5.2147 0.1033 -82.2620 8.873e-04
disk VELA03MRP 373504 3.911 1.67734749829 8 F160W 25.9867 25.5179 24.2499 3.2943 1.70238395765 1.0000 0.7568 25.1312 8.628e-04
bulge VELA03MRP 373504 3.911 1.67734749829 8 F160W 33.3826 33.0512 25.0900 34.1719 17.658893957 1.7013 0.1643 -84.0062 8.628e-04
disk VELA03MRP 374968 3.933 1.66689424164 0 F160W 25.3265 26.2924 24.3451 5.6451 2.91747647375 1.0000 0.7396 52.6891 7.030e-04
bulge VELA03MRP 374968 3.933 1.66689424164 0 F160W 27.1241 26.4766 25.4147 1.3127 0.678424007917 3.3752 0.0740 -24.6383 7.030e-04
disk VELA03MRP 374968 3.933 1.66689424164 1 F160W 26.4150 26.6699 24.1061 4.5913 2.37285605816 1.0000 0.6132 -74.0955 2.186e-04
bulge VELA03MRP 374968 3.933 1.66689424164 1 F160W 46.2680 58.6533 24.8627 72.5584 37.4993224164 8.720e-03 0.3044 -16.1124 2.186e-04
disk VELA03MRP 374968 3.933 1.66689424164 5 F160W 24.4545 27.0629 25.0002 20.8904 10.7964873124 1.0000 0.2625 3.1301 5.720e-04
bulge VELA03MRP 374968 3.933 1.66689424164 5 F160W 26.7825 26.4602 24.4034 2.8485 1.47214960505 0.8075 0.8403 -77.1757 5.720e-04
disk VELA03MRP 374968 3.933 1.66689424164 6 F160W 26.1940 26.3919 24.2638 5.7850 2.98977899428 1.0000 0.4584 79.8727 7.532e-04
bulge VELA03MRP 374968 3.933 1.66689424164 6 F160W 27.0221 26.6456 25.5057 0.0109 0.0056332914499 4.7979 0.5146 13.5649 7.532e-04
disk VELA03MRP 374968 3.933 1.66689424164 7 F160W 31.7233 30.5580 25.3727 9.9128 5.12309096189 1.0000 0.6862 -68.2234 5.949e-04
bulge VELA03MRP 374968 3.933 1.66689424164 7 F160W 26.2186 26.4737 24.3008 2.8299 1.46253683248 1.4328 0.8352 14.0509 5.949e-04
disk VELA03MRP 374968 3.933 1.66689424164 8 F160W 27.3653 27.1032 24.4869 5.9496 3.07484686334 1.0000 0.7170 -15.4535 4.902e-04
bulge VELA03MRP 374968 3.933 1.66689424164 8 F160W 26.0642 26.8337 24.5141 5.0204 2.59462168762 19.9971 0.2066 78.5358 4.902e-04
disk VELA03MRP 376486 3.956 1.65614126422 0 F160W 25.8783 26.7656 24.3113 4.4352 2.29235954983 1.0000 0.8760 40.7783 9.188e-04
bulge VELA03MRP 376486 3.956 1.65614126422 0 F160W 27.5932 25.1087 24.8811 9.959e-03 0.00514736849675 18.3578 0.1193 79.1141 9.188e-04
disk VELA03MRP 376486 3.956 1.65614126422 1 F160W 26.5436 26.4465 24.1589 3.5128 1.81561161315 1.0000 0.6919 -84.1495 -4.596e-05
bulge VELA03MRP 376486 3.956 1.65614126422 1 F160W 24.1793 24.3382 25.0639 22.1485 11.4475842103 0.0605 0.8677 2.0555 -4.596e-05
disk VELA03MRP 376486 3.956 1.65614126422 6 F160W 25.4672 26.0362 24.7744 8.4207 4.35228897485 1.0000 0.3413 77.1726 8.700e-04
bulge VELA03MRP 376486 3.956 1.65614126422 6 F160W 26.7340 26.5987 24.6927 2.1434 1.10782906275 1.0918 0.7407 -71.3460 8.700e-04
disk VELA03MRP 376486 3.956 1.65614126422 7 F160W 26.4984 26.4017 24.1564 3.3807 1.74733494095 1.0000 0.6933 -40.4412 9.772e-04
bulge VELA03MRP 376486 3.956 1.65614126422 7 F160W 26.0196 31.5717 26.0466 15.0012 7.75345961376 0.0431 0.2523 -66.9020 9.772e-04
disk VELA03MRP 376486 3.956 1.65614126422 8 F160W 26.6569 27.2639 24.6811 5.1298 2.65136769903 1.0000 0.5519 -13.7330 8.327e-04
bulge VELA03MRP 376486 3.956 1.65614126422 8 F160W 26.0390 26.3735 24.6992 3.8113 1.96989311695 2.5173 0.3370 -85.1472 8.327e-04
disk VELA03MRP 378029 3.980 1.64529969923 0 F160W 27.5835 26.5350 24.1755 4.5432 2.34831483092 1.0000 0.7086 88.4341 8.301e-04
bulge VELA03MRP 378029 3.980 1.64529969923 0 F160W 26.6596 26.0899 25.4483 2.1519 1.11228620458 0.4922 0.2270 18.9825 8.301e-04
disk VELA03MRP 378029 3.980 1.64529969923 1 F160W 26.4835 25.8060 24.4765 4.3106 2.2280872315 1.0000 0.4616 81.4556 6.534e-04
bulge VELA03MRP 378029 3.980 1.64529969923 1 F160W 27.1848 27.6488 25.2546 4.1569 2.14864190893 0.5978 0.5821 -48.2260 6.534e-04
disk VELA03MRP 378029 3.980 1.64529969923 5 F160W 27.4103 25.9532 24.2089 4.7477 2.45401794391 1.0000 0.6634 41.4266 8.505e-04
bulge VELA03MRP 378029 3.980 1.64529969923 5 F160W 26.4213 26.3790 25.2585 1.7607 0.910080542965 4.9479 0.0498 -67.6029 8.505e-04
disk VELA03MRP 378029 3.980 1.64529969923 6 F160W 27.4182 26.4475 24.3726 5.5186 2.8524850823 1.0000 0.4103 70.9056 6.037e-04
bulge VELA03MRP 378029 3.980 1.64529969923 6 F160W 26.9311 26.0329 24.5915 5.3051 2.74212999857 19.7997 0.4762 -67.3153 6.037e-04
disk VELA03MRP 378029 3.980 1.64529969923 7 F160W 25.9516 26.4200 24.1184 2.8927 1.49519508527 1.0000 0.7513 -28.4834 3.395e-04
bulge VELA03MRP 378029 3.980 1.64529969923 7 F160W 32.1090 25.4915 24.4392 30.8584 15.9502637741 2.2088 0.6481 -58.5366 3.395e-04
disk VELA03MRP 378029 3.980 1.64529969923 8 F160W 25.9733 26.3101 23.9827 3.2997 1.70556753997 1.0000 0.7660 -50.1900 7.653e-04
bulge VELA03MRP 378029 3.980 1.64529969923 8 F160W 36.7884 26.4352 26.3543 18.8183 9.72690900305 0.0140 0.6647 -47.4222 7.653e-04
disk VELA03MRP 379410 4.001 1.63567117366 0 F160W 29.6366 27.1802 25.0406 9.4176 4.86798242409 1.0000 0.5275 60.4714 7.916e-04
bulge VELA03MRP 379410 4.001 1.63567117366 0 F160W 26.8033 26.1579 24.2048 3.4308 1.77338962162 1.3929 0.5222 -72.8548 7.916e-04
disk VELA03MRP 379410 4.001 1.63567117366 1 F160W 24.3340 26.2717 24.5921 5.4417 2.81282916637 1.0000 0.3620 -35.8648 6.586e-04
bulge VELA03MRP 379410 4.001 1.63567117366 1 F160W 27.6050 25.8726 24.7741 2.8764 1.48681879084 5.8369 0.2576 73.7828 6.586e-04
disk VELA03MRP 379410 4.001 1.63567117366 5 F160W 27.9805 26.5402 24.3235 3.6687 1.89636076275 1.0000 0.7745 79.6092 8.574e-04
bulge VELA03MRP 379410 4.001 1.63567117366 5 F160W 26.1956 25.7354 24.3708 16.3390 8.44567244598 19.9211 0.3792 48.4083 8.574e-04
disk VELA03MRP 379410 4.001 1.63567117366 6 F160W 30.3981 25.9498 25.0876 7.7677 4.01514473705 1.0000 0.0466 77.1916 8.633e-04
bulge VELA03MRP 379410 4.001 1.63567117366 6 F160W 26.6002 26.3545 24.3370 3.0701 1.58694283471 1.0833 0.6414 -74.6298 8.633e-04
disk VELA03MRP 379410 4.001 1.63567117366 7 F160W 21.6847 21.4839 24.4940 9.526e-03 0.00492401467167 1.0000 0.0444 60.8510 1.260e-03
bulge VELA03MRP 379410 4.001 1.63567117366 7 F160W 22.5154 23.4481 24.4226 4.363e-03 0.00225524627467 19.9912 0.0940 -20.6398 1.260e-03
disk VELA03MRP 379410 4.001 1.63567117366 8 F160W 25.8518 24.2141 24.5257 6.9081 3.5708152166 1.0000 0.4836 -54.9091 8.288e-04
bulge VELA03MRP 379410 4.001 1.63567117366 8 F160W 25.9398 26.9963 24.6862 2.2083 1.14147612843 0.9708 0.7993 -76.7808 8.288e-04
disk VELA03MRP 380858 4.023 1.62565050491 0 F160W 28.2586 26.6841 24.4862 5.3446 2.76268170598 1.0000 0.3981 -32.8558 3.327e-04
bulge VELA03MRP 380858 4.023 1.62565050491 0 F160W 25.9218 26.9471 23.3405 83.7610 43.2969693475 19.9977 0.3937 79.6577 3.327e-04
disk VELA03MRP 380858 4.023 1.62565050491 1 F160W 25.9101 26.1369 23.9914 5.2033 2.68964220348 1.0000 0.4559 -67.4798 5.262e-04
bulge VELA03MRP 380858 4.023 1.62565050491 1 F160W 19.9247 30.1469 26.2372 10.3569 5.35359393793 1.6453 9.444e-03 61.6783 5.262e-04
disk VELA03MRP 380858 4.023 1.62565050491 5 F160W 31.8873 28.9438 25.5981 3.7734 1.9505113852 1.0000 0.4400 -86.3746 6.010e-04
bulge VELA03MRP 380858 4.023 1.62565050491 5 F160W 26.2877 26.0812 23.9260 3.8576 1.99403527841 3.8080 0.5835 69.6034 6.010e-04
disk VELA03MRP 380858 4.023 1.62565050491 6 F160W 27.3741 25.6469 24.1759 5.3905 2.7864079138 1.0000 0.3463 -87.1530 5.642e-04
bulge VELA03MRP 380858 4.023 1.62565050491 6 F160W 26.8204 27.7212 24.7579 14.8167 7.65891292762 19.7806 0.1356 58.3493 5.642e-04
disk VELA03MRP 380858 4.023 1.62565050491 7 F160W 26.0600 26.5059 23.9523 3.2011 1.6546833082 1.0000 0.8214 78.6243 8.226e-04
bulge VELA03MRP 380858 4.023 1.62565050491 7 F160W 19.2401 17.6283 25.3674 20.1477 10.4145646461 8.0907 0.2690 81.4809 8.226e-04
disk VELA03MRP 380858 4.023 1.62565050491 8 F160W 26.5154 26.6435 24.1715 2.4588 1.27098038743 1.0000 0.9368 47.4921 8.690e-04
bulge VELA03MRP 380858 4.023 1.62565050491 8 F160W 21.7176 22.9598 25.2471 6.0706 3.13795897996 1.5034 0.7110 40.4337 8.690e-04
