galfit result file
galaxy ID, time step, age (GYr), camera, filter, type, pos error, px, py, sers error, sersic, mag, rad, b/a, angle[, component seperation distance]
*VELA01, 380, 4.010, cam6, F160W, disk, *, 302.1104, 300.5533, , 1.0359, 16.8102, 27.4987, 0.3950, 88.0989, 20.8447779669
*VELA01, 380, 4.010, cam6, F160W, bulge, *, 282.0872, 294.7588, , 2.6561, 18.9948, 21.7610, 0.5516, 30.8588, 20.8447779669
*VELA01, 380, 4.010, cam7, F160W, bulge, *, 299.9407, 302.7033, , 0.5187, 17.4355, 15.7637, 0.3927, -89.0209, 6.10773582025
*VELA01, 380, 4.010, cam7, F160W, disk, *, 297.6313, 297.0490, , 0.8662, 16.8187, 35.0942, 0.7773, 82.8964, 6.10773582025
*VELA01, 380, 4.010, cam8, F160W, bulge, *, 299.2095, 302.5500, *, 0.4896, 17.4387, 15.9062, 0.3959, -87.4138, 5.59829682403
*VELA01, 380, 4.010, cam8, F160W, disk, *, 298.2292, 297.0382, , 0.8471, 16.8287, 35.6726, 0.7581, 81.2464, 5.59829682403
*VELA01, 400, 4.316, cam0, F160W, disk, *, -64.7326, 848.5388, , 0.8842, 6.7419, 61.7345, 0.1799, 40.8237, 323.951363879
*VELA01, 400, 4.316, cam0, F160W, bulge, *, 141.3193, 598.5646, , 3.6872, 17.5043, 36.4805, 0.4037, 22.1328, 323.951363879
*VELA01, 400, 4.316, cam1, F160W, bulge, *, 293.7614, 300.6354, , 1.6228, 16.8940, 12.7138, 0.4464, 86.4834, 19.1585920036
*VELA01, 400, 4.316, cam1, F160W, disk, *, 312.9148, 301.0814, , 1.5878, 17.3973, 19.2932, 0.8857, 40.7245, 19.1585920036
VELA01, 400, 4.316, cam5, F160W, disk, , 569.9520, 590.0842, , 1.1628, 16.1494, 40.9649, 0.7937, 69.4422, 2.7504777276
VELA01, 400, 4.316, cam5, F160W, bulge, , 572.0367, 588.2900, , 1.3088, 18.3011, 3.9198, 0.8549, -62.8777, 2.7504777276
VELA01, 400, 4.316, cam7, F160W, bulge, , 300.5052, 300.9537, , 0.7119, 16.9324, 12.5882, 0.4151, 89.5792, 1.65893931474
VELA01, 400, 4.316, cam7, F160W, disk, , 298.8929, 300.5631, , 0.7870, 17.1088, 30.5609, 0.7688, -89.3836, 1.65893931474
VELA01, 400, 4.316, cam8, F160W, bulge, , 300.6305, 300.9862, , 0.7246, 16.9768, 12.4888, 0.4072, 89.3336, 2.08409149751
VELA01, 400, 4.316, cam8, F160W, disk, , 298.6149, 300.4563, , 0.8833, 17.0521, 30.2134, 0.7423, 89.4204, 2.08409149751
VELA01, 410, 4.471, cam0, F160W, disk, , 302.2954, 300.9496, , 1.4364, 16.5293, 19.5825, 0.8813, 83.3635, 3.29087172798
*VELA01, 410, 4.471, cam0, F160W, bulge, , 299.0517, 300.3944, *, 0.2583, 17.6553, 10.7939, 0.8666, -49.9163, 3.29087172798
VELA01, 410, 4.471, cam1, F160W, bulge, , 299.7449, 300.2767, , 0.7424, 17.3109, 15.2592, 0.3071, 89.3444, 2.2135105805
VELA01, 410, 4.471, cam1, F160W, disk, , 298.8574, 302.3045, , 1.0148, 17.4791, 29.9834, 0.7546, 64.3460, 2.2135105805
VELA01, 410, 4.471, cam5, F160W, bulge, , 300.7657, 300.5865, , 0.9599, 17.0275, 14.3889, 0.3894, 88.9174, 4.80275607959
VELA01, 410, 4.471, cam5, F160W, disk, , 296.5671, 302.9185, , 0.9189, 17.6233, 34.0418, 0.8214, 84.9084, 4.80275607959
*VELA01, 410, 4.471, cam6, F160W, disk, *, 353.1144, 355.2513, , 1.4375, 16.2872, 40.4372, 0.4189, 20.3921, 247.083867219
*VELA01, 410, 4.471, cam6, F160W, bulge, *, 293.8057, 595.1115, , 4.3802, 18.7046, 12.3330, 0.7925, 19.7495, 247.083867219
VELA01, 410, 4.471, cam7, F160W, bulge, , 300.2620, 300.2848, , 0.9824, 16.9568, 14.4896, 0.4435, 89.3197, 3.86337379113
VELA01, 410, 4.471, cam7, F160W, disk, , 300.1628, 304.1469, , 0.7684, 17.7767, 35.5474, 0.8953, -72.2158, 3.86337379113
VELA01, 410, 4.471, cam8, F160W, bulge, , 300.3247, 300.3073, , 0.9693, 16.9815, 14.3795, 0.4329, 89.1728, 3.62691426146
VELA01, 410, 4.471, cam8, F160W, disk, , 299.4542, 303.8282, , 0.8394, 17.7175, 34.7482, 0.8847, -82.9166, 3.62691426146
*VELA01, 460, 5.259, cam0, F160W, bulge, *, 299.5818, 300.7009, , 3.2336, 15.7489, 26.0353, 0.7454, 79.2839, 6.22283895421
*VELA01, 460, 5.259, cam0, F160W, disk, *, 305.7914, 300.2952, , 0.6891, 16.6264, 47.2323, 0.5792, -6.6526, 6.22283895421
VELA01, 460, 5.259, cam1, F160W, bulge, , 299.1726, 301.7011, , 1.5471, 15.5727, 42.4835, 0.6688, 50.0953, 2.80602905366
VELA01, 460, 5.259, cam1, F160W, disk, , 301.8869, 300.9895, , 1.6608, 17.1268, 7.6420, 0.7382, 61.0505, 2.80602905366
*VELA01, 460, 5.259, cam5, F160W, bulge, *, 300.5470, 300.3027, , 2.9381, 15.7060, 27.4844, 0.8045, -77.6283, 9.83384628566
*VELA01, 460, 5.259, cam5, F160W, disk, *, 297.4544, 309.6376, *, 0.4942, 16.9041, 59.4356, 0.6248, 0.5869, 9.83384628566
VELA01, 460, 5.259, cam6, F160W, disk, , 300.2660, 301.1801, , 2.1411, 15.3314, 28.7158, 0.7280, 74.6909, 3.20915166983
VELA01, 460, 5.259, cam6, F160W, bulge, , 303.4750, 301.1489, , 0.8808, 23.6015, 0.0047, 0.3743, -39.4272, 3.20915166983
*VELA01, 460, 5.259, cam7, F160W, disk, *, 303.9581, 308.0246, , 0.6213, 16.5795, 58.0792, 0.7181, -25.5436, 9.51990460509
*VELA01, 460, 5.259, cam7, F160W, bulge, *, 299.4201, 299.6559, , 3.0503, 15.8502, 26.9583, 0.8455, -85.8958, 9.51990460509
*VELA01, 460, 5.259, cam8, F160W, bulge, *, 299.5267, 299.9330, , 3.1218, 15.8290, 26.2873, 0.8410, -82.1572, 8.69694001934
*VELA01, 460, 5.259, cam8, F160W, disk, *, 302.8180, 307.9831, , 0.6039, 16.6013, 58.3915, 0.7243, -21.7796, 8.69694001934
*VELA01, 470, 5.419, cam0, F160W, bulge, *, 299.7411, 300.7620, , 2.7867, 15.4765, 23.6316, 0.7520, -54.1480, 5.12546212551
*VELA01, 470, 5.419, cam0, F160W, disk, *, 298.1401, 305.6310, *, 0.1643, 16.6814, 68.0427, 0.7645, -8.2720, 5.12546212551
VELA01, 470, 5.419, cam1, F160W, bulge, , 301.1618, 298.7040, , 1.5769, 15.4161, 38.1120, 0.7821, 39.4480, 2.33085034483
VELA01, 470, 5.419, cam1, F160W, disk, , 299.8695, 300.6438, , 1.7977, 17.7539, 4.9724, 0.8236, -18.9546, 2.33085034483
VELA01, 470, 5.419, cam5, F160W, bulge, , 299.5804, 300.1841, , 3.8252, 16.3238, 31.8384, 0.7325, -26.1808, 4.1153272786
VELA01, 470, 5.419, cam5, F160W, disk, , 303.5910, 299.2616, , 0.9378, 15.9323, 42.8870, 0.6595, 48.6167, 4.1153272786
VELA01, 470, 5.419, cam6, F160W, bulge, , 299.7540, 300.0428, , 2.7198, 15.4434, 23.9457, 0.6747, -51.0175, 2.45051402975
*VELA01, 470, 5.419, cam6, F160W, disk, , 297.8166, 301.5433, *, 0.1959, 16.7855, 56.6517, 0.7791, 42.8188, 2.45051402975
*VELA01, 470, 5.419, cam7, F160W, bulge, *, 300.5053, 301.2723, , 2.6744, 15.6293, 27.2623, 0.9190, -7.2974, 6.06624841644
*VELA01, 470, 5.419, cam7, F160W, disk, *, 302.3477, 295.4926, *, 0.3732, 16.5971, 62.1587, 0.5702, 40.5008, 6.06624841644
*VELA01, 470, 5.419, cam8, F160W, bulge, *, 300.5643, 301.4601, , 2.6362, 15.6564, 28.1075, 0.9039, -9.3596, 6.30561355778
*VELA01, 470, 5.419, cam8, F160W, disk, *, 302.6528, 295.5104, *, 0.4068, 16.5930, 60.4724, 0.5575, 42.0579, 6.30561355778
VELA01, 480, 5.580, cam0, F160W, bulge, , 300.3083, 300.6116, , 2.9674, 15.4461, 22.9872, 0.6964, -52.0669, 2.32118841329
*VELA01, 480, 5.580, cam0, F160W, disk, , 299.5880, 302.8182, *, 0.1135, 16.4785, 64.3250, 0.8454, -43.6371, 2.32118841329
*VELA01, 480, 5.580, cam1, F160W, bulge, *, 300.7874, 300.3394, , 2.4286, 15.6186, 30.3119, 0.7293, 16.2634, 5.36338950758
*VELA01, 480, 5.580, cam1, F160W, disk, *, 305.5864, 297.9445, *, 0.2330, 16.6794, 55.3009, 0.4010, 89.6768, 5.36338950758
*VELA01, 480, 5.580, cam5, F160W, bulge, *, 300.6575, 301.6588, , 2.8729, 15.6084, 24.9745, 0.9002, 9.8724, 5.34944664241
*VELA01, 480, 5.580, cam5, F160W, disk, *, 302.2742, 296.5595, *, 0.2453, 16.6477, 57.6080, 0.3909, 75.6307, 5.34944664241
VELA01, 480, 5.580, cam6, F160W, bulge, , 300.3968, 300.3182, , 2.8423, 15.4827, 22.5989, 0.6785, -34.2848, 0.944083661547
*VELA01, 480, 5.580, cam6, F160W, disk, , 299.6508, 300.8968, *, 0.1481, 16.5206, 55.3660, 0.7664, 78.0171, 0.944083661547
VELA01, 480, 5.580, cam7, F160W, bulge, , 300.5606, 300.5563, , 3.0285, 15.4908, 22.8682, 0.9232, 22.2016, 3.48748982077
*VELA01, 480, 5.580, cam7, F160W, disk, , 300.8836, 297.0838, *, 0.2102, 16.5140, 61.6780, 0.5684, 73.1751, 3.48748982077
VELA01, 480, 5.580, cam8, F160W, bulge, , 300.5512, 300.5974, , 3.0182, 15.4987, 23.0269, 0.9207, 18.8715, 3.55312409719
*VELA01, 480, 5.580, cam8, F160W, disk, , 301.1069, 297.0880, *, 0.2173, 16.5301, 61.0905, 0.5491, 73.2254, 3.55312409719
*VELA01, 500, 5.903, cam0, F160W, bulge, *, 301.3871, 300.4079, , 3.3399, 15.5639, 23.7513, 0.7720, -56.8161, 5.66653515387
*VELA01, 500, 5.903, cam0, F160W, disk, *, 295.9352, 298.8631, *, 0.2750, 16.3155, 51.8224, 0.8877, -82.5470, 5.66653515387
VELA01, 500, 5.903, cam1, F160W, bulge, , 300.7755, 301.4949, , 3.0749, 15.7764, 30.5811, 0.6436, 29.8839, 3.8050377935
*VELA01, 500, 5.903, cam1, F160W, disk, , 298.5165, 298.4330, *, 0.4354, 16.4290, 44.1215, 0.4737, -86.9442, 3.8050377935
VELA01, 500, 5.903, cam5, F160W, bulge, , 299.7497, 301.0478, , 3.0204, 15.4951, 25.0417, 0.9270, 13.1340, 1.7930902989
*VELA01, 500, 5.903, cam5, F160W, disk, , 298.4858, 299.7759, *, 0.2258, 16.8546, 53.6995, 0.3495, 74.4831, 1.7930902989
VELA01, 500, 5.903, cam6, F160W, disk, , 299.6583, 299.9173, , 1.8257, 15.2398, 33.7506, 0.7450, -70.9902, 2.22500337977
VELA01, 500, 5.903, cam6, F160W, bulge, , 299.4181, 302.1293, , 0.8014, 18.7231, 3.3120, 0.3862, -60.6487, 2.22500337977
VELA01, 500, 5.903, cam7, F160W, bulge, , 299.5598, 300.4522, , 3.3157, 15.5357, 23.3981, 0.8885, 34.9731, 1.74092731899
*VELA01, 500, 5.903, cam7, F160W, disk, , 297.8395, 300.7194, *, 0.3541, 16.4042, 50.0037, 0.7327, 77.9443, 1.74092731899
VELA01, 500, 5.903, cam8, F160W, bulge, , 299.5533, 300.4687, , 3.3271, 15.5399, 23.4470, 0.8888, 30.9434, 1.48577118696
*VELA01, 500, 5.903, cam8, F160W, disk, , 298.1022, 300.7878, *, 0.3580, 16.4205, 50.0071, 0.6870, 77.5951, 1.48577118696
