galfit result file run on 07-11-2014
galaxyID timeStep age(GYr) camera filter px py mag rad sersicIndex b/a angle
VELA02 330 3.268 cam8 F160W 260.5241 573.3730 20.0550 2234.2861 1.6648 0.7174 -78.5978
VELA02 340 3.413 cam0 F160W 301.1724 296.3716 17.9549 30.1904 1.6892 0.8466 26.4582
VELA02 340 3.413 cam1 F160W 303.1401 299.3822 18.1482 37.2924 1.1606 0.6060 -77.7972
VELA02 340 3.413 cam5 F160W 298.0047 296.6254 17.9568 29.0047 1.6098 0.9099 -58.8600
VELA02 340 3.413 cam6 F160W 304.3255 299.3813 17.9242 30.8467 1.5314 0.5900 -88.5085
VELA02 340 3.413 cam6 F160W 181.4048 162.8383 22.3720 45.0716 0.8577 0.7410 -72.9294
VELA02 340 3.413 cam7 F160W 296.5669 298.4378 17.9378 30.5170 1.6766 0.8013 -87.6824
VELA02 340 3.413 cam8 F160W 296.6139 298.2346 17.9259 30.1017 1.6926 0.8179 -85.0920
VELA02 350 3.560 cam0 F160W 301.3193 299.8760 17.8089 27.1721 1.6812 0.9331 24.0506
VELA02 350 3.560 cam1 F160W 299.4907 300.5211 17.9785 29.8965 1.7270 0.6052 -87.4279
VELA02 350 3.560 cam5 F160W 300.2386 298.9480 17.9169 28.3135 1.7100 0.7787 84.7352
VELA02 350 3.560 cam6 F160W 301.8361 299.3343 17.9356 29.7623 1.7352 0.6357 -84.0175
VELA02 350 3.560 cam7 F160W 298.9428 299.6585 17.9081 29.0512 1.8165 0.6944 82.3924
VELA02 350 3.560 cam8 F160W 298.9627 299.6606 17.9107 28.7347 1.7934 0.7117 82.1165
VELA02 360 3.709 cam0 F160W 278.1182 242.5660 20.3634 24.0326 0.4137 0.3459 -78.3714
VELA02 360 3.709 cam0 F160W 408.5043 178.6733 22.0282 3.0707 2.8662 0.8151 66.2632
VELA02 360 3.709 cam0 F160W 300.8223 300.9927 17.8461 30.3478 1.5889 0.9512 6.7987
VELA02 360 3.709 cam1 F160W 302.4225 301.1414 17.9400 39.2005 1.1895 0.5524 -85.7594
VELA02 360 3.709 cam5 F160W 299.9348 299.6648 17.9291 33.1249 1.4351 0.7155 -88.5675
VELA02 360 3.709 cam6 F160W 301.2115 298.7757 17.9870 39.0672 1.2773 0.6238 84.8790
VELA02 360 3.709 cam7 F160W 300.1057 299.2677 17.9851 36.0056 1.3853 0.6279 89.3569
VELA02 360 3.709 cam8 F160W 300.1154 299.4114 17.9676 35.6181 1.4104 0.6399 89.4528
VELA02 370 3.859 cam0 F160W 301.0221 300.2082 17.8594 34.8108 1.4901 0.8963 -39.1436
VELA02 370 3.859 cam1 F160W 300.1097 299.2182 18.1478 46.7598 1.0410 0.5359 86.8206
VELA02 370 3.859 cam5 F160W 298.5697 298.5870 17.9884 41.7538 1.1659 0.6750 -89.1610
VELA02 370 3.859 cam6 F160W 302.9065 299.4698 18.0831 38.1859 1.2081 0.7325 85.8910
VELA02 370 3.859 cam7 F160W 300.0021 299.0604 17.9378 39.0803 1.3252 0.5938 87.6873
VELA02 370 3.859 cam8 F160W 299.6613 299.0792 17.9397 39.4994 1.2934 0.6031 89.1681
VELA02 380 4.010 cam0 F160W 315.6059 289.2191 18.6639 77.0569 0.3335 0.9682 -2.3928
VELA02 380 4.010 cam0 F160W 300.3713 300.6042 18.2456 24.2580 2.0963 0.9559 -66.1514
VELA02 380 4.010 cam1 F160W 297.4365 300.6207 18.0420 47.5939 0.9992 0.4620 87.9769
VELA02 380 4.010 cam5 F160W 303.1180 300.1143 17.9400 48.4005 1.0114 0.5108 -84.8177
VELA02 380 4.010 cam6 F160W 303.8248 300.9696 18.0434 43.7228 0.9340 0.6670 -86.2449
VELA02 380 4.010 cam7 F160W 301.3308 301.8819 17.9511 44.2900 1.1126 0.5366 -87.7258
VELA02 380 4.010 cam8 F160W 301.6491 301.8892 17.9510 45.6343 1.0773 0.5269 -87.7002
VELA02 390 4.162 cam0 F160W 300.2804 299.1394 17.7881 37.2875 1.4065 0.9555 -76.7987
VELA02 390 4.162 cam0 F160W 583.0516 534.5756 19.0018 24.9672 1.1821 0.7885 -60.5900
VELA02 390 4.162 cam1 F160W 301.0146 300.0611 17.9233 53.0932 0.9403 0.4178 84.9934
VELA02 390 4.162 cam5 F160W 296.9579 299.2581 17.7974 45.9428 1.0902 0.5103 -86.8161
VELA02 390 4.162 cam6 F160W 300.3539 298.8903 17.8495 46.1525 1.0247 0.5432 -87.1526
VELA02 390 4.162 cam7 F160W 295.2301 300.0040 17.9206 53.3842 0.8716 0.4383 -89.0962
VELA02 390 4.162 cam8 F160W 294.0310 300.1999 17.9063 52.8415 0.7958 0.4405 -89.3076
VELA02 400 4.316 cam0 F160W 301.8899 303.2290 17.5718 55.7597 0.6973 0.8835 16.4075
VELA02 400 4.316 cam0 F160W 384.5057 489.3416 18.7370 60083.9688 19.9557 0.4841 -12.9897
VELA02 400 4.316 cam0 F160W 196.9559 303.7150 20.5047 11.1786 1.2170 0.5753 68.9268
VELA02 400 4.316 cam0 F160W 384.9667 389.3470 18.8580 22.6097 0.9891 0.9174 -30.4837
VELA02 400 4.316 cam1 F160W 250.0663 177.2078 18.9278 23.0318 1.3124 0.6951 52.8483
VELA02 400 4.316 cam1 F160W 304.1076 299.0765 17.6229 53.9152 0.7428 0.3938 85.7352
VELA02 400 4.316 cam5 F160W 459.3745 320.4860 20.9308 100.6809 8.5603 0.7980 -18.4100
VELA02 400 4.316 cam5 F160W 415.5272 198.4813 18.9386 22.3865 1.4119 0.6981 -56.3720
VELA02 400 4.316 cam5 F160W 303.5391 300.5822 17.5260 50.0004 0.7797 0.4540 86.3671
VELA02 400 4.316 cam5 F160W 210.6509 313.2733 20.2656 11.4471 1.3024 0.6120 85.8909
VELA02 400 4.316 cam6 F160W 223.7350 356.9895 20.9334 31.6604 3.9421 0.9083 -33.4884
VELA02 400 4.316 cam6 F160W 236.1922 292.6951 18.7438 45.2658 0.4331 0.4931 -67.9944
VELA02 400 4.316 cam6 F160W 293.9311 239.7552 18.7195 23.2864 1.5621 0.7861 -44.8400
VELA02 400 4.316 cam6 F160W 300.7852 300.4204 18.2041 29.9768 1.5166 0.6850 76.7526
VELA02 400 4.316 cam6 F160W 373.5501 313.5318 19.1475 38.0403 0.4527 0.6770 -75.8052
VELA02 400 4.316 cam7 F160W 498.3475 284.5016 20.6308 1269.9684 18.3303 0.7936 16.0475
VELA02 400 4.316 cam7 F160W 422.9579 177.2439 18.9466 21.1147 1.4454 0.8698 -72.9579
VELA02 400 4.316 cam7 F160W 298.1757 300.7128 17.5716 51.2594 0.9435 0.3895 84.4269
VELA02 400 4.316 cam8 F160W 493.9668 289.0396 21.5150 14.8410 2.1697 0.9278 -46.6712
VELA02 400 4.316 cam8 F160W 423.5164 179.1850 18.9320 21.2579 1.6262 0.8536 -70.9114
VELA02 400 4.316 cam8 F160W 298.5521 300.7150 17.5703 50.3679 0.9343 0.4032 84.9826
VELA02 410 4.471 cam0 F160W 186.2865 124.6356 18.5619 30.8955 2.3565 0.6809 -12.6032
VELA02 410 4.471 cam0 F160W 302.1998 305.6852 17.2630 51.8177 1.0993 0.9721 -51.0823
VELA02 410 4.471 cam1 F160W 306.8114 303.7741 17.4845 51.6328 1.0547 0.4410 88.4221
VELA02 410 4.471 cam1 F160W 247.6664 563.6686 18.7446 20.9362 2.4252 0.8429 -7.8545
VELA02 410 4.471 cam1 F160W 392.6249 270.9082 20.4943 14.0132 1.8119 0.5484 51.7493
VELA02 410 4.471 cam5 F160W 303.1329 302.7079 17.4848 50.1951 1.0194 0.4886 -89.8550
VELA02 410 4.471 cam5 F160W 124.2071 536.0858 18.9098 23.4033 1.8037 0.7015 -13.6581
VELA02 410 4.471 cam6 F160W 298.2215 304.1009 17.2580 50.8838 0.9682 0.6581 -86.4523
VELA02 410 4.471 cam6 F160W 349.2969 421.6740 18.8202 24.4083 2.1699 0.9275 -5.2073
VELA02 410 4.471 cam7 F160W 305.1745 302.1635 17.3573 51.4901 1.0068 0.4701 86.2847
VELA02 410 4.471 cam7 F160W 94.0401 564.1404 18.9193 22.9905 2.0212 0.6678 -19.9947
VELA02 410 4.471 cam8 F160W 304.5527 302.2078 17.3742 50.6285 1.0283 0.4708 86.9168
VELA02 410 4.471 cam8 F160W 96.8661 562.5565 18.9352 21.4286 1.9632 0.7147 -16.6896
VELA02 420 4.626 cam0 F160W 276.1060 197.7205 18.7850 17.1250 2.2821 0.8235 -2.6768
VELA02 420 4.626 cam0 F160W 302.1946 299.7097 17.1996 46.8170 0.9746 0.9039 -9.4541
VELA02 420 4.626 cam1 F160W 300.9094 300.6967 17.5343 41.4557 1.0301 0.4619 88.6105
VELA02 420 4.626 cam1 F160W 308.5578 617.9925 19.0353 28.0023 2.1878 0.3893 -41.5739
VELA02 420 4.626 cam1 F160W 227.9833 412.9395 18.5995 24.0320 2.9255 0.7039 41.4469
VELA02 420 4.626 cam5 F160W 304.6698 300.0493 17.4879 49.7181 0.7895 0.4740 85.6053
VELA02 420 4.626 cam5 F160W 238.4062 399.7491 18.7055 20.3789 2.4840 0.8434 -4.3035
VELA02 420 4.626 cam6 F160W 191.8143 272.6993 19.1741 36.9048 1.8025 0.4556 24.9492
VELA02 420 4.626 cam6 F160W 307.0217 304.0215 17.0844 50.7117 0.9141 0.6646 -78.9028
VELA02 420 4.626 cam7 F160W 303.2358 301.5025 17.4902 47.4306 0.8068 0.4811 88.9121
VELA02 420 4.626 cam7 F160W 211.6075 418.3448 18.6890 17.2617 2.6928 0.8470 4.3071
VELA02 420 4.626 cam8 F160W 303.5740 301.4821 17.5098 48.4289 0.7852 0.4738 88.9876
VELA02 420 4.626 cam8 F160W 215.1986 416.6953 18.7017 17.9058 2.6599 0.8437 1.2970
VELA02 430 4.783 cam0 F160W 302.9524 296.3710 16.8226 46.4006 1.2864 0.8644 -5.4746
VELA02 430 4.783 cam1 F160W 294.1148 300.0958 17.0400 43.9512 1.3239 0.6366 88.5261
VELA02 430 4.783 cam5 F160W 293.6490 257.9873 18.9464 72.3284 3.0519 0.7768 19.0080
VELA02 430 4.783 cam5 F160W 300.7059 299.4513 17.0113 42.6720 1.1372 0.5263 83.3886
VELA02 430 4.783 cam5 F160W 19.8773 470.0838 19.2615 30.9057 1.3454 0.8333 74.4957
VELA02MRP 220969 102.664 cam0 F160W 299.9126 294.1992 20.7492 40.5616 0.9178 0.6218 10.6647
VELA02MRP 220969 102.664 cam1 F160W 301.9397 299.5186 21.0391 37.4138 1.0377 0.7464 67.9995
VELA02MRP 220969 102.664 cam1 F160W 270.4491 340.3773 22.1879 31.2047 0.8640 0.4988 22.0262
VELA02MRP 461950 115.262 cam1 F160W 301.8882 300.4968 17.0376 30.7104 1.8227 0.8320 80.1539
VELA02MRP 220969 102.664 cam6 F160W 306.5106 303.9218 20.7325 34.4611 0.9747 0.8482 -21.4501
VELA02MRP 220969 102.664 cam7 F160W 298.9467 297.4364 21.1831 36.5005 1.0737 0.7948 -73.6544
VELA02MRP 220969 102.664 cam7 F160W 301.1800 336.1427 21.9270 36.7541 1.2006 0.5931 34.5339
VELA02MRP 220969 102.664 cam8 F160W 300.6983 307.2534 20.8259 38.3227 0.8158 0.9411 -21.6321
VELA02MRP 222049 102.746 cam0 F160W 299.0610 297.8855 20.7418 36.1836 1.0802 0.6555 10.9337
VELA02MRP 222049 102.746 cam1 F160W 297.6102 305.7710 20.7596 39.6079 0.9170 0.6894 61.6247
VELA02MRP 222049 102.746 cam5 F160W 302.9758 307.8780 20.7258 34.7838 1.0150 0.7284 -35.7865
VELA02MRP 222049 102.746 cam6 F160W 303.9503 305.3089 20.7050 32.4029 0.9944 0.8568 -13.8000
VELA02MRP 222049 102.746 cam7 F160W 301.1322 306.7369 20.7793 34.6683 0.9936 0.9270 -4.2714
VELA02MRP 222049 102.746 cam8 F160W 301.6296 307.0156 20.7668 34.5409 1.0147 0.9232 -16.2503
VELA02MRP 223348 102.845 cam0 F160W 304.1724 302.2581 20.7412 30.6997 1.2384 0.8145 -6.8871
VELA02MRP 223348 102.845 cam1 F160W 297.6653 297.7884 20.7052 33.6102 0.9752 0.7235 85.5206
VELA02MRP 223348 102.845 cam5 F160W 302.9089 297.2111 20.7335 31.8853 1.0277 0.7428 -48.8181
VELA02MRP 223348 102.845 cam6 F160W 305.9956 297.4789 20.6677 31.8320 0.9295 0.7918 -53.0550
VELA02MRP 223348 102.845 cam8 F160W 302.3124 296.9984 20.7693 29.2925 1.2327 0.9420 -39.9997
VELA02MRP 224448 102.927 cam0 F160W 304.1794 312.2968 20.6358 34.3538 0.9335 0.6149 -2.1788
VELA02MRP 224448 102.927 cam1 F160W 290.9990 298.7611 20.6800 34.7970 0.9882 0.8190 85.3142
VELA02MRP 224448 102.927 cam5 F160W 300.1474 302.0376 20.5647 28.3593 1.2001 0.7661 -22.3481
VELA02MRP 224448 102.927 cam6 F160W 306.1528 298.8920 20.7101 32.7096 0.9708 0.7950 -20.8269
VELA02MRP 224448 102.927 cam6 F160W 321.2837 282.0363 22.6125 10.7498 0.4820 0.6230 -16.3575
VELA02MRP 224448 102.927 cam7 F160W 295.8210 306.0126 20.6493 30.3810 1.0553 0.8684 19.2618
VELA02MRP 224448 102.927 cam8 F160W 296.5906 305.6358 20.6265 29.9231 1.0872 0.8657 10.6772
VELA02MRP 225584 103.013 cam0 F160W 304.3573 307.8235 20.6183 31.2748 0.9852 0.6889 -1.8857
VELA02MRP 225584 103.013 cam1 F160W 236.6764 325.9912 25.1898 7.0783 4.4585 0.7057 -32.2743
VELA02MRP 225584 103.013 cam1 F160W 366.0580 330.0238 24.0265 28.3022 4.6449 0.4686 -39.2142
VELA02MRP 225584 103.013 cam1 F160W 281.3812 309.4301 21.7083 29.1625 1.0501 0.6845 -21.0846
VELA02MRP 225584 103.013 cam1 F160W 301.8196 300.3503 21.1315 32.8498 1.0161 0.7529 76.9990
VELA02MRP 225584 103.013 cam5 F160W 302.0673 305.6892 20.5672 29.6806 1.0291 0.7993 -22.1781
VELA02MRP 225584 103.013 cam6 F160W 306.4398 301.1035 20.5444 28.8112 1.0216 0.7937 -14.3082
VELA02MRP 225584 103.013 cam7 F160W 298.9833 306.5424 20.6421 30.1483 1.0028 0.9172 19.0427
VELA02MRP 226749 103.100 cam0 F160W 300.4646 302.2692 20.6337 34.2892 1.0515 0.6452 5.1864
VELA02MRP 226749 103.100 cam1 F160W 302.8153 303.1923 20.7642 34.6614 1.0022 0.8044 -78.1780
VELA02MRP 226749 103.100 cam1 F160W 273.3524 298.9774 23.0596 16.6714 0.5556 0.2797 -61.3512
VELA02MRP 226749 103.100 cam5 F160W 300.2032 302.3481 20.6758 28.8915 1.0580 0.8807 -20.7991
VELA02MRP 226749 103.100 cam6 F160W 300.6373 302.1243 20.6346 29.3997 1.1274 0.7959 -16.9866
VELA02MRP 226749 103.100 cam7 F160W 300.2984 301.3512 20.7021 30.1321 1.1054 0.8973 39.2034
VELA02MRP 226749 103.100 cam7 F160W 282.0245 377.5749 25.5129 10.4086 19.9996 0.1127 -78.0852
VELA02MRP 226749 103.100 cam8 F160W 291.0031 382.9955 24.9918 16.6981 0.6043 0.4491 -50.5543
VELA02MRP 226749 103.100 cam8 F160W 300.4216 301.2426 20.6986 29.6376 1.1112 0.9016 22.4280
VELA02MRP 227953 103.189 cam0 F160W 298.3504 298.2086 20.6375 32.7999 0.9653 0.8364 3.1582
VELA02MRP 227953 103.189 cam1 F160W 304.4113 300.3543 20.6252 31.5977 0.8994 0.7205 -75.9671
VELA02MRP 227953 103.189 cam5 F160W 298.5096 297.2122 20.6254 29.0372 0.8700 0.9111 -47.7121
VELA02MRP 227953 103.189 cam5 F160W 376.2289 375.1324 25.1651 21.1362 5.3064 0.5806 37.2576
VELA02MRP 227953 103.189 cam6 F160W 297.7095 300.5346 20.5904 28.4359 1.0940 0.8296 -52.2277
VELA02MRP 227953 103.189 cam7 F160W 300.7103 296.6006 20.6395 30.8801 0.9176 0.9111 52.5913
VELA02MRP 227953 103.189 cam8 F160W 299.6951 296.6873 20.6248 30.7941 1.0119 0.9265 24.1791
VELA02MRP 229217 103.282 cam0 F160W 301.1693 297.5351 20.6359 27.1678 1.1223 0.9626 -24.9789
VELA02MRP 229217 103.282 cam1 F160W 304.5318 299.0717 20.5944 30.4037 1.0836 0.6435 -63.2032
VELA02MRP 229217 103.282 cam5 F160W 301.7304 297.4126 20.5933 24.9110 1.1068 0.9029 -86.0736
VELA02MRP 229217 103.282 cam6 F160W 299.3835 300.2525 20.5923 25.1002 1.2871 0.7807 -81.7352
VELA02MRP 229217 103.282 cam7 F160W 298.9128 298.0116 20.6355 26.9094 1.1145 0.9682 -65.9604
VELA02MRP 229217 103.282 cam8 F160W 300.8204 297.2879 20.6293 27.2607 1.1371 0.9472 -57.1060
VELA02MRP 230428 103.371 cam0 F160W 296.3600 302.9685 20.7086 25.7820 1.1103 0.9867 -64.1796
VELA02MRP 230428 103.371 cam1 F160W 299.1745 301.9767 20.6477 26.2621 1.1664 0.7604 -62.9877
VELA02MRP 230428 103.371 cam5 F160W 297.5352 302.5535 20.6827 26.9611 1.1416 0.8565 -88.2527
VELA02MRP 230428 103.371 cam6 F160W 295.3868 303.3398 20.6871 23.7677 1.3070 0.8490 -74.7749
VELA02MRP 230428 103.371 cam7 F160W 298.4384 304.9631 20.6942 25.8749 1.1530 0.9768 70.8751
VELA02MRP 230428 103.371 cam8 F160W 297.6612 304.2164 20.6955 26.2695 1.1423 0.9421 85.6031
VELA02MRP 231715 103.466 cam0 F160W 301.3247 302.4948 20.7337 29.0576 0.8904 0.9076 -73.3635
VELA02MRP 231715 103.466 cam1 F160W 296.9555 300.7678 20.6171 32.2046 1.1149 0.6329 -43.6747
VELA02MRP 231715 103.466 cam5 F160W 453.7496 330.4465 24.0698 506.1979 19.9998 0.7229 -49.0021
VELA02MRP 231715 103.466 cam5 F160W 301.3989 302.0547 20.7239 28.5160 0.9211 0.8648 -50.7857
VELA02MRP 231715 103.466 cam6 F160W 300.5826 301.1744 20.6205 28.8302 1.1667 0.7726 -52.0597
VELA02MRP 231715 103.466 cam7 F160W 299.9845 299.1985 20.7391 29.8206 0.9368 0.9290 20.5722
VELA02MRP 231715 103.466 cam8 F160W 299.7658 299.2485 20.7316 28.9062 0.9912 0.9940 18.9017
VELA02MRP 232956 103.556 cam0 F160W 300.9651 303.0902 20.6460 31.0167 1.0544 0.6985 20.4529
VELA02MRP 232956 103.556 cam1 F160W 300.4902 293.2680 20.6324 34.3828 1.0895 0.6518 0.7612
VELA02MRP 232956 103.556 cam5 F160W 148.2641 382.8645 25.6012 15.8532 10.1512 0.7608 -41.1453
VELA02MRP 232956 103.556 cam5 F160W 299.4424 298.3792 20.6958 30.9181 0.9665 0.7905 75.9853
VELA02MRP 232956 103.556 cam6 F160W 302.0908 296.1549 20.6535 31.9732 1.0499 0.7347 -26.0299
VELA02MRP 232956 103.556 cam7 F160W 125.3332 313.2710 25.8180 7.6630 6.9680 0.4737 -12.0565
VELA02MRP 232956 103.556 cam7 F160W 299.4251 295.3504 20.7293 30.8561 0.8699 0.9564 22.3029
VELA02MRP 234090 103.638 cam0 F160W 297.7611 304.5248 20.6301 29.4190 1.0753 0.7241 70.8867
VELA02MRP 234090 103.638 cam1 F160W 299.7548 295.1608 20.6728 32.8201 1.0073 0.6913 17.5167
VELA02MRP 234090 103.638 cam5 F160W 295.3315 298.6562 20.6584 30.3113 1.0659 0.7545 -88.6170
VELA02MRP 234090 103.638 cam6 F160W 304.7045 300.3122 20.6762 32.5097 1.0622 0.7099 -12.1121
VELA02MRP 234090 103.638 cam7 F160W 108.9969 315.6185 25.5581 5.9100 6.9929 0.2649 -29.5950
VELA02MRP 234090 103.638 cam7 F160W 294.9328 296.5945 20.6799 29.3544 0.9605 0.9259 -68.6144
VELA02MRP 234090 103.638 cam8 F160W 295.0914 296.6992 20.6648 28.8649 1.0090 0.9349 -63.0871
VELA02MRP 235461 103.737 cam0 F160W 482.9959 290.4471 26.4780 12.7702 19.9762 0.7267 4.0208
VELA02MRP 235461 103.737 cam0 F160W 300.7634 299.8997 20.6632 24.8240 1.1494 0.9618 -50.4957
VELA02MRP 235461 103.737 cam1 F160W 300.8585 301.7548 20.6292 32.7025 1.1473 0.6077 -37.4836
VELA02MRP 235461 103.737 cam5 F160W 444.5827 181.2184 25.6347 5381.4502 13.3745 0.0954 46.5840
VELA02MRP 235461 103.737 cam5 F160W 300.5244 299.4470 20.6600 27.9618 1.1372 0.7917 -88.7274
VELA02MRP 235461 103.737 cam6 F160W 301.1143 302.3267 20.6388 26.6000 1.3559 0.7404 -44.1227
VELA02MRP 235461 103.737 cam7 F160W 130.0334 221.1248 27.7602 74.5835 19.3308 0.6545 -86.8960
VELA02MRP 235461 103.737 cam7 F160W 299.9975 301.3792 20.6627 29.0486 1.1630 0.8551 9.3053
VELA02MRP 235461 103.737 cam8 F160W 299.8554 301.1747 20.6611 28.7012 1.1931 0.8610 8.5529
VELA02MRP 236658 103.822 cam0 F160W 299.8463 299.4969 20.5620 25.6922 1.3198 0.6997 82.2335
VELA02MRP 236658 103.822 cam1 F160W 302.1815 295.8505 20.5535 31.4074 1.1639 0.6897 -8.7674
VELA02MRP 236658 103.822 cam5 F160W 299.8866 300.0647 20.6001 27.8381 1.1083 0.7131 -25.3561
VELA02MRP 236658 103.822 cam6 F160W 300.6317 296.4491 20.5470 26.5368 1.2568 0.7107 -42.0387
VELA02MRP 236658 103.822 cam7 F160W 300.6454 298.3434 20.5963 28.3465 1.1126 0.8257 -7.0460
VELA02MRP 236658 103.822 cam8 F160W 300.5690 298.7884 20.5998 27.9198 1.1286 0.8410 -12.8627
VELA02MRP 237910 103.912 cam0 F160W 299.5175 301.9424 20.5600 24.9351 1.3261 0.8852 -77.5049
VELA02MRP 237910 103.912 cam1 F160W 299.3488 296.7545 20.5292 26.4050 1.3980 0.7298 -38.5564
VELA02MRP 237910 103.912 cam5 F160W 300.0638 301.9358 20.5472 25.6691 1.3502 0.7713 87.0027
VELA02MRP 237910 103.912 cam6 F160W 299.9401 297.3965 20.5488 24.8091 1.4824 0.7331 -47.5077
VELA02MRP 237910 103.912 cam7 F160W 301.9365 298.7177 20.5817 24.6463 1.2686 0.9223 32.0496
VELA02MRP 237910 103.912 cam8 F160W 301.9489 298.9328 20.5629 24.5093 1.2962 0.9231 20.9723
VELA02MRP 239194 104.003 cam0 F160W 299.7046 301.5132 20.6788 28.6793 1.3419 0.8000 17.8929
VELA02MRP 239194 104.003 cam1 F160W 301.5913 303.4943 20.6310 27.2814 1.1979 0.7545 -77.3140
VELA02MRP 239194 104.003 cam5 F160W 300.9002 303.3401 20.5931 25.1041 1.3846 0.7707 -59.1480
VELA02MRP 239194 104.003 cam7 F160W 301.0066 301.7771 20.6465 23.4328 1.3734 0.9383 -20.0393
VELA02MRP 239194 104.003 cam8 F160W 301.1228 302.0570 20.6346 23.6780 1.3919 0.9191 -49.9444
VELA02MRP 240514 104.096 cam0 F160W 457.5770 265.9343 25.2415 5.0195 3.3346 0.2466 0.0414
VELA02MRP 240514 104.096 cam0 F160W 301.4730 298.0314 20.6099 27.5488 1.2795 0.7993 79.0271
VELA02MRP 240514 104.096 cam1 F160W 302.1666 298.6505 20.5591 31.0448 1.2687 0.6638 -36.1476
VELA02MRP 240514 104.096 cam5 F160W 391.1202 163.3386 26.1024 8.9517 19.9998 0.5270 71.2805
VELA02MRP 240514 104.096 cam5 F160W 299.0590 298.0921 20.6432 21.3151 1.1824 0.8656 63.1615
VELA02MRP 240514 104.096 cam6 F160W 302.0449 298.7869 20.6337 28.5968 1.2724 0.7173 -59.5754
VELA02MRP 240514 104.096 cam7 F160W 221.8366 158.6681 25.7361 2.0040 9.8575 0.8099 74.1172
VELA02MRP 240514 104.096 cam7 F160W 297.9953 299.9230 20.6313 27.0351 1.2635 0.8742 14.4563
VELA02MRP 240514 104.096 cam8 F160W 239.2747 149.7749 25.8185 3.5394 16.4731 0.2570 48.3698
VELA02MRP 240514 104.096 cam8 F160W 298.0670 299.7739 20.6215 26.7773 1.2793 0.9056 13.1946
VELA02MRP 241851 104.189 cam0 F160W 302.7800 301.3113 20.7676 31.1180 1.0560 0.9147 55.8112
VELA02 430 4.783 cam6 F160W 303.6428 299.0175 16.7981 40.7616 1.3648 0.8676 82.5879
VELA02 430 4.783 cam7 F160W 159.8403 267.6171 19.2868 27.8682 2.8988 0.7725 49.1530
VELA02 430 4.783 cam7 F160W 298.8041 300.6005 16.8778 43.5472 1.2485 0.5755 86.0238
VELA02 430 4.783 cam8 F160W 297.8499 300.2375 16.8544 44.5553 1.3790 0.5851 82.9631
VELA02 440 4.941 cam0 F160W 300.9306 299.1409 16.7341 44.7197 1.0861 0.8926 -31.4630
VELA02 440 4.941 cam1 F160W 299.3125 300.8931 17.0475 45.1701 1.0091 0.5791 -84.9101
VELA02 440 4.941 cam5 F160W 302.3777 299.9464 16.9062 42.3398 1.1594 0.6354 87.4149
VELA02 440 4.941 cam5 F160W 290.5995 147.2503 19.0768 39.5636 3.0618 0.7182 60.2411
VELA02 440 4.941 cam6 F160W 302.3731 299.8505 16.7822 43.4919 1.0479 0.8820 61.7023
VELA02 440 4.941 cam7 F160W 300.2206 301.2126 16.9842 43.9952 1.1962 0.5703 85.3377
VELA02 440 4.941 cam8 F160W 300.7797 300.8946 16.9916 44.6338 1.1413 0.5696 85.5725
VELA02 450 5.100 cam0 F160W 298.5903 300.3132 16.6965 43.9524 0.9847 0.9280 -36.2051
VELA02 450 5.100 cam1 F160W 299.8460 301.5099 17.0440 46.1616 0.9933 0.5814 -82.8499
VELA02 450 5.100 cam5 F160W 300.0015 299.7614 16.8309 40.9750 1.4043 0.6791 -89.3488
VELA02 450 5.100 cam6 F160W 299.2670 299.2490 16.7292 40.2486 1.1460 0.8622 73.1050
VELA02 450 5.100 cam7 F160W 301.2173 300.3690 16.9873 44.6573 1.3321 0.5998 89.3085
VELA02 450 5.100 cam8 F160W 300.5492 300.4363 16.9676 44.2096 1.3329 0.6063 89.1552
VELA02MRP 268368 105.951 cam1 F160W 298.2520 301.6717 19.6576 26.4306 1.1294 0.7939 73.5168
VELA02 460 5.259 cam1 F160W 300.4253 301.1501 16.9380 44.7553 0.9483 0.5452 -77.6157
VELA02 460 5.259 cam5 F160W 301.7115 300.1626 16.7427 40.5419 1.1575 0.7285 -85.5310
VELA02 460 5.259 cam6 F160W 298.6512 300.9497 16.6909 42.7325 1.0565 0.7868 67.9414
VELA02 460 5.259 cam7 F160W 301.8566 299.8960 16.8717 45.0408 1.0812 0.5910 -84.4736
VELA02 460 5.259 cam8 F160W 301.8049 299.8473 16.8467 44.1659 1.1130 0.6046 -84.5820
VELA02 470 5.419 cam0 F160W 300.9706 298.9678 16.4810 45.1408 0.8970 0.9357 -17.4054
VELA02 470 5.419 cam1 F160W 297.9380 300.8269 16.8635 48.5621 0.7662 0.4819 -84.8362
VELA02 470 5.419 cam5 F160W 301.8748 299.7434 16.6064 45.1591 0.9234 0.6306 83.3599
VELA02 470 5.419 cam6 F160W 301.0994 300.4272 16.5456 42.8363 1.0386 0.7341 82.1552
VELA02 470 5.419 cam7 F160W 301.9054 298.9293 16.7732 46.1707 0.9536 0.5285 87.8197
VELA02 470 5.419 cam8 F160W 301.7512 299.0874 16.7359 46.0590 0.9535 0.5404 86.8795
VELA02 480 5.580 cam0 F160W 597.4712 467.3991 19.0100 15.9276 2.3895 0.8906 80.7329
VELA02 480 5.580 cam0 F160W 301.1335 299.1835 16.3980 46.4904 0.8026 0.9515 -3.9319
VELA02 480 5.580 cam1 F160W 297.2767 300.8799 16.8184 44.4544 0.8585 0.4861 -88.5441
